freq,X_2200us_loaded_loosepylon_9,Y_2200us_loaded_loosepylon_9,Z_2200us_loaded_loosepylon_9
0,2.367e-16,1.2212e-16,1.3645e-15
0.97656,0.005013,0.0010349,0.014141
1.9531,0.0084478,0.002989,0.0087384
2.9297,0.0036288,0.0019236,0.0089138
3.9063,0.0060311,0.0041741,0.013294
4.8828,0.0029648,0.0062241,0.011417
5.8594,0.0050395,0.0041843,0.0057534
6.8359,0.0033396,0.0033178,0.0039479
7.8125,0.0013286,0.0052632,0.015375
8.7891,0.0018186,0.005087,0.0022652
9.7656,0.0029194,0.002617,0.0054571
10.742,0.0049314,0.0030447,0.0027918
11.719,0.0041507,0.0055657,0.013219
12.695,0.0029901,0.0017268,0.012134
13.672,0.0063825,0.0010483,0.021543
14.648,0.0034545,0.0011324,0.019612
15.625,0.0041218,0.0017928,0.0086403
16.602,0.0061247,0.0044624,0.011388
17.578,0.0035994,0.0010203,0.0046072
18.555,0.0036329,0.0014548,0.0011068
19.531,0.0046047,0.0030358,0.0073717
20.508,0.0081839,0.0017905,0.0032415
21.484,0.0046135,0.005098,0.0068218
22.461,0.003583,0.0039409,0.0081821
23.438,0.0018718,0.00077118,0.004719
24.414,0.00095832,0.0038141,0.0098803
25.391,0.0036092,0.0012113,0.0063934
26.367,0.0016494,0.0007952,0.0026844
27.344,0.001279,0.00080752,0.0035168
28.32,0.0026416,0.002648,0.0017127
29.297,0.0016473,0.0024303,0.003018
30.273,0.0028816,0.002308,0.0061237
31.25,0.00060673,0.0015391,0.0076401
32.227,0.00077542,0.0017538,0.0024889
33.203,0.0026082,0.0017295,0.0042793
34.18,0.0042558,0.0020443,0.011186
35.156,0.00051964,0.0025572,0.0031867
36.133,0.0012953,0.00092752,0.0027626
37.109,0.0038654,0.00050086,0.0013914
38.086,0.0007983,0.00072691,0.0027791
39.063,0.001447,0.0015103,0.0071791
40.039,0.00064873,0.0025771,0.0049193
41.016,0.0025265,0.0017803,0.0028688
41.992,0.0033061,0.0022112,0.0058966
42.969,0.00093778,0.0016539,0.00079005
43.945,0.0011349,0.0021062,2.8297e-05
44.922,0.0028969,0.0011816,0.0059709
45.898,0.0027041,0.0018641,0.0048269
46.875,0.00039783,0.00084997,0.0052011
47.852,0.0013088,0.00090538,0.0045758
48.828,0.0030628,0.0013456,0.0010433
49.805,0.00080002,0.0014046,0.0055332
50.781,0.0011984,0.001838,0.0048374
51.758,0.00034911,0.0012729,0.0026062
52.734,0.0015169,0.00028724,0.0026535
53.711,0.0033217,0.001616,0.0049297
54.688,0.0005484,0.00064521,0.0043124
55.664,0.00063651,0.002363,0.0037207
56.641,0.0017242,0.0016899,0.0030723
57.617,0.00055423,0.00048923,0.0020681
58.594,0.0016774,0.0022622,0.0010323
59.57,0.001448,0.00029454,0.0042549
60.547,0.00044378,0.0017383,0.0043334
61.523,0.0023527,0.0027706,0.0029627
62.5,0.00097278,0.00098729,0.0027887
63.477,0.0011211,0.0010942,0.0022107
64.453,0.0011554,0.00095646,0.0025445
65.43,0.0016946,0.00091346,0.001151
66.406,0.00040311,0.00058399,0.0013716
67.383,0.0011864,0.0010092,0.0021347
68.359,0.0013649,0.0016103,0.00098092
69.336,0.00057525,0.0012413,0.0025169
70.313,0.001471,0.0010116,0.0018759
71.289,0.0015422,0.0020079,0.0012009
72.266,0.0031876,0.0007837,0.0060591
73.242,0.0016241,0.0022863,0.00050956
74.219,0.0021181,0.00351,0.0057904
75.195,0.0013892,0.0062875,0.0030748
76.172,0.00062108,0.0044065,0.0090728
77.148,0.0017847,0.0023827,0.0089561
78.125,0.0010622,0.0033102,0.002957
79.102,0.0010894,0.00096295,0.0050702
80.078,0.0012709,0.0015117,0.0056566
81.055,0.0021916,0.0016684,0.0035297
82.031,0.0014887,0.0015428,0.0068698
83.008,0.001457,0.0016336,0.0012915
83.984,0.00061766,0.00014318,0.0050189
