freq,X_800us_loaded_loosemotor_9,Y_800us_loaded_loosemotor_9,Z_800us_loaded_loosemotor_9
0,8.7996e-16,5.6088e-16,7.9581e-16
0.97656,0.000224,0.0085196,0.0013653
1.9531,0.00044971,0.012791,0.0028029
2.9297,0.00034051,0.01591,0.0039926
3.9063,0.00080762,0.0056413,0.0049532
4.8828,0.00048843,0.010804,0.00059696
5.8594,0.00054803,0.0095897,0.0074818
6.8359,6.4011e-05,0.014217,0.00434
7.8125,0.00031332,0.0085176,0.0020507
8.7891,0.00065039,0.0049631,0.0007256
9.7656,0.00052693,0.0020591,0.0015508
10.742,0.00016033,0.003613,0.00082125
11.719,0.00082474,0.0039131,0.00039267
12.695,4.4099e-05,0.0038644,0.0015555
13.672,0.00057544,0.0062282,0.0015054
14.648,0.00068625,0.0071371,0.0020232
15.625,0.0005726,0.0053403,0.0020872
16.602,0.00032209,0.0056987,0.0011872
17.578,0.00054881,0.0038357,0.0025944
18.555,0.00053102,0.0062692,0.0022469
19.531,0.00032879,0.0064578,0.0022905
20.508,0.0001884,0.0099082,0.0029276
21.484,0.00022086,0.0041113,0.001537
22.461,0.00023608,0.0034175,0.0016126
23.438,0.00018969,0.0021277,0.0012303
24.414,0.00035697,0.0057858,0.0011487
25.391,0.0006437,0.0033151,0.001909
26.367,0.00016111,0.0047165,0.0011087
27.344,0.00040488,0.00077303,0.0015087
28.32,0.0002257,0.00088076,0.00062053
29.297,0.00016352,0.0020706,0.00056583
30.273,0.00038561,0.0016621,0.00060284
31.25,0.0002049,0.0006953,0.00059175
32.227,4.9246e-05,0.0036654,0.00034119
33.203,0.0003854,0.0050216,0.001099
34.18,0.00040749,0.0062645,0.0020328
35.156,0.00041177,0.011162,0.0025196
36.133,0.00025221,0.0047497,0.00088995
37.109,0.00023863,0.0057733,0.0013532
38.086,0.00051947,0.0054171,0.0020235
39.063,0.00043206,0.0057218,0.0011321
40.039,5.7804e-05,0.0049053,0.00094768
41.016,0.0011291,0.0036509,0.0046399
41.992,0.00043585,0.0034082,0.00099896
42.969,0.00036197,0.0031495,0.00023866
43.945,0.00030992,0.0056421,0.00066517
44.922,0.00044002,0.0041309,0.00072013
45.898,0.00023049,0.0042702,0.0016601
46.875,0.00021228,0.0055276,0.0015848
47.852,0.00017558,0.0014567,0.00041564
48.828,0.00051003,0.0010689,0.00070005
49.805,0.00030614,0.0010653,0.00063154
50.781,0.00039988,0.0008581,0.00021183
51.758,0.00024698,0.00064574,0.00045568
52.734,0.00043842,0.00028862,0.00043844
53.711,0.00026457,0.00093046,0.00023422
54.688,5.4697e-05,0.001158,0.00080181
55.664,0.00042174,0.0011536,0.00054686
56.641,0.00027488,0.00047817,0.0002489
57.617,0.00024894,0.001633,0.00084253
58.594,0.00035233,0.0011769,0.00059035
59.57,0.00021251,0.0005547,0.00029328
60.547,0.00022863,0.0016677,0.00044428
61.523,0.00039328,0.001394,0.0023694
62.5,2.4155e-05,0.0009613,0.00011831
63.477,0.00010678,0.00073806,0.0006818
64.453,0.00032192,0.00096942,0.00031726
65.43,0.00019817,0.0023141,0.00043738
66.406,7.569e-05,0.00048852,0.00062345
67.383,0.00011913,0.0010389,0.00038552
68.359,0.00051273,0.0015653,0.00041379
69.336,0.00029936,0.00095744,0.00013369
70.313,0.00035647,0.0010266,0.00050447
71.289,0.00035177,0.0004531,0.00042767
72.266,0.00040256,0.0017248,0.00086202
73.242,0.00034911,0.00029162,0.00037505
74.219,0.00033219,0.00075839,0.00040638
75.195,0.00012842,0.0011286,0.00030232
76.172,0.00013667,0.0019446,0.00062537
77.148,0.00074005,0.00062664,4.8081e-05
78.125,0.00032051,0.0010094,0.00091251
79.102,0.00039177,0.0014413,0.00075626
80.078,0.00059597,0.0014647,0.0010671
81.055,0.00093998,0.0013621,0.0024292
82.031,0.0014755,0.0042171,0.0049355
83.008,0.00084869,0.00099899,0.0021506
83.984,0.00055393,0.0016155,0.0031481
84.961,0.00046273,0.0017436,0.0034572
85.938,0.00015432,0.00067819,0.001546
86.914,0.00047042,0.00025221,0.0023532
87.891,0.000901,0.0015122,0.0049901
