freq,X_800us_loaded_loosemotor_2,Y_800us_loaded_loosemotor_2,Z_800us_loaded_loosemotor_2
0,1.6875e-16,5.4512e-17,2.3481e-15
0.97656,9.1572e-05,0.0029837,0.00070167
1.9531,0.00024138,0.002169,0.00090275
2.9297,0.00028675,0.0034203,0.00066494
3.9063,0.0011886,0.0024975,0.0018636
4.8828,0.00019955,0.0032968,0.00093014
5.8594,0.00070848,0.005274,0.0017512
6.8359,0.00034725,0.006447,0.0020011
7.8125,0.00090794,0.011136,0.0038226
8.7891,0.0012197,0.0099158,0.0043414
9.7656,0.00049808,0.00059737,0.00068289
10.742,0.00045658,0.0036789,0.0024597
11.719,0.0011746,0.016651,0.0055118
12.695,0.0010776,0.023549,0.0082205
13.672,0.00038022,0.0094088,0.0032536
14.648,0.00018514,0.0036899,0.0019019
15.625,0.00021414,0.0027601,0.001297
16.602,0.0011897,0.002693,0.0017138
17.578,0.00056998,0.0025141,0.00080628
18.555,0.00019203,0.003016,0.00049051
19.531,8.5043e-05,0.002515,0.00011434
20.508,0.00040243,0.0092568,0.003287
21.484,0.0002177,0.0011971,0.0013735
22.461,0.0001394,0.0035397,0.0012522
23.438,0.00018888,0.0016274,0.0012516
24.414,0.0008264,0.0022192,0.00087702
25.391,8.4356e-05,0.0013948,0.00073579
26.367,0.00034642,0.0017426,0.00090981
27.344,0.00026421,0.0042638,0.0013762
28.32,0.0003302,0.00666,0.0020785
29.297,0.00049804,0.018105,0.0039103
30.273,0.00016368,0.0023032,0.00022468
31.25,7.7036e-05,0.0014913,0.00044297
32.227,0.00031372,0.0010578,0.0013513
33.203,0.00039593,0.0036691,0.0021606
34.18,0.00013822,0.0018319,0.00075884
35.156,0.00022538,0.0012143,0.00017235
36.133,0.00042783,0.00070648,0.00046481
37.109,0.00082259,0.0014174,0.00086418
38.086,0.00043668,0.00062236,0.0011517
39.063,2.7637e-05,0.0015296,0.00043187
40.039,0.00016117,0.0011737,0.0010012
41.016,0.00076812,0.0024738,0.0047446
41.992,0.00039757,0.0013351,0.0021178
42.969,0.00022724,0.0016374,0.0010514
43.945,0.00033721,0.00078714,0.00048325
44.922,0.00061784,0.00092237,0.00036813
45.898,0.00044125,0.00055303,0.00022918
46.875,0.00029969,0.0014057,0.00067247
47.852,0.0002466,0.0013031,0.00010837
48.828,2.8172e-05,0.00085757,0.00019726
49.805,6.6282e-05,0.0038012,0.0010527
50.781,7.7056e-06,0.00076814,0.00017793
51.758,0.00023111,0.00039009,0.00013637
52.734,0.00015352,0.00048386,0.00035695
53.711,0.00028218,0.0010275,0.00078264
54.688,0.00025104,0.0002127,0.00019032
55.664,0.00033812,0.00051865,4.9829e-05
56.641,0.00029818,0.00072909,0.00022276
57.617,0.00037704,0.0008506,0.0004754
58.594,7.5327e-05,0.0003554,0.00062848
59.57,0.00012904,0.00063335,0.00077568
60.547,0.00023732,0.00070594,0.00067989
61.523,0.00071943,0.00094834,0.002623
62.5,0.00067603,0.00023055,0.0020722
63.477,6.932e-05,0.00074978,0.00026171
64.453,0.00015134,0.00085554,0.00074055
65.43,0.00020427,0.000182,0.00057823
66.406,0.00033745,0.00072371,0.00038273
67.383,0.00010598,0.00038433,0.00012164
68.359,0.00018892,0.00010316,4.3973e-05
69.336,0.00013068,8.2673e-05,0.00025489
70.313,0.00018186,0.0019104,0.00045
71.289,5.4885e-05,0.00058111,8.3423e-05
72.266,0.00018136,0.00076624,0.00023025
73.242,0.00046275,0.00033243,0.0003117
74.219,0.00013009,0.00064402,0.00055268
75.195,0.00052034,0.00060757,0.00068358
76.172,0.00058639,0.00075553,0.00054824
77.148,0.00067124,0.0006771,0.00061663
78.125,0.00062692,0.0011631,0.00093335
79.102,0.00014451,0.00039887,0.0012047
80.078,0.00013933,0.00030972,0.0013603
81.055,0.00058047,0.00098229,0.0013436
82.031,0.00091488,0.0030787,0.0080744
83.008,0.0012611,0.0046132,0.0079552
83.984,0.00046856,0.0010472,0.0037324
84.961,0.00061184,0.0010032,0.0025825
85.938,0.00034304,0.00053772,0.0012155
86.914,0.00022846,0.00023491,0.0018535
87.891,0.00022447,0.00032572,0.00027098
88.867,0.0005111,0.00049068,0.0036391
89.844,0.00094617,0.00029941,0.0036265
90.82,0.00034694,0.0015752,0.0018235
91.797,0.000401,0.00085127,0.0027678
92.773,0.00057167,0.00069287,0.0026209
93.75,0.0011945,0.00056004,0.0071289
94.727,0.00037029,0.0018558,0.0026265
95.703,0.00035921,0.00044013,0.0019897
96.68,0.00013227,0.00019096,0.00096467
97.656,0.00025714,0.00032488,0.00085246
98.633,6.2488e-05,0.00059244,0.001383
99.609,0.00036445,0.00030432,0.001292
100.59,7.7395e-05,0.00064551,0.0010279
101.56,0.00026448,0.00023121,0.00071709
102.54,0.0004574,0.0001962,0.0023842
103.52,0.00061027,0.00047752,0.0043227
104.49,0.00037289,4.7423e-05,0.001585
105.47,0.00015222,7.4586e-05,0.0012837
106.45,0.00027291,0.00015143,0.00095955
107.42,0.00052277,0.00083809,0.0025594
108.4,9.1978e-05,0.000407,0.0015324
109.38,0.00012681,0.00033824,0.00032143
110.35,0.00019888,0.00070669,0.00068521
111.33,0.00043985,0.0018802,0.0020974
112.3,0.00031804,0.0011331,0.0012036
113.28,0.00025583,0.00016256,0.0015384
114.26,2.79e-05,0.00043411,0.00057276
115.23,0.00017303,0.0010504,0.00030694
116.21,0.00025719,0.00032699,0.0013398
117.19,3.3515e-05,0.00065817,0.00058627
118.16,0.00019244,9.9453e-05,0.0011588
119.14,0.00010569,0.00034097,0.00066474
120.12,0.00034333,0.00054334,0.0010002
121.09,6.0576e-05,0.00056686,0.00089894
122.07,6.6627e-05,0.00099686,0.0007926
123.05,0.00039888,0.00050579,0.0024699
124.02,0.00017442,0.0016952,0.0020763
125,0.00014504,0.00071895,0.00067549
125.98,4.6236e-05,0.00041356,0.00024498
126.95,0.0001934,0.0001346,0.00086474
127.93,0.00034833,0.00015663,0.00049962
128.91,0.00012179,0.00023495,0.00026019
129.88,0.00011862,0.00021809,0.00047745
130.86,0.00020952,0.00036263,0.00012876
131.84,0.00018051,0.00033601,0.00043122
132.81,0.00010725,0.00066162,0.00044976
133.79,3.0254e-05,0.00019971,6.9377e-05
134.77,0.00018396,0.00030677,0.00053374
