freq,X_800us_unloaded_loosepylon_3,Y_800us_unloaded_loosepylon_3,Z_800us_unloaded_loosepylon_3
0,7.7982e-16,1.5825e-15,1.4724e-15
0.97656,0.00044253,0.0017845,0.001385
1.9531,0.00012514,0.0023996,0.0010212
2.9297,0.00073801,0.0018241,0.00092129
3.9063,0.00055203,0.0026763,0.00056228
4.8828,0.0011362,0.0057167,0.0022232
5.8594,0.00092858,0.0016025,0.00021789
6.8359,0.00046439,0.0023849,0.00099415
7.8125,0.00097284,0.0030972,0.0008383
8.7891,0.00029667,0.0014324,0.00035438
9.7656,0.00064214,0.00090727,0.00074242
10.742,0.00022005,0.000712,0.00091889
11.719,0.00049132,0.001352,0.00097159
12.695,0.00080072,0.0014576,0.00015547
13.672,0.00086414,0.00068098,0.00041923
14.648,0.00047222,0.00030759,0.00070218
15.625,0.0004548,0.0012626,0.00077618
16.602,0.00031471,0.00040981,0.00064094
17.578,0.00025584,0.00013318,9.9034e-05
18.555,0.00056364,0.00089462,0.00029339
19.531,0.00038578,0.0013913,0.00050629
20.508,0.00053082,0.00013608,0.0002791
21.484,0.00085441,0.00078453,0.0009838
22.461,0.00067692,0.00083539,0.00085157
23.438,0.00093462,0.0005284,0.00089139
24.414,0.0017338,0.0004566,0.0014456
25.391,0.0017592,0.00039258,0.001369
26.367,0.0030583,0.0010386,0.0016716
27.344,0.00453,0.00082673,0.0031038
28.32,0.0037735,0.0018574,0.0030796
29.297,0.0041523,0.00029374,0.0033614
30.273,0.0015212,0.00065638,0.0014755
31.25,0.0013742,0.00086254,0.0013706
32.227,0.0042198,0.0029949,0.0038064
33.203,0.001326,0.00080702,0.0009072
34.18,0.0045015,0.0015718,0.0035112
35.156,0.0040571,0.0012737,0.0027295
36.133,0.00074555,0.00063491,0.0003492
37.109,0.003765,0.00092827,0.0029131
38.086,0.0011214,0.0023297,0.0020973
39.063,0.00258,0.0021532,0.0022392
40.039,0.0036544,0.0087415,0.0082809
41.016,0.00056645,0.00099958,0.0010605
41.992,0.0019326,0.0017905,0.0016983
42.969,0.001923,0.0019706,0.0013089
43.945,0.00092433,0.0024181,0.0023836
44.922,0.002814,0.0023207,0.0019213
45.898,0.0013742,0.001229,0.0014849
46.875,0.0022726,0.0029535,0.0025195
47.852,0.0027439,0.0012946,0.0034286
48.828,0.0003609,0.00063597,0.00022855
49.805,0.0024257,0.00138,0.0027752
50.781,0.0021295,0.001479,0.0027229
51.758,0.00071457,0.0013408,0.001729
52.734,0.0022933,0.0035088,0.001538
53.711,0.0011965,0.0016715,0.0015689
54.688,0.00086678,0.001398,0.0011713
55.664,0.0016399,0.00086675,0.0015152
56.641,0.00061175,0.00056179,0.00013588
57.617,0.000856,0.00025476,0.0011005
58.594,0.00056047,0.0001913,0.00097159
59.57,0.00063612,0.00096257,0.00067183
60.547,0.00085113,0.0017955,0.00081371
61.523,7.7881e-05,0.00059154,9.8691e-05
62.5,0.00030019,0.0013977,0.00034083
63.477,0.0011452,0.0015228,0.0011606
64.453,0.00054672,0.0015675,0.00042144
65.43,0.00062021,0.0010718,0.00044789
66.406,0.0020007,0.002424,0.0019964
67.383,0.0024269,0.0012946,0.0026229
68.359,0.0030644,0.0026097,0.0026011
69.336,0.0027154,0.00060364,0.002314
70.313,0.0014279,0.0024905,0.00098987
71.289,0.00099867,0.0027057,0.001069
72.266,0.0030077,0.0020507,0.0031753
73.242,0.0012822,0.0013945,0.00132
74.219,0.0025346,0.0018947,0.0023543
75.195,0.0026606,0.0049264,0.00065682
76.172,0.00060122,0.00099882,0.00031314
77.148,0.00304,0.0040581,0.0017034
78.125,0.00098904,0.0024745,0.0011089
79.102,0.0020712,0.0015114,0.0024944
80.078,0.003191,0.011162,0.0079163
81.055,0.00077635,0.00023193,0.00073634
82.031,0.0020003,0.0031516,0.0011771
83.008,0.0019598,0.0076738,0.0018101
83.984,0.00051131,0.0032609,0.00068542
84.961,0.0017503,0.0056906,0.00055648
85.938,0.0011929,0.0038277,0.0013116
86.914,0.0023221,0.0049512,0.0024262
87.891,0.0014741,0.0023025,0.00092394
88.867,0.00043177,0.0033736,0.00091519
89.844,0.0020064,0.0046686,0.0014719
90.82,0.0011917,0.00097865,0.00078346
91.797,0.00040179,0.00074658,0.00045271
92.773,0.0014561,0.002485,0.00089046
93.75,0.00047829,0.0011344,0.00031922
94.727,0.00059764,0.00087912,0.00065613
95.703,0.00074704,0.0006856,0.0004769
96.68,0.00057094,0.00089622,0.00045013
97.656,0.00045081,0.0013583,0.00028919
98.633,0.00067979,0.0021904,0.00066392
99.609,0.00038245,0.00087788,0.00011726
100.59,0.00062893,0.0015225,0.00015552
101.56,0.00068523,0.0021129,0.0010899
102.54,0.00022195,0.0004905,5.8713e-05
103.52,0.00025378,0.00086479,0.00037665
104.49,0.00081069,0.0018164,0.0008829
105.47,0.00040001,0.00091998,0.00060885
106.45,0.00026746,0.0017993,0.00069243
107.42,0.0013333,0.0027829,0.0017189
108.4,0.00096175,0.00043445,0.0011685
109.38,0.0011189,0.0044189,0.0016288
110.35,0.00054643,0.003565,0.00088954
111.33,0.000429,0.0026537,0.00090597
112.3,0.00030794,0.0064769,0.0011013
113.28,0.00052357,0.0036195,0.0014952
114.26,0.0018976,0.0061238,0.0028155
115.23,0.0019947,0.0083117,0.0036014
116.21,0.00040605,0.00067923,0.00044176
117.19,0.0011743,0.010906,0.0029437
118.16,0.0010708,0.0098815,0.0034733
119.14,0.00080136,0.004243,0.0024853
120.12,0.0016342,0.011138,0.014971
121.09,0.00043942,0.002353,0.0024462
122.07,0.001427,0.010561,0.00063458
123.05,0.0022968,0.015771,0.0050089
124.02,0.00084251,0.0043823,0.001083
125,0.0024472,0.010827,0.0041385
125.98,0.00095226,0.008983,0.0024909
126.95,0.0012147,0.010381,0.0014926
127.93,0.0014344,0.0082054,0.0012762
128.91,0.00081987,0.0062233,0.00097553
129.88,0.00076899,0.0018305,0.0017041
130.86,0.00080407,0.0034143,0.0012002
131.84,0.00046613,0.0027166,0.00094168
132.81,0.00049366,0.0013347,0.00054579
133.79,0.00038479,0.0017233,0.00078488
134.77,0.00051663,0.0016065,0.001022
135.74,0.00019911,0.0010813,0.00051768
136.72,0.00028201,0.0019008,0.00061953
137.7,7.0758e-05,0.00036986,0.00051044
138.67,0.00024138,0.00057749,0.0002733
139.65,0.00011323,0.0015036,0.00057253
140.63,8.484e-05,0.00024019,0.00040421
141.6,9.1456e-05,0.00068301,0.00028361
142.58,0.00024446,0.00029173,0.00020474
143.55,3.7145e-05,0.00075242,0.00038626
144.53,0.00020879,0.00010613,0.0004862
145.51,0.00023243,0.00052423,0.00026127
146.48,0.00024249,0.00045667,0.00025033
147.46,0.00020278,0.00017988,0.00022693
148.44,0.00026544,0.0004844,0.00032043
149.41,3.9218e-05,0.00027027,0.00012384
150.39,0.00025631,0.00043933,0.0003511
151.37,0.00021839,0.00032871,7.048e-05
152.34,0.00014231,0.00055399,0.00033251
153.32,0.00028808,0.00074276,0.00038386
154.3,0.00027279,0.00037779,0.00031922
155.27,0.00034301,0.0014886,0.0005956
156.25,0.00027129,0.00023958,0.00015847
157.23,0.00048019,0.0012169,0.00042544
158.2,0.00015107,0.0012701,0.00070832
159.18,0.0003072,0.001131,0.0010581
160.16,0.00015912,0.0012419,0.003079
161.13,0.00015647,0.00096117,0.00035866
