freq,X_800us_unloaded_8,Y_800us_unloaded_8,Z_800us_unloaded_8
0,1.4679e-15,1.6454e-15,4.8459e-14
0.97656,2.4359e-05,6.9166e-05,1.6272e-05
1.9531,2.3857e-05,7.2696e-05,2.0736e-05
2.9297,4.3174e-06,2.1615e-05,1.1615e-05
3.9063,3.1182e-05,1.8856e-05,6.8828e-06
4.8828,2.5946e-05,1.1872e-05,8.8991e-06
5.8594,2.1677e-05,3.6062e-05,1.5724e-05
6.8359,1.3949e-05,1.9162e-05,5.5609e-06
7.8125,3.179e-05,3.8085e-05,1.6131e-05
8.7891,7.8682e-06,1.9936e-05,6.1761e-06
9.7656,1.74e-05,4.65e-06,4.1543e-06
10.742,1.4413e-05,2.5665e-05,5.2193e-06
11.719,1.5493e-05,3.1337e-05,6.517e-06
12.695,2.2072e-05,8.0049e-06,9.8124e-06
13.672,1.9425e-05,1.9577e-05,9.8307e-06
14.648,2.8587e-06,2.9916e-05,3.5875e-06
15.625,8.0975e-06,3.2173e-05,1.6659e-05
16.602,1.1596e-05,8.4655e-06,5.1337e-06
17.578,1.2754e-05,2.5819e-05,7.8026e-06
18.555,1.4817e-05,2.7878e-05,7.9306e-06
19.531,1.134e-05,1.1881e-05,7.0614e-06
20.508,6.2606e-06,3.6867e-06,5.9673e-06
21.484,6.5004e-06,6.8787e-06,5.3521e-06
22.461,1.7931e-05,2.3691e-05,7.3822e-06
23.438,6.1402e-06,3.9827e-05,6.4887e-06
24.414,3.3538e-05,8.5976e-06,1.1728e-05
25.391,1.6056e-05,2.6523e-05,4.7921e-06
26.367,2.2109e-05,1.0993e-05,4.1661e-06
27.344,2.5375e-05,1.88e-05,4.0259e-06
28.32,3.7749e-05,3.9896e-06,7.6311e-06
29.297,1.9827e-05,3.153e-05,4.1692e-06
30.273,2.7949e-05,1.0969e-05,1.226e-05
31.25,1.5638e-05,2.4407e-05,1.0547e-05
32.227,1.0401e-05,2.9555e-05,6.1028e-06
33.203,1.9446e-05,2.3054e-05,5.5926e-06
34.18,3.5324e-05,9.1735e-06,3.7348e-06
35.156,1.2897e-05,4.1154e-05,1.9143e-06
36.133,3.6608e-05,3.7313e-05,3.124e-06
37.109,2.6095e-05,2.1882e-05,4.5301e-06
38.086,2.7946e-05,9.9064e-06,8.5829e-06
39.063,1.3672e-05,3.1921e-05,1.2543e-05
40.039,2.39e-05,1.1962e-05,6.7238e-07
41.016,2.2013e-05,2.7193e-05,2.2994e-06
41.992,2.2413e-05,1.7561e-05,7.3225e-06
42.969,2.4474e-05,5.1263e-05,9.4112e-06
43.945,6.023e-06,1.7698e-05,4.7014e-06
44.922,1.7161e-05,7.6985e-06,2.3767e-06
45.898,3.5445e-05,2.2475e-05,6.5521e-06
46.875,1.1834e-05,3.2398e-05,4.8111e-06
47.852,1.475e-06,2.5266e-05,5.0538e-06
48.828,2.3058e-05,3.7417e-05,9.1417e-06
49.805,2.3173e-05,4.2723e-06,1.2343e-05
50.781,2.1978e-05,5.1919e-05,1.251e-05
51.758,1.5998e-05,1.7682e-05,1.2373e-05
52.734,1.6216e-05,3.0105e-05,4.7022e-06
53.711,3.0829e-05,3.5693e-05,8.118e-06
54.688,1.8088e-05,2.1145e-05,5.8527e-06
55.664,1.1687e-05,1.2407e-05,6.2008e-06
56.641,3.4648e-06,1.3947e-05,6.1962e-06
57.617,2.6321e-05,2.7553e-05,5.0858e-06
58.594,1.2562e-05,2.0805e-05,7.3637e-06
59.57,1.6819e-05,5.7378e-06,8.1242e-06
60.547,1.7298e-05,3.009e-05,7.0513e-06
61.523,1.5294e-05,2.9298e-05,4.5156e-06
62.5,0.0001552,0.00014629,2.177e-05
63.477,2.1603e-05,1.0153e-05,8.508e-06
64.453,3.2447e-05,1.0584e-05,1.0806e-05
65.43,2.4279e-05,2.4301e-05,8.1239e-06
66.406,2.568e-05,1.6703e-05,7.7929e-06
67.383,1.6347e-05,7.4864e-06,1.1163e-05
68.359,1.1343e-05,2.5344e-05,1.1721e-05
69.336,1.5128e-05,2.7124e-05,1.1191e-05
70.313,2.6796e-05,2.2399e-05,8.4412e-06
71.289,2.301e-05,2.1213e-05,1.5359e-05
72.266,1.6486e-05,1.019e-05,1.4252e-05
73.242,2.5725e-05,2.5225e-05,1.5428e-05
74.219,1.2783e-05,3.7721e-06,1.5354e-05
75.195,1.9084e-05,2.0599e-05,7.7055e-06
76.172,1.9808e-05,2.3146e-05,5.5014e-06
77.148,9.357e-06,1.0888e-05,5.6006e-06
78.125,1.5353e-05,3.1771e-05,1.0953e-05
79.102,2.2435e-05,2.2228e-05,9.2671e-06
80.078,2.8015e-05,2.0459e-05,1.0203e-05
81.055,1.7489e-05,2.995e-05,5.024e-06
82.031,9.9161e-06,3.8864e-05,1.6396e-05
83.008,1.7402e-05,1.1007e-05,3.3112e-06
83.984,1.6991e-05,2.861e-05,5.1054e-06
84.961,1.8147e-05,2.7983e-06,8.3233e-06
85.938,2.2599e-05,1.5214e-05,1.5232e-05
86.914,1.376e-05,2.4619e-05,5.0118e-06
87.891,5.0102e-06,2.6665e-05,1.0158e-05
88.867,1.9146e-05,1.9531e-05,4.5779e-06
89.844,1.533e-05,1.5355e-05,5.7593e-06
90.82,8.3347e-06,1.9288e-05,6.4189e-06
91.797,9.23e-06,6.9498e-06,5.434e-06
92.773,9.9117e-06,1.6784e-05,7.2416e-06
93.75,3.8665e-05,3.4816e-05,1.0218e-05
94.727,1.1638e-05,1.4776e-05,4.6047e-06
95.703,1.7498e-05,1.8371e-05,1.1342e-05
96.68,1.6245e-05,3.4028e-05,5.6202e-06
97.656,3.5453e-05,3.7074e-05,1.4128e-05
98.633,1.057e-05,8.6942e-06,1.1297e-06
99.609,6.7859e-06,2.989e-05,6.3515e-06
100.59,1.7328e-05,1.5021e-05,9.7943e-06
101.56,9.4527e-06,2.7715e-05,1.4107e-05
102.54,3.7745e-06,1.8943e-05,4.4188e-06
103.52,1.3988e-05,1.862e-05,1.764e-05
104.49,2.6942e-05,2.3762e-05,4.899e-06
105.47,1.0867e-05,3.7152e-05,8.4119e-06
106.45,2.4908e-05,1.47e-05,8.5658e-06
107.42,2.4897e-05,1.2081e-05,7.422e-06
108.4,2.0869e-05,2.1364e-05,9.7568e-06
109.38,1.5961e-05,1.713e-05,1.4403e-05
110.35,1.0246e-05,1.8488e-05,4.6496e-06
111.33,1.2916e-05,2.2776e-05,6.9997e-06
112.3,3.0706e-05,2.7389e-05,8.5903e-06
113.28,1.0032e-05,2.65e-05,6.6428e-06
114.26,1.4077e-05,1.2066e-05,1.1646e-05
115.23,5.7112e-06,1.047e-05,1.0689e-05
116.21,1.6384e-05,1.4012e-05,8.4646e-06
117.19,1.9679e-05,2.5557e-05,2.3772e-06
118.16,1.087e-05,2.0434e-05,1.0734e-05
119.14,3.2994e-06,1.0495e-05,6.0744e-06
120.12,1.2565e-05,2.3532e-05,7.7458e-06
121.09,1.3537e-05,2.019e-05,6.4334e-06
122.07,7.1558e-06,2.0293e-05,1.2747e-05
123.05,1.0471e-05,1.7635e-05,1.1e-05
124.02,1.4173e-05,1.8922e-05,1.5668e-05
125,6.779e-05,9.0469e-05,1.3658e-05
125.98,2.507e-05,4.4287e-05,6.4303e-06
126.95,2.3911e-05,7.2945e-06,6.0519e-06
127.93,1.507e-05,1.4688e-06,1.2691e-05
128.91,1.3585e-05,3.6341e-05,7.8951e-06
129.88,1.4908e-05,1.5882e-05,6.7531e-06
130.86,1.8275e-05,8.6784e-06,4.4259e-06
131.84,1.298e-05,1.1677e-05,3.8242e-06
