freq,X_2200us_unloaded_loosepylon_4,Y_2200us_unloaded_loosepylon_4,Z_2200us_unloaded_loosepylon_4
0,1.1663e-15,9.0122e-16,2.0162e-16
0.97656,0.0014054,0.0011462,0.0017468
1.9531,0.00142,0.0011082,0.0009655
2.9297,0.0013532,0.0014882,0.0023205
3.9063,0.0019222,0.00065291,0.00047753
4.8828,0.00044135,0.00039395,0.00088156
5.8594,0.0025249,0.00065285,0.00088501
6.8359,0.0011312,0.00077606,0.00045319
7.8125,0.00043272,0.00043486,0.00084523
8.7891,0.00071794,0.00029598,0.00080216
9.7656,0.00020862,0.00057323,0.00019175
10.742,0.001635,0.00074259,0.00046366
11.719,0.00064177,0.00026147,0.0011924
12.695,0.00068222,0.00066476,0.0003798
13.672,0.00053481,0.0014005,0.002106
14.648,0.00050416,0.0024785,0.0027412
15.625,0.0006804,0.001708,0.002586
16.602,0.0012372,0.0022673,0.0015445
17.578,0.00030717,0.00089237,0.00080141
18.555,0.00047624,0.00075581,0.00048147
19.531,0.0022239,0.00061932,0.0014814
20.508,0.0044253,0.00094199,0.0047702
21.484,0.0022253,0.00022957,0.0015854
22.461,0.00023986,0.00031825,0.0013988
23.438,0.0014883,0.00074672,0.0013356
24.414,0.00082151,0.0014868,0.00065044
25.391,0.00040113,0.00073952,0.00087519
26.367,0.0011515,0.0010688,0.0024808
27.344,0.0027795,0.00027947,0.0016662
28.32,0.0018188,0.00066291,0.003361
29.297,0.0019429,0.0010696,0.0031621
30.273,0.008035,0.0028821,0.0094428
31.25,0.0020298,0.00058938,0.0017453
32.227,0.00039818,0.00095928,0.0018258
33.203,0.00054552,0.00028637,0.00063187
34.18,0.00060672,0.00050988,0.0020469
35.156,0.00079856,0.0011635,4.485e-05
36.133,0.00021224,0.00013281,0.00083882
37.109,0.00065478,0.00086444,0.0012608
38.086,0.00037838,0.00070422,0.00048844
39.063,0.00058593,0.00029393,0.00033263
40.039,0.00076255,0.00019668,0.0014548
41.016,0.00025252,0.00073049,0.00058134
41.992,0.0016308,0.0008058,0.0010975
42.969,0.00069307,0.00027654,0.00091202
43.945,0.0013231,0.00053891,0.0016211
44.922,0.00058993,0.0013907,0.00047688
45.898,0.00023673,0.00050613,0.00030058
46.875,0.00029851,0.00051395,5.4301e-05
47.852,0.00048697,0.00084109,0.00056235
48.828,0.00063829,0.00084268,0.0012105
49.805,0.00036236,0.00082267,0.00036587
50.781,0.00041975,0.00075929,0.0010757
51.758,0.00047415,0.00042656,0.00018004
52.734,0.00069233,0.0004014,0.0017056
53.711,0.00055841,0.00056267,0.0010232
54.688,0.0005758,0.00032745,0.00098216
55.664,0.00085605,0.00088576,0.0018475
56.641,0.00079828,0.00058752,0.0012371
57.617,0.00025444,0.00049116,0.00080713
58.594,0.00020115,0.00062859,0.00011378
59.57,0.0013785,0.0019463,0.0013359
60.547,9.4278e-05,0.001092,0.0016431
61.523,0.00093368,0.00042824,0.00084427
62.5,0.00040951,4.1937e-05,0.00086047
63.477,0.00046238,0.0003388,0.00070565
64.453,0.0002275,0.00029697,0.00041276
65.43,0.00052163,0.0012233,0.0009084
66.406,0.00065494,0.00065813,0.00072042
67.383,0.00040511,0.00049754,0.0003325
68.359,0.00016927,0.00028258,0.00014093
69.336,0.00031343,0.00051637,0.00066995
70.313,0.00061506,0.00043458,0.00031617
71.289,0.00051418,0.00028078,0.00028441
72.266,0.00021584,0.00029423,0.00074211
73.242,0.00062055,0.00036722,0.00071513
74.219,0.00070222,0.00059879,0.00075515
75.195,0.00093436,0.00095925,0.00038177
76.172,0.0010582,0.00010409,0.001129
77.148,0.00023972,0.00060238,5.6846e-05
78.125,0.00028174,0.0012218,0.00063462
79.102,0.00044254,0.00019229,0.00051099
80.078,0.00059161,0.00080516,0.0013663
81.055,0.00053739,0.00023657,0.00076811
82.031,0.00035599,0.00074083,0.00070779
83.008,0.00083877,0.00057587,0.00074718
83.984,0.0012522,0.00076538,0.00055453
84.961,0.00046473,0.00055386,0.00094864
85.938,0.00048153,0.00044532,0.00024675
86.914,0.00032648,0.00058389,0.00042357
87.891,0.0008279,0.0002969,0.00063128
88.867,0.00083779,0.00058199,0.00017415
89.844,0.00050107,0.00044317,0.0005893
90.82,0.00017248,0.0001359,0.00038519
91.797,0.00035822,0.00035384,0.00083829
92.773,0.00036554,0.0001811,0.00046052
