freq,X_1600us_loaded_loosepylon_3,Y_1600us_loaded_loosepylon_3,Z_1600us_loaded_loosepylon_3
0,2.7423e-17,4.3832e-16,2.8135e-15
0.97656,0.00096932,0.011464,0.0014619
1.9531,0.00037063,0.010301,0.0013132
2.9297,0.0011762,0.0050031,0.0031539
3.9063,0.00047149,0.0036774,0.00037101
4.8828,0.00098227,0.013368,0.0020497
5.8594,0.0015778,0.0056559,0.0036688
6.8359,0.0015871,0.0060042,0.002823
7.8125,0.00068468,0.0026565,0.0037865
8.7891,0.0012426,0.0011535,0.0051032
9.7656,0.001384,0.0020939,0.0042938
10.742,0.0014937,0.0056236,0.0076042
11.719,0.0025022,0.007574,0.0045317
12.695,0.0039464,0.0063315,0.015072
13.672,0.00063609,0.0063039,0.0014647
14.648,0.00043791,0.0095861,0.0014268
15.625,0.0014416,0.0036499,0.0062603
16.602,0.0020369,0.0066885,0.00071798
17.578,0.0013685,0.0023836,0.0049117
18.555,0.0023132,0.0033869,0.0055122
19.531,0.0017315,0.0065675,0.0019627
20.508,0.00048476,0.001839,0.0014453
21.484,0.00062374,0.0015413,0.0043397
22.461,0.0020305,0.0062551,0.0061146
23.438,0.0011119,0.0071814,0.0013262
24.414,0.00075753,0.0028206,0.001596
25.391,0.00171,0.0045053,0.00022366
26.367,0.00097521,0.0060398,0.00090531
27.344,0.0010997,0.0021538,0.00094122
28.32,0.0014102,0.0066286,0.0011179
29.297,0.0033057,0.016633,0.01112
30.273,0.0029408,0.016003,0.011885
31.25,0.0016574,0.0096827,0.0082109
32.227,0.0031886,0.013445,0.0087736
33.203,0.0029131,0.017514,0.0093608
34.18,0.0014079,0.0058609,0.0038937
35.156,0.0014938,0.0076071,0.0011783
36.133,0.0011438,0.0079732,0.0031182
37.109,0.00071274,0.0045946,0.0026409
38.086,0.0015793,0.006166,0.0018906
39.063,0.0020873,0.0043827,0.0035472
40.039,0.0022994,0.017696,0.0068993
41.016,0.0021908,0.01835,0.0069857
41.992,0.0014332,0.0099867,0.00069569
42.969,0.00043347,0.011084,0.004063
43.945,0.0037455,0.019529,0.010513
44.922,0.0055907,0.022036,0.013015
45.898,0.0014165,0.0038691,0.00082114
46.875,0.0018571,0.0074506,0.0041821
47.852,0.0008674,0.0033942,0.0032375
48.828,0.0018289,0.0053592,0.0050871
49.805,0.0023951,0.0017644,0.0033093
50.781,0.0014132,0.0036037,0.001614
51.758,0.00040791,0.0009932,0.0038372
52.734,0.00086752,0.0035144,0.0016331
53.711,0.0018127,8.8656e-06,0.0042302
54.688,0.00098797,0.0018598,0.00028824
55.664,0.00075129,0.001419,0.0032237
56.641,0.00046867,0.0048308,0.0023624
57.617,0.0001159,0.0038038,0.0019179
58.594,0.00032522,0.0088973,0.00058902
59.57,0.0018592,0.0039889,0.0045147
