freq,X_2200us_unloaded_2,Y_2200us_unloaded_2,Z_2200us_unloaded_2
0,1.081e-15,4.6241e-17,4.6597e-14
0.97656,4.4118e-05,0.0002879,8.5785e-05
1.9531,1.5224e-05,0.0001257,4.416e-05
2.9297,7.2174e-06,9.5958e-05,3.3207e-05
3.9063,1.3691e-05,9.3541e-05,4.2539e-05
4.8828,1.7825e-05,3.937e-05,2.3167e-05
5.8594,1.602e-05,5.0517e-05,3.8596e-05
6.8359,2.3583e-05,1.8815e-05,2.8029e-05
7.8125,1.3119e-06,1.8627e-05,1.7129e-05
8.7891,3.8533e-05,3.373e-05,1.7928e-05
9.7656,1.7705e-05,3.2534e-05,1.1871e-05
10.742,2.3319e-05,5.1324e-05,2.0768e-05
11.719,2.0166e-05,2.1269e-05,2.3538e-05
12.695,1.3814e-05,9.5352e-07,1.2738e-05
13.672,8.901e-06,8.9691e-06,6.9762e-06
14.648,2.2075e-05,6.9402e-06,1.1416e-05
15.625,4.9829e-06,4.5412e-05,1.9254e-05
16.602,4.2731e-06,2.6718e-05,9.1233e-06
17.578,1.1007e-05,1.2249e-05,6.4818e-06
18.555,7.2184e-06,1.3415e-05,7.438e-06
19.531,1.0373e-05,2.8932e-05,1.4654e-05
20.508,2.4867e-05,3.8026e-05,1.6205e-05
21.484,2.0061e-05,1.4851e-05,8.1132e-06
22.461,7.1873e-06,2.137e-05,2.3109e-05
23.438,2.6392e-05,4.5663e-05,8.3568e-06
24.414,2.5303e-05,1.8578e-05,1.6919e-05
25.391,2.3588e-05,1.9737e-05,9.4179e-06
26.367,2.2954e-05,1.1542e-05,2.1992e-06
27.344,2.0323e-05,3.378e-05,1.3704e-05
28.32,8.4872e-06,2.7945e-05,9.9087e-06
29.297,1.6603e-05,1.8951e-05,3.1685e-05
30.273,9.9698e-06,1.7081e-05,2.052e-05
31.25,1.4175e-05,5.5479e-05,1.0792e-05
32.227,2.5487e-05,7.9879e-06,7.0971e-06
33.203,1.3001e-05,2.6581e-05,1.2575e-05
34.18,1.5468e-05,2.1496e-05,7.5116e-06
35.156,2.6176e-05,3.3637e-05,9.1039e-06
36.133,5.6524e-06,1.9042e-05,7.0886e-06
37.109,1.1742e-05,8.3007e-06,3.6684e-06
38.086,2.9926e-05,1.3632e-05,1.0637e-05
39.063,1.3708e-05,3.3508e-05,1.7279e-05
40.039,1.5297e-05,3.1132e-05,1.4179e-05
41.016,1.2892e-05,8.8482e-06,1.8733e-05
41.992,2.2316e-05,2.1946e-05,5.6454e-06
42.969,2.0516e-05,2.8716e-05,2.3374e-06
43.945,5.1295e-06,9.6605e-06,9.9764e-06
44.922,4.8071e-06,1.1715e-05,1.6049e-05
45.898,1.0692e-05,2.3209e-05,9.7229e-06
46.875,2.2657e-05,2.7053e-05,1.8118e-05
47.852,1.1957e-05,1.9051e-05,9.5036e-06
48.828,2.2925e-05,1.0237e-05,6.3962e-06
49.805,1.3669e-05,1.604e-05,4.0634e-06
50.781,7.0823e-06,4.5366e-05,1.4155e-05
51.758,1.3891e-05,1.1145e-05,2.0357e-05
52.734,1.9528e-05,2.2093e-06,5.9969e-06
53.711,1.3451e-05,2.1246e-05,1.3177e-05
54.688,5.7853e-06,2.2394e-05,1.812e-05
55.664,1.6125e-05,2.2642e-05,5.024e-06
56.641,7.4629e-06,4.6323e-05,1.6839e-05
57.617,8.7953e-06,2.0092e-05,7.2083e-06
58.594,5.7943e-06,4.3596e-05,1.841e-05
59.57,1.2211e-05,4.3363e-06,1.8577e-05
60.547,4.6041e-06,2.5249e-05,1.0458e-05
61.523,8.3461e-06,3.8883e-05,1.6237e-05
62.5,0.00010614,0.00013777,4.9603e-05
63.477,1.4795e-05,1.2884e-06,3.3018e-05
64.453,1.1466e-05,2.247e-05,2.5461e-05
65.43,1.1515e-05,1.8052e-05,1.6713e-05
66.406,1.1155e-05,3.6221e-05,2.6409e-05
67.383,1.5984e-05,3.111e-05,8.4336e-06
68.359,2.6002e-05,1.6093e-05,1.2414e-05
69.336,5.3516e-06,1.4e-05,1.1548e-05
70.313,1.6213e-05,4.2124e-05,1.1159e-05
71.289,1.4787e-05,1.2429e-05,2.5504e-05
72.266,2.6702e-06,1.1155e-05,8.3976e-06
73.242,1.514e-05,3.2043e-05,8.433e-06
74.219,2.2232e-05,4.0393e-05,2.6305e-05
75.195,2.2928e-05,2.4955e-05,2.1014e-05
76.172,1.2708e-05,1.6586e-05,2.7321e-05
77.148,2.2002e-05,1.5989e-05,1.0496e-05
78.125,1.8196e-05,2.2726e-05,2.0663e-05
79.102,1.1136e-05,1.2972e-05,1.5164e-05
80.078,2.1392e-05,4.1213e-05,8.4045e-06
81.055,5.5258e-06,2.5506e-06,1.2827e-05
82.031,5.3502e-06,4.3325e-05,8.9917e-06
83.008,6.9548e-06,1.5404e-05,1.8748e-05
83.984,2.1101e-05,2.6707e-05,1.4104e-05
84.961,2.0816e-05,1.3212e-05,1.7959e-05
85.938,1.2625e-05,1.7445e-05,1.579e-05
86.914,7.1969e-06,7.8951e-06,1.5226e-05
87.891,8.1139e-06,1.4477e-05,6.8077e-06
88.867,1.6193e-05,2.2666e-05,2.0948e-05
89.844,1.7721e-05,3.6976e-05,1.3924e-05
90.82,1.9393e-05,2.1296e-05,1.7977e-05
91.797,8.8706e-06,7.8184e-06,1.7243e-05
92.773,2.7925e-05,1.1339e-05,1.3541e-05
93.75,1.4322e-05,4.764e-05,3.2876e-06
94.727,2.5827e-05,1.965e-05,1.2112e-05
95.703,2.2337e-05,4.4182e-06,4.6161e-06
96.68,5.8951e-06,1.0537e-05,1.4575e-05
97.656,6.7624e-06,3.4576e-05,1.6106e-05
98.633,1.4692e-05,1.6578e-05,4.373e-07
99.609,2.7047e-05,1.2261e-05,7.7977e-06
100.59,1.1207e-05,2.6924e-05,9.1869e-06
101.56,1.3302e-05,2.5922e-05,1.4322e-05
102.54,3.1367e-05,4.8401e-06,5.5546e-06
103.52,7.047e-06,1.3532e-05,4.771e-06
104.49,9.7808e-06,1.9423e-05,8.2504e-06
105.47,7.9135e-06,2.3566e-05,1.4198e-05
106.45,3.8467e-06,1.4557e-05,4.5881e-06
107.42,1.3155e-05,8.9737e-06,8.6349e-06
108.4,1.8295e-05,5.6459e-06,1.4726e-06
109.38,1.7132e-05,1.5065e-05,1.5434e-05
110.35,2.5774e-06,9.0847e-06,3.9031e-06
