freq,X_900us_loaded_loosepylon_3,Y_900us_loaded_loosepylon_3,Z_900us_loaded_loosepylon_3
0,6.9245e-16,1.3511e-16,1.5128e-15
0.97656,0.00034754,0.00428,0.0013354
1.9531,0.00036266,0.0007255,0.0019536
2.9297,0.00060368,0.0035053,0.0020062
3.9063,0.00044232,0.0018129,0.00040831
4.8828,0.00028858,0.0025125,0.00068692
5.8594,0.00060358,0.00025134,0.0014425
6.8359,0.00037827,0.0012218,0.00062533
7.8125,0.00018796,0.0020548,0.00046088
8.7891,0.00025069,0.00068755,0.00027519
9.7656,0.00018002,0.00070357,0.0015435
10.742,0.00034432,0.0011446,0.001743
11.719,0.00038022,0.00066782,0.0011154
12.695,0.00028061,0.00063424,0.00076793
13.672,0.00081915,0.00090762,0.0017016
14.648,0.00036283,0.00018838,0.00068551
15.625,6.9605e-05,0.00027523,0.00042052
16.602,0.00018232,0.0011253,0.00051211
17.578,3.6318e-05,0.0012894,0.00035507
18.555,0.00025195,0.00043208,0.00057055
19.531,0.00015456,0.00018537,0.0011657
20.508,0.00033369,0.00092774,0.0011605
21.484,0.00032936,0.00098235,0.00059484
22.461,0.00013693,0.00070507,0.00074818
23.438,0.00014511,0.00054107,0.00033042
24.414,0.00023113,0.0016515,0.0005354
25.391,0.00019363,0.00054986,0.00098898
26.367,0.00025849,0.001486,0.00075629
27.344,0.00027167,0.0017912,0.0014706
28.32,0.00022468,0.0012133,0.0010018
29.297,0.00035368,0.0045718,0.0024169
30.273,0.00047314,0.0012529,0.00056522
31.25,0.00056921,0.0058371,0.0021025
32.227,0.0012175,0.0083871,0.00018927
33.203,0.0059118,0.031163,0.011274
34.18,0.0027105,0.010077,0.003617
35.156,0.0018576,0.0054552,0.0014633
36.133,0.00060588,0.0047119,0.0018571
37.109,0.0010494,0.0021313,0.00081499
38.086,0.0015074,0.0021037,0.0011759
39.063,0.00053426,0.0022553,0.0010568
40.039,0.0010955,0.0017533,0.0013861
41.016,0.0012349,0.00042507,0.00083545
41.992,0.0013813,0.0015071,0.00040902
42.969,0.00050201,0.00073723,0.00054245
43.945,0.00072401,0.0012915,0.0003827
44.922,0.0012539,0.001213,0.00066333
45.898,0.0013176,0.0010109,0.00052883
46.875,0.0013003,0.00042011,0.0008318
47.852,0.00082297,0.00044369,0.00056312
48.828,0.00050915,0.0013799,0.00030577
49.805,0.0002197,0.00089839,0.00084897
50.781,6.8616e-05,0.0012013,0.00052962
51.758,9.8394e-05,0.00075272,0.0011618
52.734,0.00013182,0.0010926,0.00070239
53.711,0.00027817,0.00048891,0.00060066
54.688,0.00015929,0.00026556,0.00062237
55.664,0.00027994,0.0015056,0.0010501
56.641,0.00015912,0.00091068,0.0012116
57.617,0.00056107,0.00044415,0.00036904
58.594,0.00024719,0.0016143,0.00124
59.57,0.00084837,0.0021863,0.0010472
60.547,0.00070073,0.0027421,0.001438
61.523,0.00052703,0.0046033,0.0011871
62.5,0.0006891,0.0054899,0.00063587
63.477,0.00091141,0.0013015,0.0035919
64.453,0.00053475,0.0088887,0.001881
65.43,0.0019721,0.0050664,0.004201
66.406,0.011302,0.008241,0.014515
67.383,0.007173,0.010092,0.018103
68.359,0.0021317,0.0033335,0.0075869
69.336,0.00098377,0.0019627,0.0043614
70.313,0.00080648,0.0033243,0.0032192
71.289,0.0014261,0.0003289,0.0013482
72.266,0.0018976,0.0021956,0.0021081
73.242,0.0022059,0.0012775,0.0044901
74.219,0.0011705,0.0025356,0.0005474
75.195,0.00037903,0.00027164,0.0011205
76.172,0.0017961,0.0016706,0.0025618
77.148,0.00088764,0.00028828,0.003116
78.125,0.00031831,0.00097928,0.0016911
79.102,0.0011801,0.0012065,0.0024202
80.078,0.00061637,0.001073,0.0018037
81.055,0.00040524,0.00040109,0.00113
82.031,0.00053165,0.00038913,0.0010969
83.008,0.0005712,0.0015679,0.0012455
83.984,0.000304,0.0012204,0.00064318
84.961,0.00096352,0.00069065,0.0031785
85.938,0.0011625,0.00084075,0.0031404
86.914,0.0002711,0.001289,0.00048046
87.891,0.00055968,0.00072317,0.0024078
88.867,0.0010069,0.00072193,0.003526
89.844,0.00059804,0.00028335,0.0012149
90.82,0.00056143,0.0003021,0.002361
91.797,0.00055628,0.001287,0.0018752
92.773,0.0002524,0.00095609,0.0027923
93.75,0.00093434,0.0014255,0.004101
94.727,0.001168,0.0012878,0.0072498
95.703,0.00084591,0.00061758,0.0056305
96.68,0.00057632,0.0014642,0.00089047
97.656,0.00097401,0.001034,0.004431
98.633,0.0014104,0.001735,0.0034841
99.609,0.0017295,0.0024108,0.01062
100.59,0.0023097,0.0017154,0.010791
101.56,0.00064132,0.0017625,0.001631
102.54,0.00083782,0.0020772,0.0029537
103.52,0.00012307,0.00079816,0.0034743
104.49,0.00063448,0.0016086,0.0027484
105.47,0.00061356,0.00055997,0.0033362
106.45,0.00071069,0.0008799,0.0026207
107.42,0.00046627,0.00074909,0.0012374
108.4,0.00083355,0.00045816,0.0025781
109.38,0.00065263,0.00061804,0.0019122
110.35,0.00049417,0.00061392,0.0025832
111.33,0.00076188,0.00071893,0.0020949
112.3,0.00022788,0.001368,0.0012241
113.28,0.00019182,0.00035395,0.00096657
114.26,0.00032512,0.00057992,0.0011295
115.23,0.00048281,0.0005345,0.0018061
116.21,0.00077273,0.00035483,0.0034326
117.19,0.00048001,0.00040645,0.0020758
118.16,0.00093015,0.00028106,0.0038419
119.14,0.00049831,0.00068907,0.0020425
120.12,0.00083468,0.00070625,0.0030432
121.09,0.00077215,0.0015914,0.002838
122.07,0.0012025,0.00077046,0.0016173
123.05,0.001365,0.00046744,0.0027931
124.02,0.00043019,0.0012559,0.0027233
125,0.0012283,0.00035869,0.00032976
125.98,0.0012442,0.00041222,0.0016329
126.95,0.00086677,0.00051867,0.0040876
127.93,0.0014861,0.00069837,0.002253
128.91,0.00012787,0.0008724,0.0022767
129.88,0.0019224,0.00055283,0.0055023
130.86,0.0031607,0.0025333,0.0045142
131.84,0.0019797,0.0021798,0.0042742
132.81,0.0024795,0.0084485,0.019705
133.79,0.0047943,0.012248,0.022261
134.77,0.002952,0.0023346,0.016506
135.74,0.0018034,0.0066333,0.0084596
136.72,0.00082561,0.0013023,0.0050802
137.7,0.00045074,0.0021483,0.0030334
138.67,0.00031075,0.0015979,0.0034938
139.65,0.0013256,0.0012036,0.0057202
140.63,0.00055202,0.0016314,0.0020566
141.6,0.00044316,0.0027112,0.0010152
142.58,0.00057891,0.0025621,0.0016105
143.55,0.00022371,0.0016963,0.0026657
144.53,0.00069048,0.001812,0.0024323
145.51,0.00023489,0.00068418,0.0018517
146.48,0.00046624,0.0011972,0.002088
147.46,4.8638e-05,0.00079004,0.0011174
148.44,4.7486e-05,0.0006182,0.00052242
149.41,0.00031079,0.00049946,0.00091843
150.39,0.00017253,0.00092245,0.0011874
151.37,0.00025041,0.0017248,0.0020493
152.34,0.00016417,0.0001694,0.00046037
153.32,0.00018883,0.00091849,0.0011996
154.3,0.00045779,0.00047751,0.0012493
155.27,0.0001535,9.1683e-05,0.00044186
156.25,0.00031215,0.0004966,0.00063291
157.23,0.0002617,0.0010394,0.00058936
158.2,0.00025573,0.00098276,0.0013135
159.18,0.00026879,0.0017042,0.00093463
160.16,0.0002491,0.0017059,0.00086374
161.13,0.00062488,0.0017175,0.00099626
162.11,0.00037271,0.0020316,0.00066256
163.09,0.00069143,0.0022054,0.0016385
164.06,0.00059857,0.0012878,0.001788
165.04,0.00097451,0.0012738,0.0014236
166.02,0.0010003,0.0036363,0.0018443
166.99,0.0010662,0.0032953,0.0073456
167.97,0.00056601,0.0062771,0.0037157
168.95,0.00081756,0.0055267,0.0025866
169.92,0.00058611,0.00461,0.0013224
170.9,0.00071965,0.005188,0.0033049
171.88,0.0005255,0.0037638,0.0015435
172.85,0.00028577,0.0074714,0.0030068
173.83,0.00057909,0.0053203,0.0024319
174.8,0.00093322,0.0047021,0.0017609
175.78,0.00050267,0.0023895,0.0019863
