freq,X_1600us_loaded_loosemotor_4,Y_1600us_loaded_loosemotor_4,Z_1600us_loaded_loosemotor_4
0,2.0828e-16,2.6901e-16,3.1974e-17
0.97656,0.0061436,0.011369,0.007159
1.9531,0.0081268,0.032248,0.024917
2.9297,0.013205,0.017627,0.019887
3.9063,0.0070795,0.020576,0.013973
4.8828,0.007882,0.020978,0.011122
5.8594,0.0048971,0.0086173,0.030695
6.8359,0.01049,0.0049705,0.021791
7.8125,0.0033213,0.019982,0.018222
8.7891,0.0066318,0.0089741,0.013885
9.7656,0.0073063,0.012195,0.01549
10.742,0.010188,0.009836,0.014742
11.719,0.0025673,0.011465,0.024943
12.695,0.0065866,0.0021262,0.011034
13.672,0.0068447,0.012267,0.015739
14.648,0.0067518,0.0028988,0.0050449
15.625,0.0058269,0.0052593,0.018013
16.602,0.0049486,0.0034246,0.018814
17.578,0.0060604,0.0052567,0.017524
18.555,0.006003,0.00052373,0.014746
19.531,0.00050574,0.011822,0.011133
20.508,0.006454,0.0092589,0.0073133
21.484,0.0023176,0.0066329,0.014213
22.461,0.0063144,0.012302,0.0056443
23.438,0.0031496,0.0025428,0.0089351
24.414,7.5047e-05,0.0051933,0.004818
25.391,0.0038149,0.0095099,0.0088127
26.367,0.0040436,0.010206,0.0014112
27.344,0.0043427,0.0086081,0.0097351
28.32,0.0071261,0.0019724,0.0052938
29.297,0.0039658,0.0030223,0.019937
30.273,0.0042794,0.0092065,0.0053955
31.25,0.0038367,0.0074208,0.0070864
32.227,0.0032803,0.014277,0.012587
33.203,0.0047522,0.018304,0.012182
34.18,0.0087768,0.009884,0.0075545
35.156,0.005848,0.01536,0.0064527
36.133,0.002985,0.010673,0.011783
37.109,0.0074064,0.0064045,0.012159
38.086,0.0074879,0.017202,0.0077498
39.063,0.006142,0.012412,0.0050795
40.039,0.0088296,0.041182,0.01203
41.016,0.004029,0.030065,0.0036275
41.992,0.0015022,0.0053283,0.003955
42.969,0.003622,0.008818,0.0047401
43.945,0.0052795,0.0010628,0.0081507
44.922,0.0053811,0.013468,0.0086576
45.898,0.0027863,0.010167,0.0083669
46.875,0.0095525,0.0043827,0.0081827
47.852,0.0012835,0.0039039,0.0098823
48.828,0.002814,0.0080927,0.008167
49.805,0.0055836,0.0046836,0.007689
50.781,0.0044053,0.0092439,0.0028372
51.758,0.0041706,0.0018758,0.0093651
52.734,0.0046379,0.0083416,0.0064464
53.711,0.0052016,0.0077147,0.0035001
54.688,0.0046376,0.002954,0.011061
55.664,0.0027348,0.0051978,0.0067514
56.641,0.0027228,0.0067602,0.0045742
57.617,0.0037021,0.0047395,0.0039669
58.594,0.0026993,0.0004416,0.0058021
59.57,0.0083684,0.010667,0.0026134
60.547,0.011641,0.0024517,0.0072938
61.523,0.0088168,0.0087753,0.0076781
62.5,0.010919,0.015409,0.012827
