freq,X_900us_loaded_loosemotor_2,Y_900us_loaded_loosemotor_2,Z_900us_loaded_loosemotor_2
0,8.1712e-17,3.2463e-16,1.9527e-15
0.97656,0.00050638,0.00051159,0.0050429
1.9531,0.00012829,0.0008445,0.0033804
2.9297,0.00038388,0.0031064,0.0043839
3.9063,0.00044033,0.0032244,0.00095905
4.8828,0.0018472,0.0012472,0.0029673
5.8594,0.0027371,0.002334,0.0040873
6.8359,0.0017995,0.0028968,0.0049362
7.8125,0.00094396,0.00094728,0.0051093
8.7891,0.00089229,0.0010951,0.004992
9.7656,0.00062002,0.00078887,0.0027299
10.742,0.0016784,0.001631,0.0051322
11.719,0.00029079,9.8697e-05,0.00077999
12.695,0.00029362,0.0016435,0.0014492
13.672,8.514e-05,0.0013002,0.0019586
14.648,0.00022184,0.0012112,0.0019295
15.625,0.00019349,0.0017286,0.00067084
16.602,0.00012705,0.00084715,0.0017466
17.578,5.968e-05,0.002643,0.0010959
18.555,0.00017648,0.001621,0.0012034
19.531,0.00031601,0.00087169,0.00066419
20.508,0.00041572,0.0010605,0.00086077
21.484,0.00019001,0.0018688,0.0010705
22.461,0.00029202,0.00093306,0.0010188
23.438,0.0002743,0.0017818,0.0028704
24.414,0.00014225,0.0012693,0.0012025
25.391,0.00055236,0.00087246,0.0040316
26.367,0.00077715,0.002473,0.0039499
27.344,0.0014083,0.0014611,0.0020799
28.32,0.00033215,0.00144,0.0016913
29.297,0.00078464,0.00053025,0.00371
30.273,0.00076827,0.0012486,0.0037046
31.25,0.00064992,0.0011307,0.0063651
32.227,0.0014668,0.0045134,0.0098618
33.203,0.007504,0.02396,0.058099
34.18,0.0026221,0.0061118,0.015813
35.156,0.00098522,0.002578,0.00872
36.133,0.00075526,0.0027073,0.0054892
37.109,0.00025022,0.0027901,0.0057666
38.086,0.00026636,0.0020888,0.0042621
39.063,6.4445e-05,0.0019232,0.0040859
40.039,0.00095311,9.3574e-05,0.0027429
41.016,0.00012675,0.002354,0.0041793
41.992,0.00036491,0.0011448,0.0030714
42.969,0.00040152,0.0013721,0.0014828
