freq,X_800us_broken_prop_4,Y_800us_broken_prop_4,Z_800us_broken_prop_4
0,9.9687e-16,9.1493e-16,6.5503e-17
0.97656,0.00037292,0.0010833,0.0011051
1.9531,0.00020369,0.00081038,0.0002157
2.9297,0.0002396,0.0027951,0.00048096
3.9063,8.4948e-05,0.0042118,0.00072645
4.8828,0.00044722,0.0048553,0.000404
5.8594,0.00047157,0.0062316,7.8702e-05
6.8359,0.00015773,0.0063712,0.00082362
7.8125,0.00026039,0.0079757,0.00066902
8.7891,0.0006991,0.0086002,0.0017087
9.7656,0.00065995,0.011565,0.00069289
10.742,0.0007883,0.013279,0.0014344
11.719,0.00094006,0.014895,0.0023447
12.695,0.0011606,0.018035,0.0032486
13.672,0.0014306,0.020627,0.0040644
14.648,0.0017764,0.025725,0.0060507
15.625,0.0022427,0.030496,0.0081074
16.602,0.002877,0.041823,0.011016
17.578,0.0033609,0.058598,0.017183
18.555,0.0068086,0.1016,0.029712
19.531,0.0231,0.33045,0.10167
20.508,0.01801,0.2584,0.083079
21.484,0.0080431,0.099112,0.029994
22.461,0.0034806,0.049136,0.018736
23.438,0.0030183,0.036734,0.013233
24.414,0.002123,0.030361,0.012001
25.391,0.0024418,0.023965,0.010003
26.367,0.001829,0.023426,0.0074966
27.344,0.0016402,0.019112,0.006304
28.32,0.0015267,0.015971,0.0053328
29.297,0.0013732,0.011998,0.0049755
30.273,0.0006285,0.011628,0.0046554
31.25,0.0015728,0.0093018,0.0036221
32.227,0.00074622,0.0089342,0.0033069
33.203,0.00089605,0.0076099,0.0025272
34.18,0.00076203,0.0061712,0.0026655
35.156,0.00071254,0.0043499,0.0020784
36.133,0.00092989,0.0044853,0.0016978
37.109,0.00084443,0.0041168,0.00076726
38.086,0.00047049,0.0041193,0.0013712
39.063,0.00055536,0.0028723,0.00056527
40.039,0.0034278,0.0083131,0.0029266
41.016,0.000913,0.0019334,0.00051016
41.992,0.00055709,0.00098107,0.0010122
42.969,0.00079317,0.0012051,0.00064113
43.945,0.00065594,0.0005631,0.0012889
44.922,0.00068272,0.0011825,0.001055
45.898,0.00022209,0.00077919,0.00031196
46.875,0.00045459,0.0014211,0.00097594
47.852,0.00046268,0.0027676,0.0010915
48.828,0.00037893,0.0016491,0.0011215
49.805,8.2844e-05,0.0021912,0.0013498
50.781,0.00022313,0.0022582,0.001424
51.758,0.0006442,0.0023027,0.00071054
52.734,0.00063648,0.0034022,0.0016443
53.711,0.00037083,0.0036535,0.0022368
54.688,0.00061358,0.0034376,0.0021964
55.664,0.00067359,0.0058289,0.0020091
56.641,0.00084981,0.0047031,0.00292
57.617,0.0010087,0.002219,0.0037571
58.594,0.0016945,0.0072109,0.0051883
59.57,0.0079902,0.019609,0.020145
60.547,0.0042327,0.0062079,0.007978
61.523,0.0028068,0.012684,0.0074003
62.5,0.0011262,0.0031155,0.0026186
63.477,0.00066808,0.002564,0.0010467
64.453,0.0010102,0.0013111,0.0022887
65.43,0.00042278,0.0022364,0.0027766
66.406,0.00023202,0.004403,0.00055657
67.383,0.00091218,0.0028829,0.0013996
68.359,0.00030226,0.0026262,0.00051868
69.336,0.00051883,0.0023005,0.0027063
70.313,0.00049369,0.00092324,0.0014404
71.289,0.00040577,0.00018718,0.0023073
72.266,0.00045211,0.0019962,0.0012073
73.242,0.00092727,0.001891,0.0018254
74.219,0.00029293,0.001761,0.00099527
75.195,0.00029747,0.00094167,0.0022061
76.172,0.0005407,0.0019753,0.00098493
77.148,0.00028499,0.0016145,0.0016978
78.125,0.00041734,0.0018145,0.0013067
79.102,0.00043189,0.00050425,0.0051449
80.078,0.00172,0.0021511,0.0082699
81.055,0.00072326,0.00061186,0.0017493
82.031,0.0005856,0.0016434,0.0019435
83.008,0.00061861,0.00019892,0.00087529
83.984,0.0011282,0.0014115,0.0082251
84.961,0.00073273,0.00087228,0.0028384
85.938,0.00048821,0.00039613,0.0040238
86.914,0.00053805,0.00083811,0.0024935
87.891,0.00082423,0.0011086,0.0048899
88.867,0.00039621,0.00017898,0.0022678
89.844,0.00034899,0.0013702,0.0039712
90.82,0.00037705,0.00086776,0.00023147
91.797,0.00023351,0.00076877,0.0011057
92.773,0.00044415,0.0011591,0.002533
93.75,0.0003215,0.0012612,0.0044122
94.727,0.00043737,0.00055637,0.0011154
95.703,0.00038485,0.00090117,0.0014549
96.68,0.00047101,0.0010058,0.0011014
97.656,0.00082162,0.0022507,0.00060213
98.633,0.00097217,0.0016992,0.0019134
99.609,0.0042481,0.0042196,0.0025169
100.59,0.0009114,0.00174,0.00029773
101.56,0.0012014,0.0059105,0.0047079
102.54,0.00018169,0.0026239,0.0019133
103.52,0.0011935,0.0017644,0.0025804
104.49,0.0012041,0.0027041,0.0017427
105.47,0.0014413,0.0035625,0.00099876
106.45,0.00095843,0.0021414,0.0015874
107.42,0.00079877,0.0035821,0.0024633
108.4,3.4076e-05,0.00061301,0.0013076
109.38,0.00058898,0.00080066,0.0013056
110.35,0.00049225,0.0010315,0.0012339
111.33,1.7017e-05,0.0015195,0.0029482
112.3,0.00064652,0.0017738,0.0011342
113.28,0.00017988,0.001152,0.0024282
114.26,0.00013318,0.0023997,0.0012417
115.23,0.00092354,0.0014002,0.0038468
116.21,0.00024253,0.00073369,0.0010896
117.19,0.00021491,0.0012423,0.00095165
118.16,0.00080697,0.0015065,0.0013354
119.14,0.00019462,7.2348e-05,0.0013624
120.12,0.0012715,0.0027666,0.0023983
121.09,0.00019716,0.0009867,0.00036352
122.07,0.00025183,0.00075563,0.0016545
123.05,0.00031026,0.0004779,0.0010501
124.02,0.00038943,0.0011549,0.0020689
125,0.00070571,0.0016146,0.003393
125.98,0.00029051,0.00080173,0.0022331
126.95,0.0002609,0.00096772,0.00078004
127.93,0.00043742,0.0014572,0.0026905
128.91,0.00048504,0.00038096,0.0012719
129.88,0.00019284,0.00025505,0.0014776
130.86,0.00020909,0.0008054,0.0021202
131.84,0.00020144,0.00097579,0.0013449
132.81,0.00029623,0.00097357,0.0018786
133.79,0.00070843,0.0018532,0.0033477
134.77,0.00022079,0.0015868,0.0011077
135.74,0.00078847,0.0008901,0.0013831
136.72,0.00020944,0.00062098,0.0014753
137.7,0.00050633,0.0010519,0.0015954
138.67,0.00040962,0.0012789,0.0018659
139.65,0.0019635,0.0015478,0.0018454
140.63,0.00061178,0.0015507,0.00081708
141.6,0.001346,0.0018727,0.0028568
142.58,0.00066292,0.0020365,0.00096213
143.55,0.00079824,0.0019642,0.001651
144.53,0.00070256,0.002223,0.00070513
145.51,0.0010214,0.0024616,0.0019599
146.48,0.00068468,0.0013711,0.0010264
147.46,0.0004497,0.00067629,0.0027876
148.44,4.8597e-05,0.00066063,0.0018944
149.41,0.00049542,0.0011816,0.0006312
150.39,0.00056551,0.0015066,0.0017006
151.37,0.00017598,0.0015137,0.0011833
152.34,0.00045021,0.00030083,0.0015325
153.32,0.00024171,0.00073559,0.0011067
154.3,0.00010545,0.0010102,0.0023312
155.27,0.00061273,0.0025079,0.0027399
156.25,0.00087339,0.0010851,0.0019811
157.23,0.00065552,0.00118,0.0026743
158.2,0.0010706,0.00097244,0.0002484
159.18,0.000863,0.0011237,0.0028627
160.16,0.00099985,0.0015629,0.0027543
161.13,0.00036819,0.00078538,0.0026086
162.11,0.00091221,0.0016174,0.00087802
163.09,0.00065612,0.00089569,0.0026976
164.06,0.00033524,0.00064809,0.0011984
165.04,0.00097595,0.0015371,0.0023169
166.02,0.00032121,0.00082907,0.0015998
166.99,0.00031281,0.0006058,0.0013713
167.97,0.00053036,0.00093307,0.0019892
168.95,0.00068534,0.00085764,0.00013385
169.92,0.00084733,0.0013824,0.0010662
170.9,0.00060056,0.0011937,0.001123
171.88,0.00057971,0.00058087,0.0017739
172.85,0.00013533,0.00040928,0.00062591
173.83,0.00079415,0.0016321,0.0008747
174.8,0.00042913,0.00039969,0.0010505
175.78,0.00014244,0.00090527,8.1954e-05
176.76,0.00045651,0.00063468,0.00090018
177.73,0.00048608,0.00094844,0.00064295
178.71,0.00068797,0.00083435,0.0009046
179.69,0.0007598,0.0018959,0.0015655
180.66,0.00033847,0.0015144,0.00071419
181.64,0.00079091,0.0028314,0.0014389
182.62,0.0002216,0.00090803,0.0011018
183.59,0.00071023,0.0017981,0.00084987
184.57,0.00047603,0.00166,0.001879
185.55,0.00062987,0.0009391,0.0012499
186.52,0.00051025,0.00077531,0.0014813
187.5,0.00049848,0.0010945,0.0014778
188.48,0.00019056,0.00012985,0.0010943
189.45,0.00015835,0.0010304,7.1091e-05
190.43,0.00020737,0.00064327,0.00096708
191.41,5.1373e-05,0.0015277,0.00077396
192.38,0.00019947,0.00043952,0.00016559
193.36,0.00030995,0.0017329,0.0018651
194.34,0.00013295,0.00083628,0.0012539
195.31,0.00015259,0.0015697,0.00097291
196.29,0.00017191,0.00066307,0.0010958
197.27,0.00035492,0.0011729,0.00018763
198.24,0.00053555,0.0016784,0.00027569
199.22,0.0002402,0.0021329,0.0020252
200.2,0.00061732,0.00089071,0.0019665
201.17,0.00030514,0.00045882,0.0014404
202.15,0.00033512,0.0013429,0.00089352
203.13,0.00023031,0.00089034,0.0007528
204.1,0.00031442,0.00083699,0.00093548
205.08,0.00011052,0.00083914,0.0010111
206.05,0.00030699,0.00077458,0.0021916
207.03,0.00019595,0.00070967,0.00067071
208.01,0.00023656,0.00049147,0.00078782
208.98,0.00014086,0.00010109,0.00063922
209.96,0.00048754,0.00083138,0.0010678
210.94,0.00022313,0.00034626,0.0003735
211.91,0.00029138,0.00044384,0.0010415
212.89,0.00028933,0.0010876,0.00044524
213.87,0.00063725,0.001578,0.00095335
214.84,0.00026462,0.00084541,0.0005142
215.82,0.00038878,0.0010564,0.00044775
216.8,0.00093972,0.0013475,0.00054842
217.77,0.0011499,0.0016859,0.0012943
218.75,0.00030168,0.0019304,0.00095478
219.73,0.00055979,0.0049059,0.0024877
220.7,0.00067205,0.00096078,0.0002737
221.68,0.0011647,0.0022911,0.0023925
222.66,0.00039626,0.00039028,0.00047657
223.63,0.00067194,0.00064479,0.00028328
224.61,0.00063411,0.00041492,0.00064773
225.59,0.00051128,0.002112,0.00113
226.56,0.00035823,0.00071308,0.0006074
227.54,0.0001324,0.0014815,0.00089021
228.52,0.00016213,0.0018531,0.00044748
229.49,0.00038803,0.0012956,0.0010432
230.47,0.00039805,0.0017494,0.00058199
231.45,4.4538e-05,0.00037415,0.00062089
232.42,1.9657e-05,0.00067522,0.0011731
233.4,0.00025384,0.0026973,0.00074094
234.38,0.00027453,0.0010365,0.00022155
235.35,0.0003377,0.0011741,0.00021429
236.33,0.00016545,0.00086182,0.0008425
237.3,0.00051667,0.0004137,0.00084206
238.28,0.00020811,0.0015121,0.0015189
239.26,0.0012971,0.0064364,0.0021242
240.23,0.00082232,0.0043973,0.00073867
241.21,0.0003928,0.0018857,0.0013237
242.19,0.00012963,0.0014105,0.00015438
243.16,4.4545e-05,0.0013265,0.00046877
244.14,0.00027888,0.0017274,0.00057692
245.12,4.1844e-05,0.0019071,0.0004948
246.09,0.0002201,0.0014532,0.00085028
247.07,0.00015937,0.00078693,0.00070549
248.05,0.00024822,0.00081689,0.00049298
249.02,0.00015363,0.00069942,9.0496e-05
250,0.00049632,4.7362e-05,0.00056936
250.98,0.00018976,0.0006924,0.00024396
251.95,0.00019681,0.0017983,0.00033908
252.93,0.00033783,0.0018511,4.295e-05
253.91,0.00044494,0.00078582,0.0012838
254.88,0.00029597,0.0025623,0.00029089
255.86,0.00020381,0.0012992,0.00098914
256.84,0.00046724,0.00056789,7.3048e-06
257.81,0.00045606,0.001701,0.00077489
258.79,0.00031673,0.0031249,0.00089771
259.77,0.00037867,0.0050139,0.0013697
260.74,0.0011208,0.0038765,0.00079395
261.72,0.0014437,0.0060859,0.0027066
262.7,7.5953e-05,0.00099662,0.001813
263.67,0.00074872,0.00259,0.0023043
264.65,0.00047551,0.0025619,0.00013433
265.63,0.00012026,0.0032272,0.00036658
266.6,0.00046663,0.0006464,0.00029668
267.58,0.0001363,0.002803,0.0019181
268.55,3.9005e-05,0.0011644,0.0015521
269.53,0.00035767,0.0012634,0.00043985
270.51,0.00029007,0.0013201,0.00097354
271.48,0.00050624,0.0017663,0.00036019
272.46,0.00019564,0.00076889,0.00040674
273.44,0.00056777,0.0033692,0.0013283
274.41,0.00041867,0.0009362,0.00029987
275.39,0.00019519,0.0012337,0.00023327
276.37,0.00038993,0.0014166,0.00034764
277.34,0.00045673,0.0032123,0.00054957
278.32,0.00056256,0.0042062,0.0019874
279.3,0.001642,0.02119,0.0079572
280.27,0.001211,0.0053726,0.0020865
281.25,0.0008474,0.0060209,0.0030053
282.23,0.00014735,0.0011869,0.00031939
283.2,0.00051077,0.0020551,0.0015819
284.18,0.00028563,0.0014439,0.00082443
285.16,0.00040618,0.0018618,0.00036308
286.13,0.00046691,0.0029278,0.00078433
287.11,0.00062226,0.0014085,0.0013394
288.09,0.00057639,0.0022194,0.0011034
289.06,0.00044218,0.001597,0.00081842
290.04,0.00097987,0.0021209,0.001108
291.02,0.00054909,0.0029358,0.00094375
291.99,0.00022548,0.0019941,0.00095644
292.97,0.00040825,0.0017007,0.0012822
293.95,0.00075557,0.0010521,0.0012738
294.92,8.6862e-05,0.0021964,0.0011905
295.9,0.00031684,0.0022718,0.0015268
296.88,0.00044811,0.00096742,0.0014652
297.85,0.00067057,0.0020427,0.00037357
298.83,0.0016702,0.0038689,0.0036112
299.8,0.0011434,0.0036164,0.0043793
300.78,0.0013624,0.0042122,0.0012561
301.76,0.0021762,0.0068605,0.0026769
302.73,0.00073412,0.002508,0.00036999
303.71,0.00038399,0.003775,0.0014566
304.69,0.00030933,0.001712,0.00042185
305.66,0.00082894,0.001216,0.0010811
306.64,0.00051643,9.6049e-05,0.0011276
307.62,0.00024549,0.002964,0.0025074
308.59,7.7226e-05,0.0014215,0.00083567
309.57,0.00042548,0.00061541,0.00041998
310.55,0.00059671,0.0012208,0.00030899
311.52,0.00020027,0.00076001,0.0010775
312.5,0.00030576,0.0013343,0.00044584
313.48,0.00045671,0.0007967,7.6962e-05
314.45,0.00055569,0.00060466,0.00096754
315.43,7.6591e-05,0.00099429,0.0015896
316.41,0.00029703,0.0010045,0.0015549
317.38,0.00069763,0.0002977,0.00032961
318.36,0.00052519,0.00061163,0.0010603
319.34,0.0022142,0.0084207,0.0036301
320.31,0.00066143,0.0028452,0.0016713
321.29,0.0011338,0.0020868,0.0012834
322.27,0.0010198,0.0015783,0.00026749
323.24,0.00080304,0.0012242,0.0016528
324.22,0.00050409,0.002197,0.00099847
325.2,0.00054943,0.001255,0.00039651
326.17,0.00062289,0.00084447,0.00091003
327.15,0.00072616,0.002943,0.0012927
328.13,0.0001352,0.0010221,0.00091431
329.1,0.00043527,0.00031997,0.0012083
330.08,0.00026776,0.001492,0.0014175
331.05,0.00082984,0.0013491,0.0011094
332.03,0.00017588,0.0016063,0.00055303
333.01,0.0011913,0.0024047,0.00076335
333.98,0.00012823,0.0014751,0.00046977
334.96,0.00016583,0.00099974,0.00034499
335.94,8.9887e-05,0.0015895,0.00044726
336.91,0.00052493,0.0015084,0.00076765
337.89,0.00076718,0.0013911,0.0009761
338.87,0.00096017,0.0033005,0.0007554
339.84,0.0014943,0.0033083,0.00063278
340.82,0.00044675,0.0015592,0.00081151
341.8,0.00045134,0.002057,0.00050541
342.77,0.0013095,0.001031,0.00065032
343.75,0.0002591,0.0011894,0.00037236
344.73,0.00074046,0.00019529,0.00027233
345.7,0.00069866,0.0010171,0.00050751
346.68,0.000381,0.0006004,0.00088736
347.66,0.00054178,0.0010617,0.0008905
348.63,0.00027212,0.0014399,0.00055878
349.61,0.00026733,0.0012223,0.00070293
350.59,0.00040225,0.00058147,0.0005792
