freq,X_900us_loaded_loosemotor_3,Y_900us_loaded_loosemotor_3,Z_900us_loaded_loosemotor_3
0,1.0036e-16,2.7467e-16,7.8115e-16
0.97656,0.0016728,0.0020843,0.0060298
1.9531,0.0024123,0.0015342,0.0011693
2.9297,0.00026514,0.0016458,0.003792
3.9063,0.00061908,0.0011544,0.00041111
4.8828,0.00033363,0.0010463,0.0015023
5.8594,0.00041606,0.0027983,0.0029651
6.8359,0.00048729,0.00080855,0.0033045
7.8125,0.00047256,0.002229,0.0015097
8.7891,0.00020566,0.0013611,0.0041079
9.7656,0.00040342,0.0022537,0.00065511
10.742,0.00063158,0.0023767,0.0012499
11.719,0.0005897,0.0018271,0.0011688
12.695,0.00024178,0.0008341,0.0030425
13.672,0.00014814,0.00044116,0.002362
14.648,0.00018589,0.00061937,0.0010709
15.625,0.00016403,0.0016145,0.0017974
16.602,5.9232e-05,0.00082414,0.0033746
17.578,0.0001806,0.0010583,0.0011825
18.555,0.00012021,0.00079507,0.0011603
19.531,0.00011318,0.0011084,0.0019738
20.508,0.00020846,0.00051374,0.00033007
21.484,0.00022828,0.00018885,0.0013166
22.461,6.9241e-05,0.00051436,0.0015433
23.438,0.00031243,0.0013659,0.00055707
24.414,0.00014373,0.0016351,0.0015324
25.391,0.00032955,0.0011656,0.0023406
26.367,0.00018592,0.0025922,0.004141
27.344,0.00020665,0.00096918,0.0020115
28.32,0.00012502,0.00097308,0.0013824
29.297,0.00034476,0.0026885,0.0026008
30.273,0.00044257,0.0025555,0.0053223
31.25,0.0013527,0.0040195,0.0070999
32.227,0.0015934,0.0032615,0.0092236
33.203,0.0072942,0.017557,0.065741
34.18,0.0020551,0.0087395,0.021561
35.156,0.0027768,0.0026128,0.0090593
36.133,0.0011473,0.00075577,0.0077281
37.109,0.0011917,0.0022271,0.0040849
38.086,0.00077367,0.00060937,0.0028312
39.063,0.0010132,0.001799,0.0022774
40.039,0.00020938,0.0028603,0.007986
41.016,0.00066056,0.00098991,0.0025847
41.992,0.00095287,0.0014879,0.0020677
42.969,0.00087209,0.0014157,0.0012562
43.945,0.00032426,0.0014741,0.0028627
44.922,0.00055397,0.0010967,0.0020152
45.898,0.00026631,0.0002568,0.0019397
46.875,0.00075079,0.001187,0.0027254
47.852,0.00095734,0.00095401,0.00099244
48.828,0.00081626,0.0010232,0.001568
49.805,9.5003e-05,0.00051307,0.0026416
50.781,8.5717e-05,0.00058089,0.0017467
51.758,0.00025962,0.0010595,0.00063985
52.734,0.00053806,0.00034203,0.0014222
53.711,0.00047851,0.00024439,0.0013589
54.688,0.00027434,0.00035628,0.0020591
55.664,0.00033484,0.0012806,0.0018974
