freq,X_1700us_unloaded_0,Y_1700us_unloaded_0,Z_1700us_unloaded_0
0,1.887e-15,3.8654e-15,4.1378e-14
0.97656,0.00010441,0.000114,7.6833e-06
1.9531,6.6968e-05,7.9635e-05,1.1824e-06
2.9297,5.5316e-05,8.1045e-05,1.389e-06
3.9063,5.4749e-05,6.3629e-05,1.7255e-05
4.8828,2.0127e-05,4.1558e-05,4.0553e-06
5.8594,1.2034e-05,3.0045e-05,3.485e-06
6.8359,1.6543e-05,3.293e-05,6.5924e-06
7.8125,2.0233e-05,2.7624e-05,1.5186e-05
8.7891,7.7275e-06,2.9861e-05,6.4429e-06
9.7656,1.0414e-05,2.9389e-05,3.6294e-06
10.742,6.6426e-06,2.4705e-06,5.7875e-06
11.719,6.8509e-06,2.4238e-05,1.6989e-05
12.695,3.5665e-05,2.2188e-05,2.5764e-06
13.672,1.4185e-05,1.0609e-05,1.2197e-06
14.648,3.2881e-05,2.8068e-05,5.0659e-06
15.625,2.7773e-05,3.207e-05,1.1543e-05
16.602,7.567e-06,2.441e-05,7.7347e-06
17.578,3.6281e-05,2.5706e-05,1.7427e-06
18.555,1.3701e-05,1.2171e-05,3.0994e-06
19.531,2.1781e-06,3.2135e-05,1.3785e-05
20.508,2.5914e-05,6.1016e-06,6.8724e-06
21.484,3.9115e-06,1.8863e-05,2.5842e-06
22.461,3.9117e-06,1.1255e-05,4.7485e-06
23.438,2.8614e-06,2.1441e-05,1.219e-05
24.414,1.8961e-05,1.1112e-05,3.4253e-06
25.391,8.8276e-06,1.2554e-05,6.4542e-06
26.367,3.1085e-05,2.4966e-05,6.3933e-06
27.344,1.3209e-05,1.5009e-05,1.4171e-05
28.32,1.766e-05,7.4558e-06,5.1197e-06
29.297,1.4427e-05,8.9386e-06,2.0326e-06
30.273,1.8184e-05,2.0432e-05,3.9018e-06
31.25,7.5392e-06,3.5584e-05,8.9536e-06
32.227,1.9918e-05,2.8997e-05,4.3751e-06
33.203,1.4951e-05,2.335e-05,4.9847e-06
34.18,1.055e-05,1.2619e-05,2.2211e-06
35.156,4.0476e-05,3.1242e-05,1.2516e-05
36.133,1.3044e-05,1.3144e-05,7.4978e-06
37.109,3.0744e-05,1.6907e-05,1.8409e-06
38.086,1.4998e-05,4.5777e-06,4.9641e-06
39.063,2.7835e-05,4.3369e-05,1.0674e-05
40.039,1.8037e-05,1.8231e-05,4.0953e-07
41.016,1.8998e-06,3.5101e-05,7.1217e-06
41.992,9.7997e-06,1.7081e-05,4.5197e-06
42.969,1.4214e-05,4.7499e-05,1.4953e-05
43.945,2.0591e-05,2.2561e-06,5.0894e-06
44.922,4.6288e-06,2.0772e-05,5.2893e-06
45.898,2.4812e-05,1.9755e-05,3.3245e-06
46.875,1.4969e-05,3.7794e-05,9.5899e-06
47.852,1.2688e-05,9.0879e-06,3.2642e-06
48.828,1.768e-05,9.2566e-06,5.5248e-06
49.805,1.1375e-05,2.2593e-05,1.7105e-06
50.781,5.1656e-06,4.0739e-05,1.414e-05
51.758,2.174e-06,1.8048e-05,3.853e-06
52.734,1.5176e-05,1.5681e-05,6.2579e-06
53.711,2.2103e-05,2.406e-05,5.5584e-06
54.688,1.9632e-05,4.9793e-05,1.1369e-05
55.664,1.0481e-05,2.1666e-05,2.3748e-06
56.641,2.1374e-05,1.9675e-05,4.2244e-06
57.617,7.374e-06,2.6922e-05,6.1663e-06
58.594,2.6169e-05,2.6361e-05,1.6587e-05
59.57,2.3947e-05,3.471e-06,2.7607e-06
60.547,4.0972e-05,1.0935e-05,6.1111e-06
61.523,1.7508e-05,8.4598e-06,1.9257e-06
62.5,0.00016217,0.00016448,1.0802e-05
63.477,2.6562e-05,1.0894e-05,5.3065e-06
64.453,1.9494e-05,1.064e-05,2.934e-06
65.43,2.411e-05,8.3346e-06,3.987e-06
66.406,1.1215e-05,2.9574e-05,1.3451e-05
67.383,1.5155e-05,2.0582e-05,1.7541e-06
68.359,1.1386e-05,2.5067e-05,7.7108e-06
69.336,9.9031e-06,1.6952e-05,3.7454e-06
70.313,5.5937e-06,4.8991e-05,9.9433e-06
71.289,1.5795e-05,3.0981e-05,1.9467e-06
