freq,X_1700us_loaded_5,Y_1700us_loaded_5,Z_1700us_loaded_5
0,7.5961e-16,3.6171e-16,2.1501e-15
0.97656,0.005504,0.01732,0.0088536
1.9531,0.0022473,0.0069335,0.0085648
2.9297,0.003585,0.0070329,0.0080646
3.9063,0.0030537,0.0054182,0.0084064
4.8828,0.0024236,0.0058472,0.0069213
5.8594,0.0018177,0.0068002,0.0071922
6.8359,0.00050815,0.0028003,0.0012596
7.8125,0.0033605,0.0022214,0.0087463
8.7891,0.0031639,0.0040946,0.0054978
9.7656,0.0010429,0.0067544,0.0046289
10.742,0.0032756,0.0064801,0.0070619
11.719,0.0041703,0.0068205,0.013785
12.695,0.0026565,0.0044102,0.01773
13.672,0.0072315,0.0074548,0.014613
14.648,0.006094,0.021132,0.013787
15.625,0.0049135,0.02401,0.017846
16.602,0.013001,0.048071,0.034654
17.578,0.004958,0.018195,0.015546
18.555,0.0055442,0.027934,0.018207
19.531,0.0064009,0.024589,0.015024
20.508,0.0034586,0.01832,0.010949
21.484,0.0049486,0.015678,0.0070184
22.461,0.0019828,0.0084713,0.004845
23.438,0.0039954,0.0091155,0.00098303
24.414,0.0030492,0.0032609,0.0016245
25.391,0.00089171,0.0071943,0.0056659
26.367,0.0026739,0.013244,0.0069945
27.344,0.0055497,0.013266,0.0056236
28.32,0.0022898,0.013411,0.013284
29.297,0.0023827,0.0036849,0.0034328
30.273,0.0043074,0.012785,0.0065684
31.25,0.0020282,0.012155,0.0008703
32.227,0.0043605,0.0030416,0.0018413
33.203,0.0014513,0.0065961,0.00091332
34.18,0.00068277,0.0040091,0.0026989
35.156,0.0037068,0.0093166,0.0037963
36.133,0.0025008,0.0051452,0.005076
37.109,0.0017122,0.0078977,0.0014787
38.086,0.00046922,0.0022104,0.0050802
39.063,0.00074478,0.005607,0.00095238
40.039,0.00029884,0.0020143,0.0039906
41.016,0.00099272,0.0033841,0.0030029
41.992,0.00386,0.0059343,0.0043064
42.969,0.0020659,0.0029328,0.0019224
43.945,0.0040034,0.0068285,0.0098676
44.922,0.0031815,0.0065235,0.010125
45.898,0.00086187,0.0028775,0.0046185
46.875,0.0010298,0.006026,0.0047504
47.852,0.0046861,0.0052008,0.0080969
48.828,0.00024458,0.0035558,0.0017972
49.805,0.0029846,0.0085686,0.0050616
50.781,0.0055114,0.0018396,0.0025799
51.758,0.0056822,0.0083804,0.0074924
52.734,0.001783,0.001252,0.0033918
53.711,0.001585,0.0019658,0.0010155
54.688,0.0035792,0.00050079,0.004689
55.664,0.0024123,0.0027634,0.0066983
56.641,0.002218,0.0061317,0.002623
57.617,0.0015208,0.0078436,0.0036566
58.594,0.002886,0.0036031,0.0073174
59.57,0.0011059,0.0014857,0.0064899
60.547,0.0013407,0.0039026,0.0014373
61.523,0.004677,0.011836,0.012921
62.5,0.0021886,0.0053921,0.004558
63.477,0.0013058,0.0036757,0.0060691
64.453,0.00076537,0.0046312,0.0026701
65.43,0.0023692,0.0025116,0.0046595
66.406,0.0030926,0.003222,0.0065697
67.383,0.0037682,0.0050296,0.0013736
68.359,9.3226e-06,0.0039791,0.0021827
69.336,0.0018918,0.0028801,0.0040176
70.313,0.0024048,0.00075987,0.0030447
71.289,0.0014327,0.0021429,0.0030686
72.266,0.0016789,0.0017176,0.0033708
73.242,0.0025057,0.0028614,0.0044349
74.219,0.0019347,0.0065493,0.0072591
75.195,0.0047686,0.0070253,0.0043741
76.172,0.0056864,0.0050307,0.0097211
77.148,0.0061245,0.00561,0.0045242
78.125,0.082944,0.053695,0.17246
79.102,0.016648,0.009212,0.025787
80.078,0.012467,0.0022095,0.018224
81.055,0.0072212,0.0041788,0.011252
82.031,0.0058414,0.0062937,0.010062
83.008,0.005865,0.0057238,0.0081431
83.984,0.0020192,0.0028758,0.0047223
84.961,0.0028292,0.0048429,0.0052279
85.938,0.004239,0.0053077,0.0078848
86.914,0.002767,0.0029625,0.0030161
87.891,0.001767,0.0060977,0.0025037
88.867,0.0020048,0.0041878,0.0061664
89.844,0.0010988,0.0027389,0.0020146
90.82,0.0021361,0.001106,0.00090605
91.797,0.0042934,0.0037483,0.003767
92.773,0.0049977,0.0078331,0.0083623
93.75,0.005042,0.0032986,0.0063276
94.727,0.010678,0.018084,0.022717
95.703,0.004645,0.01438,0.0064331
96.68,0.0080111,0.010428,0.010248
97.656,0.0083499,0.012737,0.011317
98.633,0.0046931,0.0097278,0.011243
99.609,0.0053208,0.0020133,0.0056531
100.59,0.00091674,0.002486,0.0069576
101.56,0.0026095,0.010554,0.0053524
102.54,0.00053798,0.0034357,0.0033922
103.52,0.0010966,0.0046622,0.0034362
104.49,0.0034653,0.012845,0.0042315
105.47,0.00076559,0.0085401,0.00069766
106.45,0.0011488,0.006944,0.0032943
107.42,0.0012107,0.0061013,0.0034928
108.4,0.0045627,0.0061062,0.0050656
109.38,0.00022334,0.0031893,0.0044832
110.35,0.0026797,0.00066843,0.0012395
111.33,0.0018083,0.0030536,0.0053294
112.3,0.0015372,0.0023245,0.0037429
113.28,0.0010488,0.0010017,0.0020219
114.26,0.00051787,0.0017606,0.0037239
115.23,0.00049372,0.0029026,0.0010128
116.21,0.0014812,0.0037715,0.00084986
117.19,0.0013793,0.0043039,0.002423
118.16,0.0016409,0.0020121,0.0022993
119.14,0.0016759,0.0017214,0.0046775
120.12,0.0011843,0.0031393,0.0033286
121.09,0.0011722,0.0023809,0.00063235
122.07,0.001548,0.0030731,0.0032466
123.05,0.0028252,0.0034537,0.0017673
124.02,0.0019294,0.0024361,0.0069945
125,0.0021854,0.00077465,0.0033965
125.98,0.0017594,0.0038144,0.0018835
126.95,0.0024747,0.0012987,0.0053951
127.93,0.0030817,0.0025189,0.0024366
128.91,0.00089906,0.0031819,0.004115
129.88,0.0030206,0.0040018,0.012346
130.86,0.0019963,0.0024282,0.0049403
131.84,0.0014877,0.001075,0.0026331
132.81,0.0021369,0.0028949,0.0056913
133.79,0.0022614,0.0028793,0.0076488
134.77,0.00082467,0.0014911,0.0052894
135.74,0.0037393,0.0016747,0.011278
136.72,0.00067528,0.0042664,0.005664
137.7,0.0021679,0.0015829,0.0053761
138.67,0.0005681,0.00091062,0.003208
139.65,0.0035556,0.0041115,0.0073003
140.63,0.0024232,0.0010832,0.0033583
141.6,0.00099564,0.001286,0.0049841
142.58,0.0033721,0.0025747,0.0067508
143.55,0.00054209,0.0012252,0.0016522
144.53,0.00076276,0.0020842,0.0063912
145.51,0.0018188,0.0019522,0.0047329
146.48,0.0018774,0.0023449,0.0052608
147.46,0.0019351,0.002212,0.0099599
148.44,0.0014503,0.00072412,0.0036139
149.41,0.00099671,0.0018698,0.003381
150.39,0.0023024,0.0026068,0.0060144
151.37,0.0016074,0.00055937,0.0054889
152.34,0.0015589,0.00048838,0.0035982
153.32,0.0023433,0.0045955,0.0013811
154.3,0.0015378,0.0061138,0.0076504
155.27,0.0033247,0.0088825,0.011671
156.25,0.0082924,0.036378,0.028696
157.23,0.0012243,0.012797,0.0039491
158.2,0.0028212,0.011945,0.0079216
159.18,0.0013345,0.0059508,0.0067503
160.16,0.00091833,0.0024708,0.0047899
161.13,0.0025235,0.004348,0.0052294
162.11,0.00064273,0.0044894,0.0018277
163.09,0.0014522,0.0029555,0.0058511
164.06,0.0011785,0.0051973,0.0044425
165.04,0.0010404,0.0036737,0.0025238
166.02,0.0024162,0.001207,0.0023547
166.99,0.0024238,0.0012313,0.0027088
167.97,0.0022318,0.0023299,0.0026067
168.95,0.0012781,0.001009,0.0010284
169.92,0.00096511,0.0020501,0.0018915
170.9,0.00056838,0.0022807,0.0008451
171.88,0.0014772,0.0033475,0.0028498
172.85,0.0050334,0.0028965,0.0066619
173.83,0.00080582,0.0028934,0.0038501
174.8,0.0012795,0.0022975,0.00072806
175.78,0.0014437,0.004179,0.0015903
176.76,0.0039989,0.00073783,0.0031576
177.73,0.0026481,0.0024927,0.0035493
178.71,0.00058412,0.0014568,0.0021669
179.69,0.0023489,0.0032568,0.0028706
180.66,0.006991,0.0016955,0.0010768
181.64,0.004129,0.0009019,0.00079473
182.62,0.0038463,0.0017985,0.0019298
183.59,0.0034519,0.0025471,0.0016909
184.57,0.0043991,0.0025408,0.0011736
185.55,0.003728,0.0038112,0.00031108
186.52,0.0049945,0.0029421,0.002376
187.5,0.0024699,0.00076159,0.0021917
188.48,0.0023291,0.0020982,0.0022917
189.45,0.0047285,0.001628,0.00033061
190.43,0.0058251,0.0035733,0.0026527
191.41,0.0034039,0.0046099,0.0035543
192.38,0.00077607,0.00027726,0.00082977
193.36,0.0017415,0.0030608,0.0019989
194.34,0.0035423,0.0018538,0.0037577
195.31,0.0029307,0.001158,0.0033213
196.29,0.0015439,0.0013993,0.00064743
197.27,0.0014468,0.0010256,0.0022284
198.24,0.0021107,0.0005701,0.0025757
199.22,0.0022719,0.0021542,0.0020018
200.2,0.00076069,0.0017894,0.001957
201.17,0.00035735,0.0035791,0.0015216
202.15,0.0015674,0.001872,0.0024915
203.13,0.0010306,0.0020859,0.0011473
204.1,0.0010399,0.0017715,0.0037533
205.08,0.00048681,0.00049352,0.00095744
206.05,0.0013183,0.0016818,0.0017426
207.03,0.0014832,0.0023892,0.00044046
208.01,0.00029399,0.003548,0.00096115
208.98,0.00038475,0.0017072,0.0017042
209.96,0.00077076,0.0027061,0.0014874
210.94,0.0009276,0.0015542,0.00074926
211.91,0.00090743,0.00098851,0.00087554
212.89,0.0011406,0.00092429,0.0023275
213.87,0.0012678,0.0022687,0.0015909
214.84,0.00079445,0.002823,0.0035642
215.82,0.0011654,0.0038465,0.002876
216.8,0.00083972,0.0010097,0.0025982
217.77,0.0043362,0.0017308,0.0035633
218.75,0.0024032,0.0018365,0.0018122
219.73,0.0020602,0.0008676,0.0022941
220.7,0.00081877,0.00063581,0.0012863
221.68,0.00073047,0.00098686,0.00029725
222.66,0.00026959,0.00049211,0.0010056
223.63,0.0011671,0.00035122,0.00043835
224.61,0.00065554,0.0010493,0.0017222
225.59,0.00047382,0.0021173,0.00066313
226.56,0.00086474,0.0013633,0.00025756
227.54,0.00037234,0.00055836,0.0015445
228.52,0.000323,0.0012776,0.00086204
229.49,0.00045638,0.00077065,0.0013455
230.47,0.0011028,0.0013146,0.0020264
231.45,0.00099685,0.00483,0.0010516
232.42,0.0034758,0.0059189,0.0021459
233.4,0.0023246,0.0050501,0.0016217
234.38,0.01111,0.02381,0.01056
235.35,0.0069103,0.01093,0.0046077
236.33,0.004529,0.011182,0.003413
237.3,0.0024153,0.0070303,0.0037866
238.28,0.00076424,0.0033048,0.0028373
239.26,0.00091313,0.0020954,0.0015287
240.23,0.0006706,0.0026026,0.00095243
241.21,0.00082651,0.0036272,0.0010401
242.19,0.00082042,0.00085474,0.00091551
243.16,0.0008003,0.0034651,0.0027208
244.14,0.00079798,0.0023723,0.0014231
245.12,0.0015435,0.0038581,0.0026995
246.09,0.00071648,0.0016457,0.0019269
247.07,0.00049612,0.00090814,0.00076311
248.05,0.0010241,0.00086338,0.0017651
249.02,0.00038683,0.0030128,0.00075379
250,0.0012606,0.00055471,0.0015796
250.98,0.00078466,0.0036034,0.0020394
251.95,0.0004571,0.0036311,0.0034415
252.93,0.0015336,0.0018321,0.0014142
253.91,0.0012413,0.0013227,0.00088168
254.88,0.00032375,0.00076948,0.00062534
255.86,0.0011299,0.00078697,0.001072
256.84,0.0011882,0.0014127,0.0022026
257.81,7.2666e-05,0.0013908,0.00078984
258.79,0.0016982,0.00086837,0.0016529
259.77,0.0011306,0.00045259,0.00089367
260.74,0.00081088,0.00091923,0.001206
261.72,0.0016388,0.00059044,0.00076663
262.7,0.00092893,0.003045,0.00043503
263.67,0.00054748,0.00055894,0.0012409
264.65,0.00073716,0.0011324,0.0007919
265.63,0.0010447,0.0022257,0.00089714
266.6,0.0010936,0.00064319,0.0011284
267.58,0.00069825,0.00097137,0.0012118
268.55,0.0019768,0.00070033,0.0013374
269.53,0.00069376,0.0018635,0.0012736
270.51,0.0011336,0.00032641,0.00072113
271.48,0.0013117,0.00087674,0.0015123
272.46,0.001037,0.00067358,0.001245
273.44,0.0010453,0.001125,0.0013747
274.41,0.00040565,0.0029593,0.0013589
275.39,0.00091516,0.0025751,0.0012163
276.37,0.0018069,0.0013495,0.0011317
277.34,0.0023095,0.0017738,0.0018538
278.32,0.002877,0.0031102,0.0019377
279.3,0.00095747,0.0045737,0.00070377
280.27,0.0023779,0.0024528,0.00087033
281.25,0.0015895,0.00096407,0.0016835
282.23,0.0015565,0.0017626,0.001162
283.2,0.0014687,0.00063179,0.001226
284.18,0.00071153,0.0011797,0.0016126
285.16,0.0057105,0.0015553,0.00074976
286.13,0.0051901,0.0009105,0.001978
287.11,0.0038276,0.0052583,0.00018548
288.09,0.0012273,0.00081962,0.00072527
289.06,0.0025377,0.001363,0.0015326
290.04,0.0026777,0.0033668,0.0020338
291.02,0.00097603,0.0036011,0.0009261
291.99,0.0013861,0.0032246,0.00072433
292.97,0.0023723,0.001652,0.00025474
293.95,0.0013241,0.00065319,0.0015195
294.92,0.0014724,0.001281,0.0017278
295.9,0.0016517,0.004334,0.0034804
296.88,0.0023714,0.0024633,0.0016997
297.85,0.0028133,0.0046935,0.00084695
298.83,0.0016743,0.0027503,0.00027627
299.8,0.00035392,0.0013965,2.3201e-05
300.78,0.0011111,0.0015739,0.00052052
301.76,0.00030012,0.0021898,0.0005368
302.73,0.0011649,0.0014883,0.00016624
303.71,0.0010487,0.0015094,0.0013452
304.69,0.0011011,0.00038508,0.00087194
305.66,0.0016081,0.0018535,0.0018763
306.64,0.00096605,0.0016183,0.00097022
307.62,0.00075476,0.0034105,0.00049147
308.59,0.00043533,0.0019099,0.001395
309.57,0.0011139,0.0025233,0.0019448
310.55,0.0022421,0.0060773,0.0033186
311.52,0.00086155,0.00096094,0.0007472
312.5,0.0054519,0.019475,0.0082591
313.48,0.0045251,0.018478,0.0098167
314.45,0.0026697,0.0096513,0.0086171
315.43,0.0052638,0.0061856,0.0054348
316.41,0.00085195,0.0045652,0.0037377
317.38,0.00045696,0.0032673,0.001063
318.36,0.0015085,0.0027369,0.0013685
319.34,0.0016685,0.00072856,0.00179
320.31,0.0008319,0.0010799,0.00034227
321.29,0.00079709,0.0015334,0.00076581
322.27,0.00018086,0.0017942,0.0014459
323.24,0.00091728,0.00074092,0.0025903
324.22,0.00089728,0.00038468,0.0015734
325.2,0.00014492,0.0024023,0.0004249
326.17,0.00084558,0.0016802,0.00030412
327.15,0.0010534,0.0019698,0.00044382
328.13,0.0017873,0.00091864,0.00057509
329.1,0.0013169,0.00076553,0.00050887
330.08,0.0026064,0.0010167,0.0003009
331.05,0.00071073,0.0012321,0.0017447
332.03,0.0014794,0.0003866,0.0013045
333.01,0.0015001,0.00018929,0.0005811
333.98,0.0010981,0.0013042,0.0008214
334.96,0.00087833,0.0017823,0.00051468
335.94,0.00089725,0.0021388,0.00087889
336.91,0.0017561,0.001358,0.0016144
337.89,0.00064156,0.0006276,0.0011365
338.87,0.00067655,0.0016074,0.00045091
339.84,0.0014603,0.0012616,0.0016208
340.82,0.00051389,0.00054602,0.0025879
341.8,0.0017188,0.0013078,0.003718
342.77,0.0033179,0.001437,0.010752
343.75,0.0013311,0.00037871,0.002834
344.73,0.00068172,0.0023968,0.0028512
345.7,0.00094747,0.0015409,0.00080627
346.68,0.00037217,0.0016754,0.002323
347.66,0.0002963,0.00084892,0.0002848
348.63,0.0003313,0.0021794,0.0016428
349.61,0.0016901,0.00075236,0.001418
350.59,0.00067918,0.00094544,0.0013518
351.56,0.0012482,0.00074954,0.00066826
352.54,0.0010851,0.00039902,0.0012112
353.52,0.0025186,0.00061586,0.00067563
354.49,0.0011086,0.00091429,0.0011807
355.47,0.00019613,0.0017884,0.00059082
356.45,0.0026069,0.0021846,0.0022286
357.42,0.0018205,0.00071744,0.0023023
358.4,0.0012411,0.0023639,0.0020731
359.38,0.00072438,0.00077726,0.0011659
360.35,0.0018082,0.0022546,0.0014097
361.33,0.0006333,0.00097007,0.0023177
362.3,0.00092815,0.00093551,0.00031318
363.28,0.00029591,0.0012232,0.00047685
364.26,0.0009248,0.0012958,0.00066024
365.23,0.0011911,0.0009716,0.0012939
366.21,0.00062097,0.00028844,0.00046278
367.19,0.00092051,0.0013858,0.00088826
368.16,0.00014463,0.00074944,0.0002125
369.14,0.0011834,0.00048036,0.001452
370.12,0.0004868,4.9942e-05,0.00093278
371.09,0.00041629,0.0013278,0.0018607
372.07,0.00021128,0.0014831,0.0031054
373.05,0.0021789,0.0024325,0.0011832
374.02,0.0017633,0.0048977,0.0031723
375,0.0009148,0.0022409,0.0021699
375.98,0.00088307,0.00045957,0.001164
376.95,0.00098998,0.0012349,0.00093045
377.93,0.00043476,0.0021094,0.00057334
378.91,0.00044236,0.00059719,0.0013969
379.88,0.00084679,0.00033557,0.0008398
380.86,0.00059165,0.00076748,0.00083991
381.84,0.00055032,0.00031688,0.00037849
382.81,0.0012978,0.0003757,0.0011341
383.79,0.00017903,0.00071578,0.0015509
384.77,0.00057733,0.00052068,0.0014264
385.74,0.001222,0.00086298,0.0015347
386.72,0.00072425,0.00090759,0.00050397
387.7,0.00023262,0.00045167,0.0023144
388.67,0.0010856,0.0020997,0.001949
389.65,9.4518e-05,0.00051773,0.00058912
390.63,0.0053571,0.0030841,0.0069825
391.6,0.0066307,0.0024184,0.0065369
392.58,0.0031226,0.00062168,0.0041869
393.55,0.0019398,0.0016012,0.0012111
394.53,0.00049077,0.0017868,0.0015767
395.51,0.0013333,0.0012791,0.0017281
396.48,0.00073924,0.00098795,0.0020897
397.46,0.00030107,0.0015594,0.00071412
398.44,0.00036277,0.00096879,0.00040392
399.41,0.00026475,0.0008733,0.00085172
400.39,0.0012822,0.00064806,0.00075735
401.37,0.00061961,0.001294,0.00081363
402.34,0.00039763,0.00013886,0.00037388
403.32,0.00067716,0.0012187,0.0011847
404.3,0.00048874,0.00058285,0.00037289
405.27,0.00068735,0.0015483,0.00065087
406.25,0.0004595,0.001088,0.00064485
407.23,0.00045645,0.0019144,0.0016365
408.2,0.00048817,0.0018889,0.0014817
409.18,0.00088619,0.0011561,0.0007391
410.16,0.00040886,0.00045782,0.0015594
411.13,0.00057219,0.0020466,0.00088696
412.11,0.00026049,0.00089473,0.0015088
413.09,0.00085355,0.00085892,0.00017321
414.06,0.00085841,0.0018964,0.00094442
415.04,0.00074659,0.0012731,0.00036575
416.02,0.00048132,0.00022802,0.00050103
416.99,0.00030444,0.0011779,0.00067278
417.97,0.0013088,0.00099269,0.00098924
418.95,0.00098228,0.001634,0.0014909
419.92,0.00042248,0.00045398,0.0012682
420.9,0.00080402,0.00081519,0.0018113
421.88,0.00080154,0.002355,0.0017403
422.85,0.00080372,0.0016941,0.001572
423.83,0.00021128,0.00065747,0.0010757
424.8,0.00032257,0.0016656,0.00077372
425.78,0.00063087,0.0013421,0.0011811
426.76,0.00070643,0.0013811,0.0013303
427.73,0.00083664,0.0007083,0.00051265
428.71,0.00027147,0.00046087,0.0013911
429.69,0.00063164,0.00034883,0.00092507
430.66,0.00048737,0.0010386,0.00041485
431.64,0.0013781,0.00208,0.0011008
432.62,0.001107,0.0008987,0.0014608
433.59,0.00065216,0.00032071,0.00074195
434.57,0.0010912,0.0011631,0.0013186
435.55,0.00082149,0.001418,0.0017183
436.52,0.0002698,0.0013669,0.0024208
437.5,0.0001332,0.00082894,0.0027223
438.48,0.00055147,0.0018671,0.00074499
439.45,0.0013067,0.0020496,0.0021414
440.43,0.00053618,0.0012711,0.00073999
441.41,9.5385e-05,0.0010349,0.0018186
442.38,0.00083753,0.0021473,0.00071713
443.36,0.00067857,0.0016917,0.0024542
444.34,0.00048982,0.00016233,0.0018679
445.31,0.00077103,0.0013862,0.0015326
446.29,0.00020324,0.0010068,0.0015117
447.27,0.00030078,0.00069827,0.0018109
448.24,0.00097023,0.00054214,0.0014235
449.22,0.00084006,0.001309,0.0013709
450.2,0.0010467,0.00039007,0.001849
451.17,0.00053429,0.0028352,0.0020962
452.15,0.0036251,0.0019206,0.0028725
453.13,0.0019559,0.0025573,0.003306
454.1,0.0013796,0.00055687,0.0010697
455.08,0.0015107,0.0016024,0.00068952
456.05,0.001014,0.00086037,0.00099664
457.03,0.00045981,0.001819,0.0017353
