freq,X_900us_broken_prop_3,Y_900us_broken_prop_3,Z_900us_broken_prop_3
148.44,0.0019796,0.0048878,0.0028611
149.41,0.00051552,0.0024677,0.0030247
150.39,0.0026506,0.0025067,0.0005017
151.37,0.0026525,0.00091417,0.0028538
152.34,0.0019841,0.0009276,0.0011167
153.32,0.0016007,0.0043337,0.0019131
154.3,0.003181,0.0033693,0.0032576
155.27,0.0031302,0.0020511,0.0040383
156.25,0.00045731,0.0033189,0.0035392
157.23,0.0036876,0.0061928,0.0030721
158.2,0.0031773,0.0064971,0.0020911
159.18,0.00055281,0.0029016,0.0027569
160.16,0.0019071,0.0047817,0.0028058
161.13,0.001917,0.003578,0.00058921
162.11,0.0031075,0.001239,0.0043198
163.09,0.00079025,0.006765,0.0013295
164.06,0.0012894,0.0055622,0.0012584
165.04,0.0010028,0.0045295,0.0036332
166.02,0.0019357,0.0067768,0.0069042
166.99,0.0018076,0.0066663,0.0040661
167.97,0.0023552,0.0043897,0.0050597
168.95,0.0030651,0.0033176,0.0018483
169.92,0.0033523,0.0048501,0.0044353
170.9,0.0009831,0.0056769,0.0056802
171.88,0.0033879,0.0035842,0.001746
172.85,0.0040474,0.0054551,0.0088013
173.83,0.0022553,0.0023262,0.0044186
174.8,0.001742,0.0029964,0.004029
175.78,0.005801,0.0020339,0.0047158
176.76,0.0063314,0.0034749,0.0028988
177.73,0.0027313,0.0064062,0.0013397
178.71,0.0032103,0.0039895,0.0010143
179.69,0.0023002,0.0049484,0.0022052
180.66,0.0029078,0.0011985,0.0019203
181.64,0.0026312,0.0073945,0.0010625
182.62,0.0029579,0.0034729,0.00078338
183.59,0.0037104,0.002302,0.0025632
184.57,0.0033078,0.0060253,0.0032806
185.55,0.002179,0.0033293,0.0020723
186.52,0.0026001,0.0021867,0.0037428
187.5,0.0045573,0.0026696,0.00073332
188.48,0.0027835,0.0055227,0.0034694
189.45,0.0036028,0.0050872,0.0034691
190.43,0.0015114,0.0054943,0.0032684
191.41,0.00034374,0.0036838,0.0018935
192.38,0.0019052,0.0019918,0.00014091
193.36,0.001812,0.0062373,0.0010185
194.34,0.0016338,0.0026109,0.0017043
195.31,0.00083456,0.0016737,0.0029686
196.29,0.00088482,0.001991,0.0020609
197.27,0.00031119,0.0018629,0.0024624
198.24,0.00052352,0.0047796,0.00074431
199.22,0.00073178,0.0023807,0.0026764
200.2,0.00079885,0.0074373,0.0035006
201.17,0.00057574,0.0082751,0.004578
202.15,0.00088501,0.0065614,0.0038723
203.13,0.00069327,0.0040405,0.0014787
204.1,0.0013188,0.0071426,0.003247
205.08,0.0011996,0.0040624,0.00083887
206.05,0.00077812,0.0039077,0.0025165
207.03,0.0034631,0.003439,0.0045656
208.01,0.0028725,0.0072892,0.0065252
208.98,0.0010901,0.012891,0.0029791
209.96,0.0018814,0.003272,0.001489
210.94,0.0012289,0.0052429,0.0037269
211.91,0.00010444,0.005481,0.0027898
212.89,0.00095082,0.005472,0.0025332
213.87,0.00072838,0.0048897,0.0043731
214.84,0.00061301,0.0046042,0.0020455
215.82,0.0024315,0.0042503,0.0033953
216.8,0.0013227,0.0021737,0.0014066
217.77,0.0017747,0.0035749,0.0034613
218.75,6.3417e-05,0.0049143,0.0028468
219.73,0.002354,0.0010232,0.00092491
220.7,0.0019759,0.0013254,0.0023481
221.68,0.0029792,0.00036928,0.0026124
222.66,0.001476,0.0023616,0.00069853
223.63,0.0027659,0.0032529,0.0028411
224.61,0.0030622,0.0036173,0.0014823
225.59,0.0010197,0.0051781,0.00069422
226.56,0.0025378,0.0072089,0.0043383
227.54,0.0026634,0.0029278,0.0022715
228.52,0.0021882,0.0045433,0.0018749
229.49,0.0037802,0.0072104,0.0028419
230.47,0.0023457,0.0062403,0.002433
231.45,0.0015293,0.0068943,0.0028763
232.42,0.003046,0.004074,0.0017151
233.4,0.0019149,0.0046805,0.0016884
234.38,0.0018295,0.0054822,0.0010773
235.35,0.0021097,0.0051662,0.0035301
236.33,0.0021273,0.0041216,0.0012845
237.3,0.00083798,0.0028728,0.0033413
238.28,0.00066537,0.0053508,0.0018404
239.26,0.0013437,0.0046655,0.0034021
240.23,0.00086606,0.0025788,0.0026692
241.21,0.0018873,0.0034333,0.0016564
242.19,0.00019228,0.0046908,0.0033238
243.16,0.00061775,0.0062702,0.0053987
244.14,0.00091,0.0026585,0.00099213
245.12,0.0011469,0.003216,0.001817
246.09,0.00030663,0.0033391,0.0022665
247.07,0.00024996,0.0057151,0.0016635
248.05,0.00059324,0.0075478,0.001061
249.02,0.00069316,0.010147,0.0027027
250,0.00024654,0.00361,0.0021482
250.98,0.00060844,0.0052081,0.0016382
251.95,0.00021069,0.0067915,0.0017856
252.93,0.00079256,0.0038137,0.0018795
253.91,0.0010798,0.0054558,0.0015682
254.88,0.0012016,0.0066018,0.0023591
255.86,0.0010497,0.0020711,0.0022476
256.84,0.00050355,0.0029521,0.0032127
257.81,0.0016552,0.0020107,0.0011034
258.79,0.0017233,0.0067956,0.0040504
259.77,0.0013059,0.0034305,0.00052795
260.74,0.0015874,0.0032359,0.0024941
261.72,0.00069657,0.0028294,0.0015328
262.7,0.0010708,0.0070936,0.0028386
263.67,0.0014514,0.0032856,0.00069554
264.65,0.0020797,0.0048428,0.0034183
265.63,0.0013026,0.0039315,0.0044837
266.6,0.001962,0.002367,0.0023215
267.58,0.0022178,0.0024535,0.0012696
268.55,0.0023692,0.0097372,0.0036936
269.53,0.0040828,0.0064482,0.0061848
270.51,0.0018081,0.0082551,0.0026674
271.48,0.0014361,0.0081553,0.004061
272.46,0.0027586,0.0096975,0.0036413
273.44,0.0021221,0.005795,0.0028885
274.41,0.0012314,0.0080916,0.0040023
275.39,0.0027286,0.004798,0.0041794
276.37,0.0015891,0.0035006,0.0031377
277.34,0.00084792,0.0045025,0.0019499
278.32,0.0039023,0.010169,0.0040455
279.3,0.00037029,0.010379,0.0020827
280.27,0.0012409,0.0043508,0.0026437
281.25,0.0016963,0.003212,0.0025687
282.23,0.0019684,0.0021579,0.0014838
283.2,0.000843,0.00084342,0.0005452
284.18,0.0020136,0.0022237,0.0018109
285.16,0.00087788,0.0027092,0.0023491
286.13,0.002047,0.0045036,0.0019033
287.11,0.0013541,0.0051362,0.0019665
288.09,0.0010728,0.0050686,0.0029283
289.06,0.001545,0.0030808,0.00084885
290.04,0.001981,0.0074315,0.0042055
291.02,0.0007847,0.0021687,0.0017081
291.99,0.00088136,0.0060865,0.00065092
292.97,0.0006551,0.0049677,0.0020623
293.95,0.00097157,0.0048166,0.0011542
294.92,0.0027788,0.0074924,0.00083809
295.9,0.0010388,0.0050994,0.0015655
296.88,0.0014591,0.0049884,0.0026225
297.85,0.00069824,0.0037599,0.0037202
298.83,0.0010018,0.0057252,0.0024068
299.8,0.001108,0.0075773,0.00067046
300.78,0.00081723,0.0040862,0.0015729
301.76,0.00054683,0.0018623,0.0017894
302.73,0.0013779,0.0030285,0.0027782
303.71,0.0017051,0.0043965,0.0035145
304.69,0.0020057,0.0026908,0.00116
305.66,0.0018695,0.0055372,0.00069277
306.64,0.0014785,0.001743,0.0028587
307.62,0.00074016,0.0083805,0.0016477
308.59,0.0010389,0.0044242,0.0007051
309.57,0.0023054,0.005148,0.0032157
310.55,0.0045496,0.0062594,0.0079143
311.52,0.0048825,0.0045466,0.013687
312.5,0.0028952,0.0067523,0.0012676
313.48,0.0014577,0.003578,0.0039705
314.45,0.0032813,0.002809,0.0087008
315.43,0.0017235,0.0081979,0.001046
316.41,0.0010126,0.0061046,0.002886
317.38,0.0015765,0.0067429,0.0052677
318.36,0.0022042,0.007133,0.00094889
319.34,0.0008359,0.00218,0.0048508
320.31,0.0019478,0.0016607,0.0047475
321.29,0.0015267,0.0023744,0.0061662
322.27,0.0031231,0.0066741,0.0037697
323.24,0.00095109,0.0079253,0.0032882
324.22,0.00308,0.0029773,0.0033323
325.2,0.004014,0.0072643,0.0055569
326.17,0.003597,0.0036208,0.0031859
327.15,0.0015853,0.00053488,0.0018183
328.13,0.00072037,0.0053052,0.0016324
329.1,0.0026526,0.0053186,0.0025151
330.08,0.0013141,0.0050701,0.00095744
331.05,0.0023469,0.0028132,0.0013659
332.03,0.0018391,0.0027879,0.0025428
333.01,0.0017324,0.0067176,0.001223
333.98,0.0013907,0.0048428,0.00028795
334.96,0.00083254,0.0045454,0.0012256
335.94,0.00052523,0.0049597,0.0015909
336.91,0.00048265,0.0043435,0.0041441
337.89,0.001206,0.0035734,0.00065091
338.87,0.0023842,0.0049348,0.0031929
339.84,0.0024226,0.0039027,0.003899
340.82,0.00048755,0.0051026,0.00089335
341.8,0.00058674,0.0024717,0.0017989
342.77,0.0018865,0.005788,0.00032619
343.75,0.0022526,0.0050346,0.0016736
344.73,0.00014326,0.0020975,0.001141
345.7,0.0015136,0.0025362,0.003524
346.68,0.0030466,0.0017501,0.0068627
347.66,0.0010369,0.0037547,0.0026788
348.63,0.0017374,0.0018389,0.0028538
349.61,0.0007326,0.0047752,0.003406
350.59,0.0018025,0.0046938,0.0028555
351.56,0.0010938,0.006227,0.0019503
352.54,0.0017605,0.0033193,0.0022594
353.52,0.0028157,0.0018154,0.0024353
354.49,0.0015425,0.0036812,0.0029549
355.47,0.00094804,0.0046888,0.00079552
356.45,0.0013751,0.0033143,0.0027818
357.42,0.0018432,0.0051954,0.0022966
358.4,0.0036488,0.0061123,0.0013442
359.38,0.0024408,0.0024328,0.00075049
360.35,0.0027602,0.0056134,0.0016969
361.33,0.0027692,0.0047882,0.0031202
362.3,0.0009957,0.0022533,0.0013646
363.28,0.001061,0.0042113,0.0031842
364.26,0.0014615,0.0015837,0.0042203
365.23,0.00031827,0.0023871,0.0030961
366.21,0.0017985,0.0030817,0.0010352
367.19,0.0021871,0.00038358,0.0012697
368.16,0.0015768,0.0036485,0.0019855
369.14,0.0014401,0.0028705,0.00082048
370.12,0.0022064,0.0016952,0.0030258
371.09,0.0014726,0.0047827,0.00020339
372.07,0.0012981,0.0020578,0.0024077
373.05,0.00064649,0.003732,0.0015358
374.02,0.0015687,0.0044394,0.0011714
375,0.0013758,0.00081257,0.0017424
375.98,0.00061256,0.0070205,0.0016627
376.95,0.00060159,0.0043786,0.0029125
377.93,0.00085139,0.0046294,0.0015554
378.91,0.001445,0.0057968,0.00022963
379.88,0.0017051,0.0044477,0.0016465
380.86,0.0016249,0.001692,0.00065459
381.84,0.0006853,0.0016436,0.0050765
382.81,0.0010648,0.0035181,0.0042756
383.79,0.0014238,0.0024861,0.00049983
384.77,0.00033617,0.003043,0.0006999
385.74,0.00070174,0.0020305,0.0010109
386.72,0.00073832,0.0014408,0.0019182
387.7,0.00053548,0.0018452,0.003117
388.67,0.00015047,0.0010587,0.0017412
389.65,0.00041098,0.0021221,0.0011749
390.63,0.00062292,0.0026428,0.0011074
391.6,0.00021204,0.0016727,0.00088916
392.58,0.00096547,0.0011388,0.0001288
393.55,0.0013592,0.004167,0.0015117
394.53,0.0018775,0.0017193,0.0024073
395.51,0.0020088,0.0041561,0.0010023
396.48,0.0019029,0.0033542,0.0016698
397.46,0.00095776,0.002532,0.00069168
398.44,0.0018394,0.0032902,0.00079925
399.41,0.0018684,0.0022482,0.0033787
400.39,0.0012556,0.0034909,0.0011338
401.37,0.0020815,0.0022042,0.0021752
402.34,0.0018448,0.0026206,0.0029077
403.32,0.0025337,0.0039259,0.00011826
404.3,0.0017399,0.00073909,0.001798
405.27,0.0012413,0.0025388,0.00090202
406.25,0.0026609,0.0030974,0.00088675
407.23,0.0025917,0.0011139,0.0021337
408.2,0.0009636,0.0020881,0.0029311
409.18,0.0015908,0.00065782,0.0022031
410.16,0.0013046,0.0019408,0.0040412
411.13,0.00078383,0.003462,0.0018213
412.11,0.0016977,0.0019755,0.0022011
413.09,0.0011866,0.0027763,0.0013084
414.06,0.0016893,0.0024821,0.0023392
415.04,0.0010173,0.0025611,0.0032119
416.02,0.001128,0.0022577,0.0010331
416.99,0.0012142,0.0035809,0.001598
417.97,0.00069108,0.0050354,0.001955
418.95,0.0010177,0.0046343,0.0035464
419.92,0.0016926,0.0019076,0.0011538
420.9,0.001583,0.0039893,0.00075089
421.88,0.00060198,0.0039851,0.000667
422.85,0.0017787,0.0015224,0.0022908
423.83,0.00084906,0.001985,0.00060152
424.8,0.00078432,0.0017651,0.0014884
425.78,0.0015386,0.0022504,0.0020888
426.76,0.00080491,0.0020242,0.0015834
427.73,0.00068537,0.002864,0.00098849
428.71,0.0013074,0.0020434,0.00016696
429.69,0.00089751,0.00072639,0.0014381
430.66,0.00065799,0.0015743,0.0015349
431.64,0.0012053,0.0010928,0.0011457
432.62,0.00067227,0.0029568,0.0013085
433.59,0.00016635,0.0024539,0.001532
434.57,0.0008987,0.0038936,0.00052467
435.55,0.00088022,0.0016385,0.0025907
436.52,0.0012193,0.0022593,0.0029497
437.5,0.0022641,0.0016179,0.0025398
438.48,0.002278,0.0034251,0.0018766
439.45,0.00041193,0.0031061,0.0005712
440.43,0.0016165,0.0018865,0.0030514
441.41,0.0011687,0.0046309,0.0020447
442.38,0.00078064,0.0030253,0.0039037
443.36,0.002149,0.0045049,0.0011584
444.34,0.00064922,0.00099858,0.00089923
445.31,0.0020189,0.0038449,0.0036375
446.29,0.001196,0.0010797,0.0039062
447.27,0.0012797,0.0017462,0.0043616
448.24,0.0023693,0.0034915,0.0023391
449.22,0.0038457,0.00278,0.0019923
450.2,0.0019703,0.0037356,0.003097
451.17,0.0022728,0.0027322,0.00038389
452.15,0.0016605,0.0029054,0.0045145
453.13,0.0019319,0.0012268,0.003395
454.1,0.0024111,0.0037303,0.002762
455.08,0.0019547,0.0026973,0.001503
456.05,0.0020041,0.0027206,0.0018545
457.03,0.0018648,0.0016134,0.00050347
458.01,0.0015652,0.0013603,0.0023717
458.98,0.0011029,0.0042546,0.0025531
459.96,0.0016685,0.0030815,0.00075673
460.94,0.0016105,0.0035892,0.0016479
461.91,0.001933,0.0052607,0.0015618
462.89,0.0014366,0.00072318,0.00092893
463.87,0.00092872,0.0025964,0.0013618
464.84,0.0015668,0.0020339,0.00061159
465.82,0.00072116,0.0030197,0.00079131
466.8,0.00068077,0.0024453,0.0013643
467.77,0.0014683,0.0022847,0.0024798
468.75,0.0012669,0.0020557,0.001639
469.73,0.00015154,0.0016067,0.00074045
470.7,0.00097354,0.00044416,0.0012009
471.68,0.00068775,0.00097509,0.0014022
472.66,0.00078555,0.0031877,0.0013067
473.63,0.0020417,0.0013855,0.001412
474.61,0.00082903,0.0043772,0.0016817
475.59,0.00068236,0.0033478,0.002825
476.56,0.0010441,0.0029007,0.0023607
477.54,0.0016542,0.0040172,0.0008003
478.52,0.0011536,0.003455,0.0043297
479.49,0.00101,0.0068567,0.00089597
480.47,0.0018836,0.0070125,0.0010429
481.45,0.0025722,0.0023808,0.0027653
482.42,0.0020425,0.0042778,0.0031084
483.4,0.0024659,0.0032033,0.0016518
484.38,0.002675,0.0038211,0.00064329
485.35,0.0028663,0.0042135,0.0017439
486.33,0.00040383,0.0036907,0.0013733
487.3,0.0010989,0.0048185,0.0034141
488.28,0.0011855,0.00089927,0.0021202
489.26,0.0017911,0.0034327,0.00072899
490.23,0.00047991,0.0034965,0.00061633
491.21,0.0011714,0.0007384,0.0017808
492.19,0.0019705,0.0013405,0.002574
493.16,0.0014449,0.0019516,0.001302
494.14,0.0016777,0.0011591,0.0011328
495.12,0.0010722,0.0035177,0.00041748
496.09,0.0015983,0.0015102,0.00014219
497.07,0.0013385,0.0014069,0.00057288
498.05,0.0010178,0.002882,0.0047269
499.02,0.0011542,0.0015497,0.0014904
500,0.0015018,0.0019743,0.0034902
