freq,X_2200us_unloaded_9,Y_2200us_unloaded_9,Z_2200us_unloaded_9
0,1.1607e-15,5.3624e-17,2.909e-14
0.97656,0.00010033,0.00026486,9.5152e-05
1.9531,6.7589e-05,0.00011911,2.826e-05
2.9297,5.6166e-05,8.7205e-05,2.5074e-05
3.9063,2.9097e-05,7.191e-05,1.2505e-05
4.8828,2.1576e-05,5.6795e-05,2.1316e-05
5.8594,3.4264e-05,3.2725e-05,2.6233e-05
6.8359,1.7382e-05,3.3249e-05,1.0292e-05
7.8125,1.7867e-05,3.2943e-05,2.2994e-05
8.7891,1.2027e-05,1.3991e-05,8.3182e-06
9.7656,1.4327e-05,2.8498e-05,1.6684e-05
10.742,1.8639e-05,2.1513e-05,1.4303e-05
11.719,1.1615e-05,3.1102e-05,3.1302e-05
12.695,1.8682e-05,1.5301e-05,5.2901e-06
13.672,2.6832e-05,2.9034e-05,9.2585e-06
14.648,6.7265e-06,2.2324e-05,1.1859e-05
15.625,2.8931e-05,3.3856e-05,1.4364e-05
16.602,2.388e-05,3.0116e-05,1.385e-05
17.578,7.9981e-06,2.73e-05,8.4681e-06
18.555,2.7251e-05,2.0828e-05,2.3071e-05
19.531,1.004e-05,4.5206e-05,3.4949e-05
20.508,2.2404e-05,2.1216e-05,1.4597e-05
21.484,8.2715e-06,4.4538e-06,9.6931e-06
22.461,6.063e-06,2.2596e-05,1.5101e-05
23.438,6.031e-06,3.8133e-05,2.1053e-05
24.414,1.9961e-05,1.6241e-05,6.9046e-06
25.391,9.7085e-06,1.6067e-05,7.0538e-06
26.367,2.053e-05,2.0064e-05,1.3305e-05
27.344,2.4837e-05,3.6257e-05,4.2312e-05
28.32,8.9551e-06,3.0986e-05,4.8861e-06
29.297,1.1393e-05,2.9276e-05,7.5556e-06
30.273,1.4269e-05,2.5554e-05,1.8424e-05
31.25,1.906e-05,3.6244e-05,1.493e-05
32.227,1.7963e-05,2.5106e-05,1.9813e-05
33.203,1.4272e-06,5.8976e-06,1.7079e-05
34.18,9.3643e-06,6.1479e-06,8.3422e-06
35.156,8.8953e-06,2.4115e-05,2.8756e-05
36.133,1.4894e-05,1.4674e-05,2.0555e-05
37.109,4.1004e-05,3.8863e-06,3.0621e-05
38.086,2.2671e-05,3.2738e-05,1.0194e-05
39.063,7.1232e-06,3.7801e-05,2.1205e-05
40.039,8.2508e-06,3.8287e-06,1.3897e-05
41.016,3.6697e-06,1.1526e-05,1.2493e-05
41.992,1.8121e-05,2.2763e-05,3.2024e-06
42.969,8.475e-06,4.668e-05,2.573e-05
43.945,2.7827e-05,8.9887e-06,2.8627e-05
44.922,4.6301e-06,9.3622e-06,1.2341e-05
45.898,2.5654e-06,3.1109e-05,1.2262e-05
46.875,1.8284e-05,4.5185e-05,1.7658e-05
47.852,6.3258e-06,1.6351e-05,1.317e-05
48.828,1.9558e-05,6.1213e-06,7.4295e-06
49.805,3.5553e-05,1.5343e-05,2.0893e-05
50.781,1.1906e-05,4.3873e-05,2.1967e-05
51.758,9.9786e-06,1.4366e-05,1.8364e-05
52.734,2.6407e-05,3.4525e-06,1.3968e-05
53.711,1.18e-05,2.4484e-05,6.0321e-06
54.688,3.2954e-06,1.1074e-05,7.2755e-06
55.664,2.5251e-05,1.2876e-05,2.4061e-05
56.641,8.9786e-06,2.3369e-05,1.5243e-05
57.617,1.5072e-05,2.1631e-05,9.8089e-06
58.594,2.3606e-06,2.5563e-05,1.7578e-05
59.57,1.1405e-05,2.0524e-05,6.0741e-06
60.547,1.2943e-05,5.2826e-06,4.8214e-06
61.523,2.2826e-05,2.5574e-05,3.4443e-05
62.5,0.00013678,0.00018242,5.0571e-05
63.477,1.8256e-05,4.3661e-06,1.3963e-05
64.453,1.0907e-05,1.6059e-05,9.0242e-06
65.43,1.076e-05,2.1985e-05,1.6e-05
66.406,1.0338e-05,5.9366e-05,1.8485e-06
67.383,1.822e-05,2.2034e-05,1.8352e-06
68.359,1.0042e-05,1.6227e-05,9.964e-06
69.336,1.9139e-05,5.9008e-06,7.6438e-06
70.313,1.6467e-05,3.6178e-05,9.2595e-06
71.289,1.4453e-05,3.4379e-05,1.9211e-05
72.266,1.482e-05,1.4117e-05,1.6642e-05
73.242,1.505e-05,3.3689e-05,1.6293e-05
74.219,1.2249e-05,1.9015e-05,4.785e-06
75.195,1.7641e-05,1.6278e-05,2.8399e-05
76.172,6.6273e-06,2.7387e-05,2.5052e-05
77.148,3.3688e-05,2.6131e-05,1.7558e-05
78.125,1.7388e-05,1.7155e-05,1.7865e-05
79.102,2.1994e-05,4.6003e-06,1.265e-05
80.078,1.1036e-05,2.0672e-05,2.4998e-05
81.055,7.0196e-06,3.2423e-05,1.1666e-05
82.031,2.3604e-05,2.4002e-05,2.383e-05
83.008,7.4721e-06,1.8851e-05,1.7704e-05
83.984,9.1293e-06,2.4504e-05,4.9428e-06
84.961,2.6123e-05,2.2966e-05,1.1733e-05
85.938,2.3835e-05,5.0554e-05,1.7647e-05
86.914,6.4022e-06,8.9418e-06,9.3519e-06
87.891,1.434e-05,3.3514e-05,1.6953e-05
88.867,9.1603e-06,1.3665e-05,9.4085e-06
89.844,1.675e-05,4.7238e-05,1.5444e-05
90.82,3.3972e-05,2.9945e-05,2.2438e-06
91.797,1.7192e-05,3.1583e-05,1.1915e-05
92.773,1.9208e-05,1.1216e-05,1.5019e-05
93.75,2.1067e-05,3.6946e-05,2.5321e-05
94.727,1.713e-05,1.878e-05,1.6861e-05
95.703,2.8829e-05,1.3443e-05,1.3242e-05
96.68,8.9708e-06,1.6667e-05,8.6492e-06
97.656,1.3935e-05,4.4963e-05,2.4751e-05
98.633,1.1951e-05,6.4304e-06,1.2137e-05
99.609,1.3755e-05,8.2391e-06,1.8447e-05
100.59,6.7581e-06,3.0085e-05,1.2956e-05
101.56,8.3209e-06,2.7857e-05,5.6051e-06
102.54,1.7069e-05,2.7761e-05,6.5737e-06
103.52,9.2121e-06,1.4653e-05,1.014e-05
104.49,1.4629e-05,1.0297e-05,1.8302e-05
105.47,2.5645e-06,4.0136e-05,5.3213e-06
106.45,1.0518e-05,1.1496e-05,2.91e-05
107.42,1.6338e-05,1.8402e-05,2.4871e-05
108.4,5.6358e-06,2.509e-05,7.6144e-06
109.38,2.2783e-05,3.8933e-05,8.2723e-06
110.35,1.6794e-05,2.2408e-05,9.0586e-06
111.33,3.4522e-06,1.0381e-05,6.1809e-06
112.3,4.2557e-06,1.4135e-05,2.7801e-06
113.28,1.9298e-05,3.6921e-05,1.9729e-05
114.26,1.2745e-05,1.6406e-05,8.4289e-06
115.23,2.8817e-05,2.9226e-05,1.0076e-05
116.21,2.5015e-06,3.3112e-05,6.6091e-06
117.19,1.9984e-05,3.8407e-05,1.4891e-05
118.16,1.2062e-05,1.7101e-06,2.6148e-05
119.14,6.9128e-06,1.7537e-05,1.2722e-05
120.12,6.9602e-06,2.0536e-05,5.9012e-06
121.09,1.4987e-05,3.452e-05,2.6338e-05
122.07,1.6397e-05,1.6498e-05,2.5955e-05
123.05,2.885e-05,2.3746e-05,3.2715e-05
124.02,1.3167e-05,1.2512e-05,1.2341e-05
125,7.946e-05,0.00011129,4.4363e-05
125.98,2.0537e-05,2.5409e-05,1.2092e-05
126.95,1.7317e-05,1.6074e-05,2.0292e-05
127.93,1.3059e-05,2.2959e-05,7.6865e-06
128.91,2.8352e-05,2.7176e-05,1.6458e-05
129.88,3.9372e-06,4.5013e-06,1.6896e-05
130.86,9.8563e-06,1.374e-05,2.581e-05
131.84,1.8622e-05,2.2066e-05,1.6576e-05
132.81,2.0293e-05,2.6052e-05,6.6304e-06
133.79,3.6828e-05,2.7829e-05,2.1469e-05
134.77,1.2447e-05,1.3119e-05,1.8207e-05
135.74,2.5297e-05,1.554e-05,4.1589e-06
136.72,1.2019e-05,3.4975e-05,8.1515e-06
137.7,8.6245e-06,1.831e-05,9.4274e-06
138.67,7.9565e-06,2.6957e-05,1.8832e-05
139.65,9.9984e-06,3.3965e-06,1.3299e-05
140.63,3.0326e-05,2.3518e-05,1.2175e-05
