freq,X_1700us_unloaded_6,Y_1700us_unloaded_6,Z_1700us_unloaded_6
0,2.1894e-15,5.7435e-15,9.4147e-15
0.97656,0.0001214,0.00014042,8.7978e-05
1.9531,4.6974e-05,6.0983e-05,5.0564e-05
2.9297,1.9567e-06,4.5111e-05,4.1947e-05
3.9063,2.8344e-05,1.5947e-05,2.3067e-05
4.8828,2.3295e-05,4.9601e-05,7.9044e-06
5.8594,2.5722e-05,3.0526e-05,3.1038e-06
6.8359,1.7915e-05,2.7218e-05,1.0965e-05
7.8125,1.4399e-05,3.9219e-05,3.9041e-05
8.7891,1.47e-05,1.2275e-05,1.3778e-05
9.7656,1.3544e-05,3.3755e-05,5.257e-06
10.742,2.3407e-05,3.3614e-05,3.7669e-05
11.719,1.5604e-05,4.3652e-05,2.6165e-05
12.695,1.2741e-05,6.8798e-06,2.5843e-05
13.672,1.8499e-05,1.0532e-05,7.3314e-06
14.648,2.0345e-05,2.2379e-05,9.4196e-06
15.625,1.1308e-05,2.7458e-05,8.6532e-06
16.602,8.6689e-06,3.7863e-06,2.2504e-05
17.578,1.5125e-05,1.4806e-05,2.9118e-05
18.555,7.1005e-06,1.2139e-05,4.8722e-06
19.531,1.1824e-05,2.2867e-05,2.0785e-05
20.508,8.0038e-06,2.9721e-05,2.6203e-05
21.484,8.7414e-06,8.6478e-06,1.38e-05
22.461,2.652e-05,1.2708e-05,1.7686e-05
23.438,2.9386e-05,3.5126e-05,1.6096e-05
24.414,4.5701e-06,1.098e-05,1.6804e-05
25.391,2.9121e-05,3.1119e-05,2.1824e-05
26.367,3.1352e-05,2.2953e-05,3.6347e-05
27.344,1.4912e-05,4.766e-05,1.7181e-05
28.32,2.2669e-05,1.7933e-05,1.3938e-05
29.297,1.1444e-05,2.1732e-05,2.009e-05
30.273,1.1915e-05,9.0206e-06,2.217e-05
31.25,3.1782e-06,2.0639e-05,1.147e-05
32.227,2.2854e-05,2.9641e-05,1.3041e-05
33.203,1.7648e-05,1.342e-05,1.2321e-05
34.18,9.3145e-06,5.5308e-06,1.8734e-05
35.156,1.8066e-05,4.7537e-05,3.4287e-05
36.133,1.6569e-05,1.5411e-05,9.5554e-06
37.109,2.1828e-05,7.3647e-06,6.089e-06
38.086,5.3368e-06,1.1131e-05,7.4536e-06
39.063,1.1586e-05,3.7394e-05,2.7646e-05
40.039,2.8153e-06,3.7823e-06,1.908e-05
41.016,2.2013e-05,2.26e-05,1.8235e-05
41.992,1.8619e-05,2.6906e-05,2.6527e-05
42.969,1.799e-05,1.9704e-05,6.7198e-06
43.945,2.4242e-05,8.209e-06,1.3239e-05
44.922,8.8797e-06,6.1281e-06,5.0426e-06
45.898,6.9297e-06,8.7168e-06,1.6246e-05
46.875,2.0079e-05,6.5097e-05,2.0131e-05
47.852,1.7707e-05,2.2336e-05,3.2393e-05
48.828,1.0423e-05,1.5635e-05,1.4827e-05
49.805,9.2847e-06,1.3344e-05,1.6072e-05
50.781,2.4015e-05,3.0333e-05,1.8453e-05
51.758,1.0143e-05,2.2352e-05,2.5287e-05
52.734,8.0809e-06,2.4169e-05,8.3659e-06
53.711,3.0073e-05,7.2799e-06,4.7337e-06
54.688,1.7287e-05,6.0437e-05,7.4724e-06
55.664,2.1684e-05,1.0228e-05,9.5121e-06
56.641,8.4658e-06,2.0805e-05,1.2203e-05
57.617,1.962e-05,3.1983e-05,1.0563e-05
58.594,1.53e-05,3.9229e-05,1.3148e-05
59.57,2.1201e-05,1.649e-05,2.5281e-05
60.547,2.9627e-05,7.3089e-06,4.9051e-06
61.523,5.2379e-06,1.6931e-05,1.2086e-05
62.5,0.00013076,0.00016687,6.5906e-05
63.477,2.3042e-05,2.1314e-05,1.0808e-05
64.453,1.8394e-05,1.7222e-05,3.2446e-05
65.43,1.6446e-05,5.9766e-06,1.2258e-05
66.406,8.8138e-06,4.1801e-05,2.8872e-05
67.383,6.383e-06,2.1255e-05,7.6765e-06
68.359,3.274e-05,1.6171e-05,1.5797e-05
69.336,1.3474e-05,1.501e-05,2.3965e-05
70.313,1.7297e-05,3.8286e-05,3.4135e-05
71.289,1.7692e-05,1.367e-05,1.256e-05
72.266,7.0584e-06,2.4879e-05,1.7898e-05
73.242,2.2423e-05,5.1047e-06,2.5047e-05
74.219,2.0543e-05,4.4148e-05,1.4513e-05
75.195,4.4284e-06,5.9436e-06,2.7584e-05
76.172,9.5892e-06,1.578e-05,6.9188e-06
77.148,4.5966e-06,1.1181e-05,1.4887e-05
78.125,6.6383e-06,1.713e-05,1.4546e-05
79.102,1.6359e-05,2.9492e-05,1.2893e-05
80.078,1.0769e-05,1.5658e-05,1.7282e-05
81.055,2.5788e-05,1.3957e-05,1.31e-05
82.031,3.4404e-06,3.7827e-06,1.297e-05
83.008,1.5893e-05,8.3317e-06,2.4764e-05
83.984,5.9839e-06,1.4961e-05,3.8196e-06
84.961,6.5175e-06,6.979e-06,2.2228e-05
85.938,1.8381e-05,2.9593e-05,2.3364e-05
86.914,1.1235e-05,1.1332e-05,2.6337e-05
87.891,6.3669e-06,8.7395e-06,1.8006e-05
88.867,2.7744e-05,2.6079e-05,2.4747e-05
89.844,1.1076e-05,3.8246e-05,1.557e-06
90.82,1.7275e-05,1.6391e-05,4.0638e-05
91.797,1.5474e-05,1.176e-05,5.971e-06
92.773,1.0502e-05,1.0469e-05,2.6459e-05
93.75,4.9644e-06,3.6472e-05,2.205e-05
94.727,9.8702e-06,1.7597e-05,2.259e-05
95.703,6.2491e-06,8.6616e-06,6.1287e-06
96.68,1.7486e-06,2.3714e-05,1.7623e-05
97.656,3.0363e-05,3.4207e-05,3.671e-05
98.633,2.0967e-05,8.8232e-06,6.1415e-06
99.609,2.1041e-05,6.67e-06,2.0757e-05
100.59,2.3211e-05,2.4274e-05,2.185e-05
101.56,1.0665e-05,2.573e-05,5.7601e-06
102.54,1.9854e-05,1.7964e-05,2.4674e-05
103.52,1.1623e-05,1.3254e-05,1.7817e-05
104.49,1.5056e-05,2.0069e-05,1.296e-05
105.47,1.2516e-05,3.7982e-05,2.1068e-05
106.45,1.4417e-05,2.4959e-06,2.1541e-05
107.42,1.3535e-05,1.7745e-05,4.5252e-06
108.4,6.2784e-06,2.8912e-05,9.5996e-07
109.38,9.677e-06,2.6299e-05,1.7769e-05
110.35,2.5551e-05,2.158e-05,2.9144e-06
111.33,1.372e-05,1.0761e-05,2.0158e-05
112.3,9.1914e-06,2.4629e-05,2.316e-05
113.28,1.6531e-05,1.4602e-05,3.6012e-05
114.26,1.5143e-05,1.9804e-05,1.6558e-05
115.23,8.7877e-06,1.4606e-05,5.245e-06
116.21,1.4283e-05,2.3599e-05,2.928e-05
117.19,6.9985e-06,4.0234e-05,1.3906e-05
118.16,6.5565e-06,1.3508e-05,2.4652e-05
119.14,1.3927e-05,9.4977e-06,8.9706e-06
120.12,1.4107e-05,8.6497e-06,9.6761e-06
121.09,2.7491e-05,4.3076e-05,1.655e-05
122.07,3.2297e-05,2.8367e-05,1.63e-05
123.05,1.7112e-05,1.8272e-05,1.6112e-05
124.02,3.1223e-06,1.2447e-05,4.0056e-06
125,8.4274e-05,9.7143e-05,3.5674e-05
125.98,2.407e-05,3.1546e-05,2.2551e-05
126.95,3.1852e-05,2.6275e-05,3.0433e-05
127.93,1.4258e-05,1.0215e-05,1.3528e-05
128.91,2.618e-05,3.4004e-05,7.7386e-06
129.88,2.4739e-05,1.1153e-05,1.8337e-05
130.86,1.3098e-05,2.938e-05,1.3359e-05
131.84,3.0344e-05,3.107e-05,1.9221e-05
132.81,1.2905e-05,3.7385e-05,1.5013e-05
133.79,9.2391e-06,1.1087e-05,1.1358e-05
134.77,2.0166e-05,1.7347e-05,8.5999e-06
135.74,7.7599e-06,2.6859e-05,8.4112e-06
136.72,1.8236e-06,1.7466e-05,2.0635e-05
137.7,1.0287e-05,1.2296e-05,2.9593e-05
138.67,1.0702e-05,2.6882e-05,2.1703e-05
