freq,X_900us_loaded_loosemotor_5,Y_900us_loaded_loosemotor_5,Z_900us_loaded_loosemotor_5
0,1.0805e-15,4.2011e-16,8.3333e-16
0.97656,0.0021059,0.0070156,0.00090339
1.9531,0.0022329,0.0005182,0.002619
2.9297,0.00099246,0.0014361,0.0016097
3.9063,0.00088079,0.00058288,0.0031436
4.8828,0.00043347,0.0012966,0.00098336
5.8594,0.00025132,0.0018254,0.0031337
6.8359,0.00075213,0.0016217,0.00157
7.8125,0.0010976,0.00066243,0.0055971
8.7891,0.00053075,0.00041898,0.0044348
9.7656,0.00063607,0.0016382,0.0011139
10.742,0.00047296,0.0014226,0.001447
11.719,0.00098168,0.00074293,0.0024541
12.695,0.00017415,0.001634,0.0014662
13.672,0.00012756,0.0018368,0.0021621
14.648,0.00021239,0.00061456,0.00076607
15.625,0.00024479,0.0012899,0.00071452
16.602,0.00018459,0.0012263,0.00086293
17.578,0.00021118,0.00075518,0.0035198
18.555,0.00025434,0.00047855,0.0016073
19.531,0.00050602,0.001094,0.00095643
20.508,0.00025941,0.0023387,0.0016567
21.484,0.00014955,0.0013192,0.0024316
22.461,0.00017751,0.00092065,0.0016236
23.438,0.00030025,0.00099114,0.0029646
24.414,0.0002327,0.0007167,0.0012053
25.391,0.00025626,0.0025915,0.0022775
26.367,0.00036038,0.0022244,0.0028855
27.344,0.00034507,0.0017183,0.0035232
28.32,0.0002665,0.0012096,0.0016706
29.297,0.0003951,0.0016991,0.00020015
30.273,0.00068235,0.0013125,0.0017749
31.25,0.00076439,0.002725,0.0056041
32.227,0.0019872,0.00063444,0.0066402
33.203,0.0067213,0.023569,0.058269
34.18,0.0025665,0.010838,0.012985
35.156,0.0020632,0.0021945,0.008202
36.133,0.0013073,0.0024848,0.0053979
37.109,0.00099094,0.001157,0.0035943
38.086,0.00089838,0.0018601,0.0039425
39.063,0.00067962,0.002354,0.0022179
40.039,0.00046319,0.0035828,0.0045097
41.016,0.00063573,0.0019501,0.003022
41.992,0.00070459,0.0018206,0.0025761
42.969,0.00042441,0.00060402,0.0013627
43.945,0.00022085,0.00067385,0.0021136
44.922,0.00033686,0.00093949,0.0025024
45.898,0.00015082,0.00059205,0.0015472
46.875,0.00038292,0.0005122,0.0026727
47.852,0.0003728,0.0012405,0.00188
48.828,0.00032497,0.0012664,0.0014697
49.805,0.00018365,0.00093059,0.0018778
50.781,0.00015198,0.0013949,0.0025323
