freq,X_1600us_loaded_loosemotor_6,Y_1600us_loaded_loosemotor_6,Z_1600us_loaded_loosemotor_6
0,2.79e-16,1.1739e-15,6.7057e-17
0.97656,0.018721,0.032392,0.027944
1.9531,0.0097331,0.011002,0.0049574
2.9297,0.014556,0.020185,0.011227
3.9063,0.019605,0.019869,0.032892
4.8828,0.014378,0.022328,0.012036
5.8594,0.022429,0.026178,0.011056
6.8359,0.0038575,0.01757,0.020279
7.8125,0.023228,0.013597,0.008206
8.7891,0.013873,0.011916,0.02792
9.7656,0.0034591,0.013975,0.016206
10.742,0.0016389,0.020092,0.01208
11.719,0.0084863,0.028096,0.015041
12.695,0.0018873,0.014941,0.013932
13.672,0.00246,0.022125,0.017073
14.648,0.0021944,0.0080588,0.020721
15.625,0.015152,0.006651,0.0083939
16.602,0.011508,0.006097,0.0077203
17.578,0.0031654,0.0022791,0.01599
18.555,0.014237,0.0089661,0.011601
19.531,0.0098734,0.011602,0.007228
20.508,0.010812,0.0049644,0.013273
21.484,0.0057743,0.0048777,0.016941
22.461,0.0060698,0.015542,0.020163
23.438,0.0030081,0.0041574,0.0056454
24.414,0.0014658,0.015532,0.0087171
25.391,0.0042549,0.0094525,0.0033082
26.367,0.0041178,0.012226,0.0071022
27.344,0.0057477,0.017263,0.0030864
28.32,0.0093438,0.0031604,0.0036447
29.297,0.002326,0.0045224,0.0087237
30.273,0.014331,0.0089527,0.0059637
31.25,0.0067079,0.0027766,0.0066838
32.227,0.011676,0.011354,0.0055082
33.203,0.0061083,0.010096,0.0038503
34.18,0.0056309,0.016275,0.0088784
35.156,0.0019159,0.021764,0.010959
36.133,0.00076417,0.0053074,0.0056942
37.109,0.0043516,0.014307,0.0045412
38.086,0.0024045,0.015657,0.0041267
39.063,0.0023703,0.02489,0.0038264
40.039,0.0015662,0.029877,0.0063742
41.016,0.0027728,0.011386,0.0066844
41.992,0.005307,0.0065287,0.0086266
42.969,0.011002,0.016338,0.0057295
43.945,0.0035195,0.0053087,0.0032711
44.922,0.0070051,0.01252,0.0032462
45.898,0.0018072,0.017116,0.0052738
46.875,0.0051187,0.021694,0.0086957
47.852,0.0069662,0.0088702,0.013744
48.828,0.010658,0.016744,0.004831
49.805,0.004054,0.0024804,0.0046845
50.781,0.00601,0.0070047,0.0029608
51.758,0.003773,0.0029985,0.0048979
52.734,0.0094417,0.008402,0.0036955
53.711,0.0013036,0.0058245,0.007564
54.688,0.00072382,0.0068581,0.0071275
55.664,0.0039957,0.012255,0.0047154
56.641,0.0038335,0.0072685,0.0025027
57.617,0.0062062,0.010187,0.0001509
58.594,0.0075611,0.014464,0.0019054
59.57,0.010123,0.012347,0.005827
60.547,0.006007,0.0021509,0.0091024
61.523,0.0042966,0.014608,0.0040861
62.5,0.0090042,0.0045712,0.00074488
63.477,0.003936,0.0077374,0.004325
64.453,0.0020319,0.0056517,0.00947
65.43,0.0054243,0.015599,0.00081524
66.406,0.0035225,0.0045774,0.02146
67.383,0.003302,0.013053,0.0177
68.359,0.012808,0.0077698,0.022544
69.336,0.008717,0.015489,0.043558
70.313,0.011323,0.015917,0.029879
71.289,0.015221,0.018168,0.023467
72.266,0.030797,0.042197,0.072937
73.242,0.031482,0.10517,0.1683
74.219,0.084018,0.090031,0.15357
75.195,0.013188,0.031234,0.011513
76.172,0.012029,0.030413,0.025383
77.148,0.0070049,0.024179,0.042977
78.125,0.010864,0.025519,0.024138
79.102,0.0038318,0.015516,0.012068
80.078,0.0077591,0.0033938,0.010394
81.055,0.0014361,0.0062827,0.0046144
82.031,0.010655,0.019156,0.011324
83.008,0.005147,0.0042572,0.0076889
83.984,0.0053673,0.0069854,0.011196
84.961,0.0084155,0.012739,0.0068801
85.938,0.0070503,0.0055968,0.0051522
86.914,0.0045285,0.005862,0.010772
87.891,0.0093671,0.0088208,0.0050875
88.867,0.0035109,0.01254,0.0058064
89.844,0.0062478,0.0076749,0.0083154
90.82,0.0011647,0.0045484,0.0068598
91.797,0.00036396,0.0019151,0.0050426
92.773,0.0012554,0.0023391,0.0017507
93.75,0.0019257,0.0067274,0.0051941
94.727,0.0026267,0.0067149,0.0022202
95.703,0.0017133,0.0044045,0.0039457
96.68,0.0073029,0.0019925,0.0011504
97.656,0.0053809,0.0021198,0.004535
98.633,0.0045749,0.0053616,0.013976
