freq,X_800us_broken_prop_7,Y_800us_broken_prop_7,Z_800us_broken_prop_7
0,3.1064e-16,2.1061e-16,1.4579e-15
0.97656,0.00037153,0.0053757,0.0011567
1.9531,0.00039109,0.0034102,0.00053964
2.9297,0.00058197,0.0045345,0.00064443
3.9063,0.00044999,0.003569,0.001586
4.8828,0.00040001,0.0035898,0.0019568
5.8594,0.0007955,0.0029261,0.001276
6.8359,0.00035301,0.0049419,0.0010003
7.8125,0.00038189,0.0025332,0.0023311
8.7891,0.00024078,0.0048985,0.0021559
9.7656,0.0005819,0.0061416,0.0029664
10.742,0.00066673,0.0078772,0.0038553
11.719,0.00044319,0.0092361,0.004355
12.695,0.0007965,0.0098008,0.0051292
13.672,0.0010426,0.013579,0.0060451
14.648,0.001193,0.017686,0.0071096
15.625,0.0014202,0.023031,0.0089574
16.602,0.002361,0.033445,0.012041
17.578,0.0035275,0.048595,0.017484
18.555,0.0063894,0.095849,0.032263
19.531,0.02344,0.35399,0.11183
20.508,0.014249,0.22262,0.06959
21.484,0.005115,0.085368,0.026155
22.461,0.0028713,0.053444,0.017604
23.438,0.0022713,0.04006,0.012017
24.414,0.002656,0.039053,0.0084731
25.391,0.0015934,0.029444,0.0070849
26.367,0.0011523,0.023327,0.0062859
27.344,0.0021674,0.025317,0.0055366
28.32,0.0014198,0.018625,0.0046658
29.297,0.00029096,0.01343,0.0048226
30.273,0.0009942,0.011916,0.0040267
31.25,0.00056849,0.012285,0.0030288
32.227,0.00072385,0.010656,0.0031964
33.203,0.00039907,0.0096311,0.0025402
34.18,0.00065809,0.0082835,0.0017385
35.156,0.00016359,0.0068399,0.0012754
36.133,0.00037035,0.006023,0.00071215
37.109,0.00022038,0.0055443,0.0008692
38.086,4.6328e-05,0.0051999,0.0016995
39.063,0.00097242,0.0052649,0.00054618
40.039,0.0032317,0.0053639,0.0038437
41.016,0.00031534,0.00071311,0.0020443
41.992,0.00027394,0.0011186,0.001799
42.969,0.00062105,0.0017878,0.0021535
43.945,0.00077416,0.00068722,0.00074492
44.922,0.00054454,0.0012134,0.001475
45.898,0.00088036,0.0017431,0.00010417
46.875,0.00092077,0.0024439,0.00073066
47.852,0.00092322,0.0024719,0.00089522
48.828,0.0001945,0.003731,0.00070872
49.805,0.00059531,0.0031446,0.0010025
50.781,0.00029792,0.0036632,0.0014682
51.758,0.00012197,0.002031,0.00089579
52.734,0.0009695,0.0030501,0.00060087
53.711,0.00030542,0.0038277,0.0002589
54.688,0.00028515,0.0040054,0.00030333
55.664,0.00089368,0.005314,0.0013874
56.641,0.00030809,0.002335,0.00072932
57.617,0.00039315,0.0045764,0.0013342
58.594,0.001225,0.0035142,0.0022825
59.57,0.0085818,0.010107,0.020448
60.547,0.0014781,0.0068344,0.0050155
61.523,0.0010576,0.005639,0.0035226
62.5,0.00012275,0.0050348,0.0045883
