freq,X_800us_loaded_loosemotor_6,Y_800us_loaded_loosemotor_6,Z_800us_loaded_loosemotor_6
0,9.8888e-16,9.7267e-16,2.0648e-15
0.97656,0.00072459,0.0064383,0.0036026
1.9531,0.00088207,0.0064117,0.0035166
2.9297,0.00095415,0.0076796,0.0029616
3.9063,0.00026817,0.0096962,0.0042211
4.8828,0.00024978,0.0037411,0.0014109
5.8594,0.0006173,0.0030489,0.0015838
6.8359,0.0004431,0.001697,0.0017946
7.8125,0.00024957,0.003456,0.00085821
8.7891,0.0002002,0.0026156,0.0021391
9.7656,0.00041667,0.0034592,0.00033055
10.742,0.0002233,0.0013109,0.0021425
11.719,0.00011637,0.0018608,0.00014295
12.695,0.00010946,0.0033567,0.0024782
13.672,0.0006509,0.003231,0.002044
14.648,0.00070521,0.004972,0.0020114
15.625,0.0003133,0.0030904,0.0026393
16.602,0.00037332,0.011434,0.0035197
17.578,0.0006905,0.014662,0.0044808
18.555,0.0011048,0.017239,0.0081942
19.531,0.00093644,0.014609,0.0064949
20.508,0.00055436,0.013373,0.0026138
21.484,0.00015719,0.010743,0.0014881
22.461,0.00045038,0.011842,0.0033916
23.438,0.00069363,0.010029,0.0020669
24.414,6.9786e-05,0.011792,0.0035239
25.391,7.6579e-05,0.004242,0.00051025
26.367,0.00026696,0.0014414,0.00084452
27.344,0.00052922,0.00081117,0.00079482
28.32,0.00049266,0.00057142,0.0012867
29.297,4.9151e-05,0.0012385,0.00040427
30.273,0.00037924,0.0017382,0.0011497
31.25,8.9895e-05,0.00018676,0.00073345
32.227,0.0003483,0.0010428,0.0006938
33.203,0.00021894,0.00037734,0.0011016
34.18,0.000603,0.0017348,0.00093011
35.156,0.00058531,0.00095103,0.00060354
36.133,0.00037029,0.00018289,0.00091164
37.109,0.00034842,0.0020628,0.0013102
38.086,0.00042727,0.0021006,0.0010259
39.063,0.00040193,0.0030332,0.0025448
40.039,0.00050671,0.0021398,0.0010727
41.016,0.00089543,0.00025031,0.0027134
41.992,0.0013754,0.0014454,0.003338
42.969,0.00017134,0.0022572,0.00091563
43.945,0.00037015,0.0015396,0.0013956
44.922,0.00047342,0.0010893,0.00080341
45.898,0.00055411,0.0019117,0.00061961
46.875,0.00034406,0.00054266,0.0012201
47.852,8.2623e-05,0.0011824,0.00093699
48.828,4.3749e-05,0.0009405,0.00043851
49.805,0.00014211,0.00049643,0.0010405
50.781,9.7416e-05,0.00048978,0.00081066
51.758,0.00022802,0.0016797,0.00053525
52.734,0.00010487,0.00095097,0.00025418
53.711,5.908e-05,0.0014875,0.00058506
54.688,0.00030716,0.0013485,5.2327e-05
55.664,0.00034107,0.0014054,0.00067504
56.641,0.0003978,0.0010978,0.00029773
57.617,0.00011686,0.0017279,0.0010276
58.594,0.00049834,0.00058889,0.0009865
59.57,0.00042701,0.001403,0.00037811
60.547,0.00028213,0.00021167,0.00070486
61.523,0.000173,0.0003174,0.0007505
62.5,0.00089009,0.0015679,0.0029082
63.477,0.00021911,0.0011003,0.0003211
64.453,0.00039473,0.00031691,0.00038474
65.43,0.00024348,0.0014363,0.00053157
66.406,0.00010763,0.0015784,0.00030584
67.383,0.00067654,0.000329,0.00047483
68.359,0.00073287,0.0018471,0.00033409
69.336,0.00059672,0.00080405,0.0005052
70.313,0.00080915,0.0014604,0.00062533
71.289,0.00059889,0.0011548,0.00064627
72.266,0.00052302,0.00060292,0.00054649
73.242,0.00077754,0.00094933,0.00047068
74.219,0.00069699,0.0014648,0.0011052
75.195,0.0010683,0.0013968,0.0004141
76.172,0.0012391,0.0015199,0.00086323
77.148,0.0003991,0.0005294,0.00081032
78.125,0.00065899,0.00034662,0.00040709
79.102,0.00052389,0.00029213,0.00086894
80.078,0.0002816,0.00014125,0.00098051
81.055,0.0011476,0.0012176,0.0018132
82.031,0.00076115,0.00084847,0.0040689
83.008,0.0014111,0.004597,0.0064557
83.984,0.00042578,0.00080675,0.0034525
84.961,0.00094568,0.0011988,0.0011596
85.938,0.00081326,0.00057819,0.0014893
86.914,0.0021139,0.00095837,0.010016
87.891,0.0014146,0.00079672,0.0067248
88.867,0.0012699,0.00091542,0.0047876
89.844,0.00076054,3.6987e-05,0.0036228
90.82,0.0015326,0.0012228,0.0081255
91.797,0.0012261,0.00058908,0.0044796
92.773,0.00076953,0.0005668,0.0040389
93.75,0.00020484,0.0010774,0.0050389
94.727,0.0011466,0.00039456,0.0028645
95.703,0.00092969,0.00054712,0.0042082
96.68,0.00040939,0.00094812,0.0016201
97.656,0.00076635,0.0012126,0.0033727
98.633,0.00053994,0.00033181,0.00022999
99.609,0.00087972,0.0013703,0.0033232
100.59,0.00083515,0.0012791,0.002199
101.56,0.00063542,0.0006042,0.00069108
102.54,0.00062411,0.00059646,0.00085524
103.52,0.00032412,0.0010969,0.0018192
104.49,0.00036682,0.00075716,0.00090674
105.47,0.00061075,0.0015781,0.0015875
106.45,0.00071809,0.0010419,0.00030996
107.42,0.00045287,0.00059575,0.00028991
108.4,0.00027183,0.00078914,0.0013917
109.38,0.00042377,0.00063144,0.0011498
110.35,0.00047077,0.00075259,0.0019851
111.33,0.00033431,0.0004001,0.0011151
112.3,0.00051887,0.00039856,0.0013291
113.28,0.00021347,0.00054291,0.00057798
114.26,0.0003261,0.00072007,0.00050286
115.23,5.2873e-05,0.0008182,0.00054165
116.21,0.00027712,0.00029351,0.00054664
117.19,0.00041014,0.00052042,0.0015627
118.16,4.4271e-05,0.00050845,0.00039479
119.14,0.00021584,0.00017134,0.00091299
120.12,0.00026731,0.00052227,0.00042524
121.09,0.00018548,0.00058653,0.0010981
122.07,0.00028495,0.00050943,0.00085533
123.05,0.00034859,0.00074693,0.000767
124.02,0.0005511,0.0017242,0.0021118
125,0.00042818,0.0013146,0.0023102
125.98,0.00049469,0.00040808,0.0014328
126.95,0.00053876,0.0010244,0.00011002
127.93,0.00014931,0.0007484,0.00045688
128.91,0.00033523,0.0017624,0.00088919
129.88,0.00027056,0.00067405,9.7194e-05
130.86,0.00028935,0.00073359,0.00044686
131.84,9.9027e-05,0.00071528,0.00018913
132.81,0.00018062,0.00045793,0.00021797
