freq,X_2300us_unloaded_0,Y_2300us_unloaded_0,Z_2300us_unloaded_0
0,2.9082e-15,3.6623e-16,2.0186e-14
0.97656,0.0013247,0.0025904,0.00027523
1.9531,0.00060643,0.0013081,0.0001557
2.9297,0.00040692,0.00099851,8.2597e-05
3.9063,0.00032201,0.00071132,8.7566e-05
4.8828,0.00022137,0.0005344,4.207e-05
5.8594,0.00020319,0.00044839,1.8253e-05
6.8359,0.00015008,0.00035189,3.5405e-05
7.8125,0.00013393,0.00029687,3.021e-05
8.7891,0.00011253,0.00027774,2.628e-05
9.7656,7.6656e-05,0.0002233,2.2275e-05
10.742,8.3291e-05,0.00015139,2.7462e-05
11.719,5.5231e-05,0.00019067,8.8358e-06
12.695,5.3543e-05,0.0001474,6.6244e-06
13.672,5.1985e-05,0.00011337,7.2812e-06
14.648,3.2239e-05,8.9721e-05,5.072e-06
15.625,3.3804e-05,3.5247e-05,2.4384e-05
16.602,3.8903e-05,5.3046e-05,7.9574e-06
17.578,4.7566e-06,3.9856e-05,1.6664e-05
18.555,2.8825e-05,5.0037e-05,1.862e-05
19.531,1.1533e-05,3.777e-05,1.4091e-05
20.508,1.9418e-05,2.6657e-05,6.0564e-06
21.484,2.1956e-05,3.9071e-05,1.1288e-05
22.461,2.7925e-05,3.383e-05,2.2034e-05
23.438,6.1723e-06,5.1911e-05,5.5218e-06
24.414,3.7776e-05,4.6637e-05,1.1694e-05
25.391,6.8501e-06,2.6325e-05,8.5599e-06
26.367,1.5867e-05,4.8318e-05,1.0165e-05
27.344,1.9373e-05,4.4723e-05,8.4115e-06
28.32,2.4195e-05,5.0157e-05,1.4933e-05
29.297,2.0802e-05,6.5163e-05,4.0854e-06
30.273,2.0473e-05,7.4156e-05,1.3617e-05
31.25,4.1598e-05,5.0687e-05,2.2624e-05
32.227,1.0512e-05,5.7621e-05,3.5468e-05
33.203,4.7408e-05,6.3152e-05,1.3668e-05
34.18,2.5696e-05,8.7701e-05,1.0678e-05
35.156,4.3662e-05,9.8437e-05,8.0634e-06
36.133,4.5724e-05,7.8654e-05,1.7127e-05
37.109,5.6055e-05,8.2585e-05,1.194e-05
