freq,X_2300us_unloaded_1,Y_2300us_unloaded_1,Z_2300us_unloaded_1
0,4.8002e-15,2.3643e-15,3.064e-14
0.97656,0.00059269,0.0023603,7.1845e-05
1.9531,0.00029449,0.0012184,6.8651e-05
2.9297,0.00026203,0.00074444,4.6568e-05
3.9063,0.00019915,0.00057777,3.37e-05
4.8828,0.00011901,0.00040483,1.8504e-05
5.8594,8.8403e-05,0.00034768,2.8776e-05
6.8359,8.7017e-05,0.00031503,3.1798e-05
7.8125,8.0767e-05,0.00026717,1.3196e-05
8.7891,6.7995e-05,0.00021811,1.0931e-05
9.7656,8.1118e-05,0.00019053,1.4885e-05
10.742,6.7984e-05,0.00016335,1.1108e-05
11.719,5.1708e-05,0.00011409,1.818e-05
12.695,2.2754e-05,8.6923e-05,1.4368e-05
13.672,2.9978e-05,8.45e-05,1.0365e-05
14.648,4.5461e-05,9.0171e-05,7.1812e-06
15.625,2.1554e-05,5.9818e-05,1.875e-05
16.602,1.4538e-05,2.1186e-05,7.6587e-06
17.578,4.1885e-05,4.4591e-05,3.9359e-06
18.555,1.9258e-05,3.0557e-05,8.8748e-06
19.531,1.1451e-05,4.4879e-05,1.918e-05
20.508,1.2747e-05,3.5987e-05,5.6436e-06
21.484,8.4704e-06,1.9391e-05,3.4581e-06
22.461,3.4421e-06,1.852e-05,1.1455e-05
23.438,1.1364e-05,1.5018e-05,3.0205e-05
24.414,8.2455e-06,4.628e-05,9.6184e-06
25.391,2.9075e-05,2.7421e-05,6.4443e-06
26.367,2.3434e-05,3.691e-05,1.0135e-05
27.344,2.9784e-05,7.9857e-05,4.7299e-06
28.32,9.1942e-06,4.6413e-05,1.7848e-05
29.297,1.6732e-05,5.1654e-05,1.9564e-05
30.273,1.5125e-05,3.5452e-05,1.1151e-05
31.25,2.5466e-05,2.1693e-05,1.8343e-05
32.227,2.4121e-05,5.8692e-05,3.0163e-05
33.203,3.7833e-05,4.0482e-05,2.3883e-05
34.18,3.9423e-05,7.3355e-05,6.0381e-06
35.156,1.2139e-05,7.8406e-05,1.7196e-05
36.133,2.2508e-05,5.632e-05,1.4614e-05
37.109,1.8815e-05,5.5018e-05,2.5184e-05
38.086,1.6006e-05,4.7367e-05,2.8753e-05
39.063,4.3021e-05,2.4446e-05,1.3818e-05
40.039,1.2152e-05,7.9625e-05,1.038e-05
41.016,5.1335e-05,4.7843e-05,1.108e-05
41.992,2.8117e-05,5.5337e-05,1.6143e-05
42.969,1.1093e-05,6.7135e-05,7.1508e-06
43.945,2.8524e-05,7.7567e-05,1.473e-05
44.922,2.0513e-05,3.5099e-05,2.1609e-05
45.898,1.8179e-05,4.2399e-05,2.0019e-05
46.875,5.947e-06,1.006e-05,8.3993e-06
47.852,1.8911e-05,4.2894e-05,1.0723e-05
48.828,7.6937e-06,2.049e-05,1.1836e-05
49.805,2.1223e-05,5.1691e-05,1.1129e-05
50.781,1.4833e-05,7.8898e-05,2.2365e-05
51.758,8.0398e-06,3.1248e-05,1.391e-05
52.734,2.3821e-05,3.1013e-05,9.4642e-06
53.711,2.8368e-05,5.2028e-05,1.1554e-05
54.688,3.4449e-05,1.3531e-05,2.2378e-05
55.664,2.3096e-05,2.2275e-05,8.9813e-06
56.641,2.1875e-05,2.1522e-05,1.1675e-05
57.617,1.499e-05,3.0913e-05,1.4469e-05
58.594,2.1948e-05,4.253e-05,6.4025e-06
59.57,1.613e-05,2.6548e-05,1.6173e-05
60.547,2.0464e-05,1.5734e-05,7.5358e-06
61.523,1.4458e-05,1.4272e-05,3.5258e-05
62.5,0.00012523,0.00014895,3.7532e-05
63.477,1.2866e-05,2.6002e-06,1.7785e-05
64.453,8.5515e-06,1.3088e-05,5.9513e-06
65.43,5.4433e-06,1.4302e-05,9.8742e-06
66.406,1.9106e-05,3.4086e-05,1.3921e-05
67.383,5.7246e-06,3.1263e-05,1.2263e-05
68.359,2.6947e-05,2.8272e-05,1.1434e-05
69.336,1.3955e-05,3.5808e-05,1.1146e-06
70.313,1.0715e-05,6.3792e-05,1.6827e-05
71.289,3.0276e-05,2.0576e-05,1.7924e-05
72.266,3.8916e-06,4.5e-05,1.3795e-05
73.242,2.1141e-05,2.0841e-05,3.2438e-06
74.219,1.531e-05,2.9113e-05,1.8114e-05
75.195,2.567e-05,2.3078e-05,8.4164e-06
76.172,1.3645e-05,1.5374e-05,1.8734e-06
77.148,2.9196e-05,3.093e-05,1.6087e-05
78.125,2.4211e-05,5.9836e-05,4.735e-06
79.102,3.4926e-05,9.6405e-06,3.6014e-06
80.078,1.2373e-05,2.0208e-05,9.6286e-06
81.055,1.5834e-05,4.458e-05,2.2484e-06
82.031,3.3543e-05,1.1727e-05,2.8593e-05
83.008,1.4324e-05,2.2982e-05,2.4907e-05
83.984,1.4597e-05,3.1891e-05,1.7061e-05
84.961,1.256e-05,2.6257e-05,8.6625e-06
85.938,1.3976e-05,2.2187e-05,1.9463e-05
86.914,9.964e-06,2.508e-05,6.3589e-06
87.891,1.1329e-05,2.9044e-05,2.406e-06
88.867,2.4766e-05,4.3039e-05,4.242e-06
89.844,5.3648e-06,7.0551e-05,5.9962e-06
90.82,1.408e-05,1.9818e-05,1.0877e-05
91.797,5.5926e-06,3.0837e-05,4.6731e-06
92.773,9.005e-06,2.6856e-05,1.0993e-05
93.75,1.1041e-05,5.5467e-05,2.2246e-05
94.727,2.1267e-05,4.6189e-05,1.2265e-05
95.703,7.6964e-06,1.6522e-05,1.7714e-05
96.68,1.5831e-05,4.8941e-05,1.0853e-05
97.656,1.9257e-05,4.7488e-05,1.7911e-05
98.633,4.9512e-06,1.4446e-05,5.2855e-06
99.609,4.376e-06,3.7949e-05,4.4488e-06
100.59,1.044e-05,2.6575e-05,8.4177e-06
101.56,8.7149e-06,4.569e-05,7.1468e-06
102.54,2.5333e-05,1.0157e-05,6.2153e-06
103.52,3.5466e-05,1.3807e-05,7.6401e-06
104.49,3.4908e-06,8.1633e-06,1.2033e-05
105.47,1.3878e-05,2.1608e-05,2.1923e-05
106.45,8.1612e-06,2.0419e-05,8.1047e-06
107.42,1.5033e-05,1.9297e-06,1.5679e-06
108.4,1.8881e-05,6.2879e-06,1.2174e-05
109.38,2.4435e-05,4.5261e-05,7.5831e-06
110.35,1.947e-05,1.5659e-05,7.3475e-06
111.33,1.8922e-05,2.5665e-06,1.8402e-06
112.3,1.3452e-05,2.0233e-05,1.4209e-05
113.28,1.0842e-05,3.6333e-05,1.1016e-05
114.26,2.8512e-05,9.1856e-06,2.0477e-05
115.23,3.11e-06,1.5531e-05,1.5643e-05
116.21,3.0341e-05,2.6429e-05,1.0679e-05
117.19,2.9475e-05,2.1512e-05,5.5644e-06
118.16,1.8018e-05,1.8954e-05,6.5518e-06
119.14,6.4792e-06,3.0591e-05,4.8314e-06
120.12,3.3946e-05,2.5336e-05,4.754e-06
121.09,3.6654e-05,1.9109e-05,5.0161e-06
122.07,1.8798e-05,2.3066e-05,1.2806e-05
123.05,9.9549e-06,1.5665e-05,1.0189e-05
124.02,1.8781e-05,2.1838e-05,1.5836e-05
125,9.7193e-05,0.00010553,2.7515e-05
125.98,2.5109e-05,4.5974e-05,1.1259e-05
126.95,1.7877e-05,1.4101e-05,1.5139e-05
127.93,2.4562e-05,2.0174e-05,1.2476e-05
128.91,9.2974e-06,3.6475e-05,1.6311e-05
129.88,6.0411e-06,1.7654e-05,4.136e-06
130.86,3.0631e-05,3.5594e-05,8.7862e-06
131.84,1.5426e-05,2.7512e-05,1.1047e-05
132.81,1.5026e-05,5.5324e-05,1.0243e-05
133.79,2.3896e-05,2.5906e-05,5.9722e-06
134.77,4.086e-06,3.3193e-06,3.5109e-06
135.74,2.3506e-05,1.0864e-05,9.2716e-06
136.72,9.4784e-06,1.8475e-05,2.7591e-06
137.7,9.1484e-06,5.7195e-06,5.573e-06
138.67,1.2584e-05,9.2746e-06,1.2501e-05
139.65,1.2113e-05,2.1359e-05,8.3347e-06
140.63,2.1254e-05,3.9734e-05,3.3438e-06
141.6,1.1258e-05,1.3313e-05,8.1229e-06
142.58,1.7477e-05,1.755e-05,1.0669e-05
143.55,2.0423e-05,1.4579e-05,1.5714e-05
144.53,1.7137e-05,2.6777e-05,7.1248e-06
145.51,6.5972e-06,1.2131e-05,4.3549e-06
146.48,2.6841e-05,7.4148e-06,1.1123e-05
147.46,1.7524e-05,1.6545e-05,1.0239e-05
148.44,1.4699e-05,2.9085e-05,2.0926e-05
149.41,5.6006e-06,4.7143e-06,2.8067e-06
150.39,2.1972e-05,1.2977e-05,3.226e-07
151.37,2.391e-05,1.6852e-05,1.0108e-05
152.34,1.5033e-05,4.3631e-05,1.7728e-05
153.32,2.4079e-05,1.4448e-05,4.6336e-06
154.3,1.1349e-05,1.943e-05,7.8248e-06
155.27,5.0721e-06,2.4304e-05,8.9268e-06
156.25,1.5747e-05,1.6122e-05,1.2926e-05
157.23,3.0656e-05,3.0667e-05,6.9264e-06
158.2,1.7338e-05,1.2746e-05,9.6476e-06
159.18,1.3161e-05,2.0814e-05,7.2158e-06
160.16,3.8019e-06,3.9844e-05,1.5004e-05
161.13,3.5036e-05,4.2478e-05,1.8496e-05
162.11,2.2089e-05,8.3978e-06,1.7902e-05
163.09,2.2362e-05,1.7462e-05,1.905e-05
164.06,1.3894e-05,4.7757e-05,2.079e-05
165.04,1.7822e-05,1.8822e-05,9.4035e-06
166.02,1.1872e-05,2.4502e-05,1.2825e-05
166.99,3.2818e-06,1.1189e-05,1.1209e-05
167.97,1.4369e-05,5.8802e-05,2.2711e-05
168.95,2.02e-05,4.3767e-05,1.6054e-05
169.92,1.7226e-05,2.5377e-05,1.6549e-05
170.9,2.2703e-05,6.7892e-06,1.1931e-05
171.88,2.0436e-05,2.9478e-05,1.4462e-05
172.85,1.7008e-05,2.4236e-05,7.765e-06
173.83,2.4143e-05,2.4508e-05,5.9859e-06
174.8,1.7074e-05,4.6993e-06,8.079e-06
175.78,1.5688e-05,3.4256e-05,1.1406e-05
176.76,1.3135e-05,3.9711e-05,1.3541e-05
177.73,4.9397e-06,3.1299e-05,7.9e-06
178.71,1.2828e-05,2.8351e-05,1.4073e-05
179.69,2.6728e-05,3.7632e-05,2.0353e-05
180.66,7.834e-06,1.8874e-05,2.4063e-05
181.64,2.6237e-06,1.571e-05,1.4199e-05
182.62,1.3704e-05,2.3973e-05,6.8244e-06
183.59,9.3629e-06,3.1767e-05,8.5112e-06
184.57,4.5075e-06,3.0155e-05,1.4791e-05
185.55,4.1549e-05,1.3674e-05,9.2903e-06
186.52,1.2745e-05,3.5612e-05,1.1191e-05
187.5,9.1716e-05,0.00011391,1.3274e-05
188.48,5.7558e-06,1.9083e-05,9.0937e-06
189.45,3.0762e-06,9.639e-06,2.8121e-06
190.43,2.5577e-06,1.2711e-05,1.3737e-05
191.41,1.05e-05,4.4953e-05,2.4761e-05
192.38,7.6062e-06,7.0553e-06,6.2069e-06
193.36,3.492e-06,3.4807e-05,1.1163e-05
194.34,2.3137e-05,2.296e-05,1.5877e-05
195.31,1.8461e-05,1.1414e-05,6.0242e-06
196.29,2.0424e-05,1.5767e-05,4.6354e-06
197.27,2.9929e-05,8.1973e-06,1.1503e-05
198.24,1.6725e-05,6.1944e-06,8.5908e-06
199.22,3.0136e-05,2.6954e-05,7.6892e-06
200.2,5.9448e-06,1.12e-05,6.1035e-06
201.17,2.0014e-05,2.1346e-05,6.5669e-06
202.15,3.8171e-05,2.6597e-05,3.852e-06
203.13,1.4292e-05,2.0383e-05,1.2563e-05
204.1,2.036e-05,2.3906e-05,1.7668e-05
205.08,1.2087e-05,1.2543e-05,6.0134e-06
206.05,3.0534e-05,9.4064e-06,8.0439e-06
207.03,1.98e-05,5.9914e-05,8.4967e-06
208.01,9.4906e-07,1.6032e-05,1.0894e-05
208.98,1.1156e-05,7.8688e-06,3.2443e-06
209.96,2.1765e-05,2.195e-05,5.4291e-06
210.94,2.8438e-06,3.4088e-05,1.7886e-05
211.91,1.0717e-05,1.4408e-05,2.0264e-06
212.89,1.8635e-05,2.0406e-05,7.3796e-06
213.87,1.8235e-05,2.271e-05,5.9504e-06
214.84,2.8167e-05,4.4424e-05,2.1818e-05
215.82,9.9012e-06,7.3468e-06,9.1451e-06
216.8,1.7145e-05,2.7666e-05,1.3167e-06
217.77,2.4251e-05,1.945e-05,1.4899e-05
218.75,7.3436e-06,3.7846e-05,2.1055e-05
219.73,1.2084e-05,1.146e-05,1.5536e-05
220.7,1.4202e-05,1.4552e-05,2.2376e-05
221.68,3.1438e-05,4.4488e-06,2.5841e-05
222.66,9.1741e-06,4.223e-05,3.5328e-05
223.63,2.5819e-05,8.7517e-06,2.1582e-05
224.61,6.1424e-06,1.4521e-05,1.6822e-05
225.59,1.9095e-05,1.3159e-05,1.0582e-05
226.56,1.8159e-05,2.9749e-05,3.1876e-05
227.54,3.8535e-06,1.4842e-05,2.3852e-05
228.52,1.0937e-05,1.0304e-05,1.2285e-05
229.49,8.0536e-06,2.0543e-05,6.5433e-06
230.47,1.8074e-05,5.5794e-05,5.5071e-06
231.45,1.9084e-05,2.0315e-05,1.115e-05
232.42,1.4751e-05,1.7696e-05,1.1716e-05
233.4,9.2291e-06,1.8665e-05,8.5709e-06
234.38,2.0993e-06,4.0943e-05,9.789e-06
235.35,3.2342e-05,1.1257e-05,9.9613e-06
236.33,1.2453e-05,2.942e-05,7.7405e-06
237.3,3.1088e-05,5.9126e-06,6.0124e-06
238.28,5.3326e-05,5.9597e-05,1.8404e-05
239.26,2.7568e-05,5.1714e-05,1.1305e-05
240.23,1.2638e-05,9.7115e-06,1.313e-05
241.21,9.1933e-06,2.6266e-05,9.2883e-06
242.19,2.4739e-05,3.9528e-05,1.2355e-05
243.16,1.1697e-05,2.7526e-05,7.1418e-06
244.14,1.9295e-05,2.494e-05,1.2055e-05
245.12,3.677e-05,3.2264e-05,1.8305e-05
246.09,1.5369e-05,3.1922e-05,2.8679e-05
247.07,2.8711e-05,1.0569e-05,2.5163e-05
248.05,3.548e-05,9.1248e-06,2.2704e-05
249.02,4.7159e-05,2.4962e-05,2.4892e-05
250,0.00037703,0.00032059,3.7209e-05
250.98,4.6061e-05,8.3799e-06,1.3506e-05
251.95,1.5293e-05,1.8332e-05,1.1328e-05
252.93,1.9394e-05,2.3869e-05,1.463e-05
253.91,3.2394e-05,5.6013e-05,1.2239e-05
254.88,2.3024e-05,2.4343e-05,9.572e-06
