freq,X_800us_unloaded_3,Y_800us_unloaded_3,Z_800us_unloaded_3
0,3.1417e-15,2.8488e-16,2.3087e-14
0.97656,0.0002992,0.0066633,0.00021112
1.9531,0.00014047,0.0034604,8.4804e-05
2.9297,8.5981e-05,0.0022991,2.7336e-05
3.9063,9.2828e-05,0.0018078,6.3128e-05
4.8828,4.4533e-05,0.0012427,3.5385e-05
5.8594,3.9867e-05,0.0010565,2.0233e-05
6.8359,1.9285e-05,0.00092042,4.8918e-05
7.8125,3.667e-05,0.00070367,1.991e-05
8.7891,5.9044e-05,0.00060375,1.5679e-05
9.7656,2.6191e-05,0.0005397,3.312e-05
10.742,1.1189e-05,0.00044706,1.148e-05
11.719,3.1167e-05,0.00041457,3.4667e-05
12.695,1.1976e-05,0.00028883,3.3863e-05
13.672,1.9438e-05,0.00028503,4.9193e-06
14.648,1.451e-05,0.00019713,9.1419e-06
15.625,1.4185e-05,0.00016482,3.5698e-05
16.602,2.297e-06,0.00014501,1.0619e-05
17.578,3.3268e-05,0.00010145,3.005e-06
18.555,3.8015e-05,0.00011208,2.1589e-05
19.531,1.0363e-05,6.4965e-05,2.1605e-05
20.508,3.9471e-06,3.0636e-05,1.6452e-06
21.484,1.5991e-05,4.0658e-05,2.3438e-05
22.461,2.7138e-05,3.8066e-05,3.0163e-05
23.438,4.9591e-06,8.7867e-05,3.3192e-05
24.414,7.7656e-06,9.3061e-05,1.915e-05
25.391,1.6166e-05,0.00010963,7.3305e-06
26.367,2.831e-05,8.3175e-05,3.3101e-05
27.344,7.1945e-06,0.00010232,2.1591e-05
28.32,2.5198e-05,0.00012441,2.5036e-05
29.297,1.863e-05,0.00014322,1.2031e-05
30.273,9.9934e-06,0.00011832,6.1852e-06
31.25,2.5286e-05,0.00018172,2.1393e-05
32.227,1.949e-05,0.00016533,3.0863e-05
33.203,1.0565e-05,0.00015001,1.0218e-05
34.18,1.4405e-05,0.00016722,2.1149e-05
35.156,1.6994e-05,0.00015339,2.5815e-05
36.133,2.8982e-05,0.00017121,7.6287e-06
37.109,1.7217e-05,0.00018111,4.6021e-05
38.086,5.4931e-06,0.00017336,1.0102e-05
39.063,1.4802e-05,0.00019003,2.0328e-05
40.039,1.7363e-05,0.00015248,2.8097e-05
41.016,1.2095e-05,0.00016345,7.6509e-06
41.992,7.124e-06,0.00014977,2.0118e-05
42.969,1.3574e-05,0.00014585,3.3789e-05
43.945,1.0872e-05,0.00015613,3.1735e-05
44.922,1.0354e-05,0.00017276,2.286e-05
45.898,2.6507e-05,0.00014662,2.4312e-05
46.875,3.7793e-05,0.00014301,1.6368e-05
47.852,1.6451e-05,0.00012122,3.1922e-05
48.828,2.1917e-05,0.00013328,3.5481e-05
49.805,1.8645e-05,9.4572e-05,5.5536e-06
50.781,1.3699e-05,0.00011939,1.817e-05
51.758,2.8054e-05,0.00010895,2.0985e-05
52.734,2.477e-05,9.1942e-05,1.5313e-05
53.711,2.192e-05,9.1884e-05,1.6012e-05
54.688,2.4936e-05,8.0182e-05,2.6804e-05
55.664,4.5254e-06,5.8269e-05,2.6503e-05
56.641,2.2248e-05,4.4253e-05,1.964e-05
57.617,3.0519e-06,4.3101e-05,1.9075e-05
