freq,X_900us_loaded_loosepylon_6,Y_900us_loaded_loosepylon_6,Z_900us_loaded_loosepylon_6
0,1.7808e-16,1.2099e-15,5.9774e-16
0.97656,0.00010061,0.0012595,0.0016307
1.9531,0.00040265,0.0042112,0.0032267
2.9297,0.00018541,0.0030729,0.0014461
3.9063,0.00044777,0.0015226,0.00081215
4.8828,0.00085489,0.00014066,0.00079654
5.8594,0.00028838,0.00064122,0.00050153
6.8359,0.00027373,0.00051459,0.00077031
7.8125,0.00027482,0.00062414,0.0013546
8.7891,0.00018795,0.00067081,0.0011001
9.7656,0.00012238,0.00076545,0.00043593
10.742,0.00035872,0.0021205,0.00090582
11.719,0.00054235,0.0007069,0.0027207
12.695,0.0010765,0.00076942,0.0041712
13.672,0.00063512,0.0014589,0.0025396
14.648,0.00017455,0.00056603,0.00077933
15.625,0.0001769,0.00091017,0.00060331
16.602,0.00012414,0.0013069,0.0007025
17.578,0.00015613,0.00088186,0.001529
18.555,0.0003711,0.0010665,0.0012089
19.531,0.00011303,0.00094308,0.00035822
20.508,0.00033066,0.0010913,0.00082675
21.484,0.00032714,0.0015915,0.00067892
22.461,0.00024631,0.00051664,0.0012014
23.438,3.6884e-05,0.00024752,0.001309
24.414,0.0001381,0.00079403,0.00077318
25.391,9.7494e-05,0.00092361,0.00063198
26.367,3.7766e-05,0.00025917,0.00070804
27.344,5.753e-05,0.00097069,0.00055526
28.32,0.00029207,0.00065137,0.00076321
29.297,0.00040097,0.0024407,0.0018531
30.273,0.00017868,0.0030529,0.0020895
31.25,0.0013264,0.0064218,0.0008926
32.227,0.0015322,0.0066775,0.0010559
33.203,0.0066728,0.031478,0.010173
34.18,0.0018044,0.010202,0.0041917
35.156,0.0005628,0.0043011,0.00074016
36.133,0.00036579,0.0034722,0.0015299
37.109,0.0021058,0.0031321,0.00085882
38.086,0.0018995,0.002989,0.0015024
39.063,0.0026166,0.00087894,0.00077256
40.039,0.00032704,0.0027599,0.0014421
41.016,0.001648,0.002021,0.00031852
41.992,0.00034595,0.00036009,0.00061428
42.969,0.00060952,0.00088458,0.0012674
43.945,0.00052854,0.0013155,0.0007196
44.922,0.00032929,0.0010577,0.00066237
45.898,0.00037809,0.0015483,0.00079466
46.875,0.00023638,0.00072957,0.00050911
47.852,0.0003188,0.00088443,0.0011207
48.828,0.00047474,0.00094296,0.0011175
49.805,0.00058668,0.0024155,0.00057987
50.781,0.00021912,0.00048843,0.00086052
51.758,0.00014495,0.0009269,0.0014082
52.734,0.00026992,0.00020744,0.00052573
53.711,0.00018809,0.0019594,0.00028449
54.688,0.00015873,0.001112,0.00031565
55.664,0.00031818,0.00099376,0.00078268
56.641,0.00029039,0.0011643,0.00048189
57.617,0.00034989,0.0014709,0.00093924
58.594,0.00075427,0.00039675,0.00075427
59.57,0.00052472,0.0011423,0.0010243
60.547,0.00024056,0.00087763,0.0019446
61.523,0.00016805,0.00046469,0.0018271
62.5,0.0010556,0.002553,0.0004061
63.477,0.00077751,0.0041596,0.0016189
64.453,0.00092684,0.01186,0.0021179
65.43,0.0027092,0.0049186,0.004889
66.406,0.0095086,0.013896,0.019075
67.383,0.0064777,0.0055391,0.012489
68.359,0.0027317,0.0018855,0.00067536
69.336,0.0019279,0.0017858,0.0024309
70.313,0.0021847,0.0011953,0.0010385
71.289,0.0013271,0.0011106,0.0033428
72.266,0.0021888,0.0017253,0.0019444
73.242,0.0016313,0.0003216,0.0024918
74.219,0.00018669,0.0022723,0.0032553
75.195,0.00063886,0.00064979,0.0021888
76.172,0.0014634,0.0019957,0.0021549
77.148,0.00096186,0.0019662,0.00093606
78.125,0.00038817,0.00057091,0.0014285
79.102,0.0013464,0.00082861,0.0037819
80.078,0.0012292,0.0010945,0.000915
81.055,0.00060699,0.00077426,0.00033824
82.031,0.00033356,0.00054836,0.0011853
83.008,0.00053149,0.00029756,0.0015811
83.984,0.0016296,0.00095926,0.0034905
84.961,0.00088729,0.0005134,0.003094
85.938,0.00060568,0.0012386,0.0011765
86.914,7.6987e-05,0.00073667,0.0004271
87.891,0.00073242,0.00018449,0.0025232
88.867,0.00017876,0.00016769,0.0012013
89.844,0.0001421,0.000553,0.0012229
90.82,0.00050733,0.00090918,0.0022473
91.797,0.00053102,0.00062653,0.0019478
92.773,0.00023778,0.00092648,0.0015626
93.75,0.0004029,0.00052087,0.0021392
94.727,0.00073915,0.00043337,0.001763
95.703,0.00055328,0.0013433,0.0028454
96.68,0.00079698,0.00045794,0.0026185
97.656,0.0012978,0.0018685,0.0083673
98.633,0.00044804,0.00052722,0.00069693
99.609,0.00071323,0.0017403,0.003616
100.59,0.0012995,0.001503,0.0053491
101.56,0.00089692,0.0012462,0.0043169
102.54,0.00044704,0.0022127,0.0010678
103.52,0.00047186,0.0016303,0.0042081
104.49,0.00034639,0.00027101,0.0021477
