freq,X_800us_loaded_6,Y_800us_loaded_6,Z_800us_loaded_6
0,2.8189e-16,4.4975e-16,2.3193e-15
0.97656,6.2946e-05,0.00017151,0.00028037
1.9531,7.8182e-05,9.3129e-05,0.00024532
2.9297,9.6712e-05,0.00030301,0.00037824
3.9063,0.00011914,0.00043531,0.00027096
4.8828,0.00021116,0.00093713,0.00072704
5.8594,1.5198e-05,0.00057592,0.00041871
6.8359,0.00016438,0.00058669,0.00020166
7.8125,7.5206e-05,0.00090204,0.00032787
8.7891,0.00036387,0.00090171,0.00085824
9.7656,0.00022845,0.00039143,0.00043819
10.742,0.00016341,0.00094009,0.00096888
11.719,0.000123,0.00034328,7.1602e-05
12.695,4.6101e-05,0.00079389,0.00062605
13.672,0.00014635,0.00095758,0.00047117
14.648,0.00017513,0.0010892,0.00078966
15.625,0.00012948,0.00097549,0.00049922
16.602,5.9662e-05,0.0009563,0.00079619
17.578,0.00019297,0.0018431,0.00020811
18.555,0.00047076,0.0094357,0.0024377
19.531,0.00026497,0.0030806,0.00062749
20.508,0.00013761,0.0015047,0.00028148
21.484,7.3567e-05,0.0011988,0.00033881
22.461,7.0302e-05,0.00046374,0.00044876
23.438,0.0001678,0.0020777,2.7759e-05
24.414,0.00020867,0.0008495,0.00027153
25.391,0.00013323,0.00058343,0.00017503
26.367,3.9765e-05,0.0002452,0.00043783
27.344,0.0002334,0.001123,0.00026258
28.32,0.00016731,0.00073797,0.0002827
29.297,0.00012773,0.00045375,0.00010731
30.273,0.00016062,0.00098263,4.8764e-05
31.25,0.00014791,0.00060047,0.00045522
32.227,0.00017309,0.00010202,0.00047186
33.203,2.8964e-05,0.0010816,0.00072436
34.18,8.2867e-05,2.3182e-05,0.00042639
35.156,0.00048742,8.8443e-05,0.00058092
36.133,0.00010809,0.00046993,0.00020882
37.109,0.00050158,0.00049843,0.0017347
38.086,0.00049988,0.0012164,0.0015494
39.063,0.00015403,0.00075182,0.00038688
40.039,0.00020262,0.0012094,0.00010594
41.016,0.00045794,0.0016924,0.00049284
41.992,0.00065876,0.003874,0.00095137
42.969,0.00052615,0.0022851,0.0006149
