freq,X_1700us_unloaded_5,Y_1700us_unloaded_5,Z_1700us_unloaded_5
0,1.8312e-15,3.3e-15,1.6666e-14
0.97656,0.00012186,0.0012985,1.7584e-05
1.9531,8.3832e-05,0.00058432,1.8392e-05
2.9297,3.2345e-05,0.00036209,2.2703e-06
3.9063,8.7242e-05,0.00028153,4.227e-06
4.8828,3.3574e-05,0.00025141,1.4076e-05
5.8594,2.2438e-05,0.00018447,1.565e-05
6.8359,3.2218e-05,0.00014727,1.9385e-05
7.8125,1.59e-05,0.00010086,1.2425e-05
8.7891,1.7219e-05,0.00010014,8.2581e-06
9.7656,2.5686e-05,5.7753e-05,5.9339e-06
10.742,6.2951e-06,6.1334e-05,7.5293e-06
11.719,1.5536e-05,7.7861e-05,8.6757e-06
12.695,5.8555e-06,7.1644e-05,6.4588e-06
13.672,1.15e-05,3.9964e-05,1.2416e-05
14.648,2.9624e-05,3.6072e-05,6.6466e-06
15.625,1.8382e-05,4.2875e-05,1.7407e-05
16.602,2.1289e-05,4.3898e-05,1.9166e-05
17.578,2.2817e-05,4.0689e-05,5.4659e-06
18.555,1.0018e-05,1.8293e-05,7.5059e-06
19.531,3.5095e-05,5.4868e-05,1.11e-05
20.508,2.3178e-05,2.3751e-05,1.152e-05
21.484,1.1632e-05,4.5324e-05,7.3961e-06
22.461,3.1248e-05,4.5887e-05,4.6239e-06
23.438,1.0913e-05,4.1078e-05,2.3083e-05
24.414,9.1222e-06,2.8472e-05,1.9641e-05
25.391,3.4092e-05,6.5599e-06,7.8673e-06
26.367,1.2548e-05,2.1143e-05,2.5192e-06
27.344,6.1469e-06,4.5212e-05,1.2829e-05
28.32,9.984e-06,2.6726e-05,4.9993e-06
29.297,1.8607e-05,2.4836e-05,1.0224e-05
30.273,7.1479e-06,9.1204e-06,1.0897e-05
31.25,1.9663e-05,7.3912e-05,1.0849e-05
32.227,1.8306e-05,3.3643e-05,9.6689e-06
33.203,2.2847e-05,3.4485e-05,7.4083e-06
34.18,1.0393e-05,3.9307e-05,4.4088e-06
35.156,1.4898e-05,4.1621e-05,2.0454e-05
36.133,1.4739e-05,2.157e-05,5.7981e-06
37.109,2.0957e-05,4.4371e-05,1.6695e-06
38.086,1.6961e-05,5.0184e-05,9.7006e-06
39.063,1.5609e-05,2.2213e-05,1.2143e-05
40.039,1.9932e-05,2.3073e-05,3.7052e-06
41.016,1.1199e-05,2.5113e-05,1.044e-05
41.992,1.5013e-05,4.1898e-05,1.0642e-05
42.969,1.4016e-05,2.2081e-05,6.0621e-06
43.945,3.5823e-05,3.4413e-05,5.1017e-06
44.922,5.6372e-06,3.976e-05,3.1332e-06
45.898,1.0989e-05,2.8499e-05,2.3614e-06
46.875,2.1105e-05,8.7174e-06,5.4734e-06
47.852,1.5355e-05,2.398e-05,5.4849e-06
48.828,2.2144e-05,2.3954e-05,8.4982e-06
49.805,2.4523e-05,2.9579e-05,1.1247e-05
50.781,1.502e-05,8.4188e-05,1.1861e-05
51.758,5.9221e-06,2.0776e-05,2.3422e-06
52.734,1.5405e-05,7.9378e-06,2.034e-06
53.711,1.3245e-05,3.4178e-05,1.4335e-06
54.688,1.7931e-05,4.8553e-05,2.1036e-05
55.664,1.5451e-05,2.7909e-05,1.0505e-05
56.641,1.2083e-05,2.0654e-05,5.7618e-06
57.617,6.6964e-06,1.2619e-05,2.5906e-06
58.594,7.0138e-06,3.5885e-05,1.2609e-05
59.57,4.0314e-05,1.5474e-05,7.622e-06
60.547,2.8619e-05,3.2587e-05,1.7342e-06
61.523,1.2353e-05,1.7846e-05,6.0905e-06
62.5,0.00013369,0.00013217,2.5684e-05
63.477,7.4351e-06,1.0294e-05,8.7725e-06
64.453,6.9229e-06,1.6739e-05,7.1276e-06
65.43,2.0124e-05,1.2953e-05,8.297e-06
66.406,3.1755e-06,3.6556e-05,3.6622e-06
67.383,2.4318e-05,1.9116e-05,1.2155e-05
68.359,9.5128e-07,3.6766e-06,3.765e-06
69.336,3.6666e-06,8.5212e-06,8.698e-06
70.313,2.0562e-05,3.2883e-05,5.0546e-06
71.289,1.2687e-05,4.8278e-05,4.5431e-06
72.266,2.2858e-05,2.6851e-05,1.3138e-05
73.242,4.1746e-05,1.3037e-05,5.948e-06
74.219,1.5669e-05,1.8636e-05,2.7539e-05
75.195,9.617e-06,9.9662e-06,5.4564e-06
76.172,1.7053e-05,2.7165e-05,1.3801e-05
77.148,1.2491e-05,2.1025e-05,5.9134e-06
78.125,1.0483e-05,3.2699e-05,8.897e-06
79.102,1.4804e-05,2.3886e-05,3.952e-06
80.078,1.6679e-05,6.3368e-06,9.2373e-07
81.055,8.2019e-06,3.2843e-05,2.4658e-06
82.031,2.9643e-06,4.206e-05,9.3843e-06
83.008,1.0062e-05,1.2098e-05,7.6754e-06
