freq,X_900us_unloaded_4,Y_900us_unloaded_4,Z_900us_unloaded_4
0,3.0658e-15,2.6522e-15,4.2148e-14
0.97656,0.00041554,0.00058595,0.00014354
1.9531,0.00023212,0.00019978,5.9768e-05
2.9297,0.00012365,0.00013367,2.8652e-05
3.9063,7.7351e-05,0.00011207,3.8812e-05
4.8828,9.2536e-05,9.3865e-05,3.2344e-05
5.8594,8.4307e-05,6.1981e-05,2.0028e-05
6.8359,1.8747e-05,3.3971e-05,3.0488e-05
7.8125,2.4192e-05,3.754e-05,1.5626e-05
8.7891,1.6716e-05,1.4178e-05,4.8255e-06
9.7656,1.9135e-05,2.161e-05,2.1318e-05
10.742,2.5549e-05,2.6788e-05,3.0431e-05
11.719,1.2781e-05,5.5334e-05,1.3265e-05
12.695,2.0617e-05,2.2431e-05,3.3607e-05
13.672,1.2878e-05,2.9472e-05,1.3372e-05
14.648,4.4569e-05,1.7518e-05,1.1202e-05
15.625,2.6729e-05,1.1227e-05,1.8906e-05
16.602,1.2239e-05,2.3803e-05,1.3023e-05
17.578,3.4454e-05,2.0736e-05,1.3164e-05
18.555,4.91e-06,9.5231e-06,1.0438e-05
19.531,9.8975e-06,4.9102e-05,1.9176e-05
20.508,1.3516e-05,1.6685e-05,1.3367e-05
21.484,1.9951e-05,1.2892e-05,1.5256e-05
22.461,1.9256e-05,2.2925e-05,2.2176e-05
23.438,7.6752e-06,2.6888e-05,1.2726e-05
24.414,7.5467e-06,1.6472e-05,1.0865e-05
25.391,1.5994e-05,7.47e-06,1.1915e-05
26.367,1.7198e-05,1.5783e-05,2.9459e-05
27.344,1.2061e-05,4.2489e-05,1.958e-05
28.32,2.2815e-05,3.6075e-05,1.8374e-05
29.297,1.8418e-05,2.2235e-05,1.7224e-05
30.273,3.3662e-05,2.9292e-05,1.2285e-05
31.25,1.6692e-05,3.9778e-05,3.9584e-05
32.227,2.1229e-05,1.5762e-05,1.0473e-05
33.203,1.9494e-05,1.2514e-05,3.8259e-06
34.18,9.8267e-06,3.3019e-05,2.2498e-05
35.156,3.6002e-05,3.6993e-05,3.2267e-05
36.133,2.3213e-05,1.2861e-05,2.4837e-05
37.109,4.9935e-06,1.1918e-05,2.8292e-05
38.086,3.3788e-06,1.4175e-05,1.3947e-05
39.063,1.3299e-05,3.6343e-05,4.0702e-05
40.039,1.9901e-05,5.5139e-06,2.8935e-05
41.016,6.6326e-06,1.7764e-05,1.4219e-05
41.992,1.4436e-05,1.2722e-05,2.1142e-05
42.969,2.1446e-05,2.7258e-05,1.8068e-05
43.945,3.6731e-05,2.661e-05,2.0468e-05
44.922,7.8673e-06,3.1794e-05,1.1417e-05
45.898,1.21e-05,9.2822e-06,2.0507e-05
46.875,1.4374e-05,4.8755e-05,1.5461e-05
47.852,1.1863e-05,2.5245e-05,2.8369e-05
48.828,6.7099e-06,8.4444e-06,8.0166e-06
49.805,1.7717e-05,1.7076e-05,4.0886e-06
50.781,2.306e-05,3.794e-05,2.9279e-05
51.758,1.5696e-05,2.8269e-05,2.439e-05
52.734,5.6338e-06,1.2633e-05,2.1201e-05
53.711,7.6236e-06,4.8023e-06,4.035e-05
54.688,1.7091e-05,4.5431e-05,4.1639e-05
55.664,5.8876e-06,9.4944e-06,1.4161e-05
56.641,2.1464e-05,1.3215e-05,1.7764e-05
57.617,1.5648e-05,1.7766e-05,9.0083e-06
58.594,1.8478e-05,2.9223e-05,3.9109e-05
59.57,2.0538e-05,2.9036e-05,2.3193e-05
60.547,1.3168e-05,2.7372e-05,1.5039e-05
61.523,2.42e-05,2.5866e-05,2.8675e-05
62.5,0.00015131,0.00014449,8.016e-05
63.477,5.0647e-06,6.4576e-06,2.9441e-05
64.453,8.7976e-06,1.5556e-05,2.7577e-05
65.43,2.0601e-05,1.6517e-05,1.3696e-05
66.406,1.3118e-05,5.0852e-05,5.1474e-05
67.383,3.0948e-05,2.4737e-05,1.3546e-05
68.359,6.4038e-06,2.6733e-05,1.2243e-05
69.336,9.1554e-06,1.4755e-05,2.2144e-05
70.313,1.6597e-05,4.3966e-05,1.805e-05
71.289,2.3081e-05,1.5818e-05,1.7473e-05
72.266,2.421e-05,4.1155e-05,1.8124e-05
73.242,1.6234e-05,2.4775e-05,1.0393e-05
74.219,1.2024e-05,2.3942e-05,1.3351e-05
75.195,2.3305e-05,1.6721e-05,1.7681e-05
76.172,1.2165e-05,1.4163e-05,1.2035e-05
77.148,1.6139e-05,7.0222e-06,1.6951e-05
78.125,1.8351e-05,4.4282e-05,2.7963e-05
79.102,2.359e-05,2.2548e-05,1.9186e-05
80.078,9.7954e-06,2.7533e-05,2.4366e-05
81.055,2.0506e-05,7.027e-06,4.8038e-06
82.031,2.0647e-05,2.738e-05,2.1418e-05
83.008,2.7037e-05,2.1293e-05,1.5729e-05
83.984,1.8913e-05,8.9437e-06,4.3251e-05
84.961,2.6872e-05,2.3367e-05,2.3438e-05
85.938,2.4632e-05,3.4166e-05,1.1473e-05
86.914,1.1049e-05,1.6612e-05,3.5578e-05
87.891,7.7257e-06,2.7047e-05,2.7042e-05
88.867,9.1625e-06,2.6072e-05,1.9342e-05
89.844,3.1423e-05,3.5137e-05,2.6652e-05
90.82,6.8304e-06,2.332e-05,2.6099e-05
91.797,3.2734e-06,1.8764e-05,2.834e-05
92.773,2.0252e-05,1.6047e-05,2.771e-05
93.75,1.4588e-05,2.9714e-05,1.8389e-05
94.727,1.4484e-05,2.7318e-05,2.5171e-05
95.703,2.1001e-05,1.892e-05,3.8226e-05
96.68,3.0591e-06,2.3146e-05,1.9282e-05
97.656,9.3153e-06,4.5284e-05,5.2573e-06
98.633,2.0472e-05,3.1551e-05,2.475e-05
99.609,1.2338e-05,2.914e-05,1.4876e-05
100.59,9.2315e-06,1.6291e-05,9.714e-06
101.56,2.0493e-05,5.2077e-05,1.3381e-05
102.54,3.1394e-05,1.9075e-05,4.352e-05
103.52,5.8068e-06,2.0988e-05,4.2429e-06
104.49,2.3338e-05,2.3953e-05,1.2117e-05
105.47,1.3129e-05,1.7485e-05,1.0097e-05
106.45,9.5952e-06,1.6521e-05,2.6826e-05
107.42,1.8803e-05,2.5068e-06,1.2026e-05
108.4,2.4577e-05,1.6227e-05,1.5649e-05
109.38,1.7752e-05,2.8618e-05,1.6663e-05
110.35,1.8292e-05,1.0258e-05,2.5401e-05
111.33,7.9998e-06,4.283e-06,1.0216e-05
112.3,2.6568e-05,9.1546e-06,3.5096e-05
113.28,2.9629e-05,4.677e-05,2.3771e-05
114.26,4.7875e-06,1.2615e-05,3.5629e-05
115.23,2.1659e-05,1.8294e-05,1.5109e-05
116.21,1.1654e-05,2.3093e-05,3.019e-05
117.19,2.3566e-05,4.6006e-05,1.5857e-05
118.16,2.9668e-05,7.3955e-06,3.5472e-06
119.14,1.2525e-05,1.7626e-05,1.1073e-05
120.12,1.3038e-05,1.5663e-05,3.2164e-05
121.09,3.2593e-05,3.995e-05,1.9682e-05
122.07,3.3426e-06,1.1852e-05,1.4291e-05
123.05,1.7976e-05,2.3971e-05,2.6033e-05
124.02,2.5748e-05,2.9322e-05,3.1375e-06
125,8.6915e-05,9.1604e-05,2.871e-05
125.98,1.2237e-05,1.4532e-05,4.8844e-05
126.95,1.6144e-05,6.2567e-06,3.7491e-05
127.93,1.9591e-05,2.1836e-05,1.1508e-05
128.91,7.1339e-06,3.1203e-05,5.1659e-05
129.88,6.6357e-06,1.4467e-05,3.3522e-05
130.86,1.2668e-05,1.8643e-05,3.242e-05
131.84,8.6926e-06,2.3783e-05,4.5039e-05
132.81,3.1933e-06,3.5209e-05,3.05e-05
133.79,1.5403e-05,1.0109e-05,1.9162e-05
134.77,7.5864e-06,1.3731e-05,2.1875e-05
135.74,1.3177e-05,2.0463e-05,1.5035e-05
136.72,8.7346e-06,3.2275e-05,1.3965e-05
137.7,3.8075e-06,1.823e-05,2.5939e-05
138.67,2.9492e-05,2.5622e-05,3.0188e-05
139.65,6.2028e-06,1.8139e-05,1.4025e-05
140.63,2.6636e-05,1.9484e-05,3.4471e-05
141.6,7.9847e-06,1.778e-05,4.0977e-05
142.58,7.0509e-06,1.8075e-05,2.8889e-05
143.55,1.4615e-05,2.2362e-05,1.0134e-05
144.53,3.1498e-05,3.0195e-05,3.5321e-05
145.51,1.2575e-05,1.8958e-05,1.0879e-06
146.48,1.6405e-05,3.5003e-05,1.0935e-05
147.46,6.9495e-06,2.9442e-05,1.3421e-05
