freq,X_800us_broken_prop_8,Y_800us_broken_prop_8,Z_800us_broken_prop_8
0,1.4896e-15,9.7322e-16,1.5499e-15
0.97656,0.0007527,0.0042386,0.0014101
1.9531,0.00027897,0.0027122,0.0012543
2.9297,0.00028877,0.0038055,0.0017314
3.9063,5.0904e-05,0.0025961,0.00099577
4.8828,0.00015747,0.002595,0.0015717
5.8594,0.00069819,0.0020706,0.00068386
6.8359,0.00024508,0.0010152,0.0013458
7.8125,0.00041576,0.0018134,0.0029517
8.7891,0.00024228,0.0015912,0.0031443
9.7656,0.00031433,0.0019733,0.0028807
10.742,0.00055817,0.0040739,0.003381
11.719,0.00046555,0.0075081,0.00488
12.695,0.00083778,0.0088625,0.005997
13.672,0.00061142,0.01033,0.006767
14.648,0.0014545,0.017037,0.0074442
15.625,0.0015925,0.024444,0.01073
16.602,0.0027797,0.035222,0.013045
17.578,0.0033287,0.050963,0.018754
18.555,0.0061911,0.094716,0.03255
19.531,0.022287,0.33871,0.10769
20.508,0.01554,0.2408,0.075934
21.484,0.0065851,0.094484,0.026227
22.461,0.003037,0.05467,0.017102
23.438,0.0033255,0.045342,0.010742
24.414,0.0021313,0.032792,0.0091775
25.391,0.0018518,0.030025,0.0066475
26.367,0.0019198,0.026318,0.0060698
27.344,0.00085827,0.01717,0.0062795
28.32,0.0010334,0.017661,0.0040088
29.297,0.0016355,0.018848,0.0029052
30.273,0.00085672,0.017173,0.0020163
31.25,0.0014321,0.014095,0.0026278
32.227,0.0009467,0.011623,0.0030404
33.203,0.00093511,0.0096692,0.0017188
34.18,0.0004096,0.008488,0.0011387
35.156,0.00037425,0.0080005,0.0013496
36.133,0.0010208,0.006449,0.00077292
37.109,0.00071862,0.0058023,0.00092608
38.086,0.00027501,0.0048187,0.001699
39.063,0.00060809,0.0037414,0.00064193
40.039,0.0044853,0.0041824,0.0027418
41.016,0.00086132,0.0021362,0.0010508
41.992,0.00095962,0.00044227,0.0003589
42.969,0.00077674,0.00081409,0.0016282
43.945,0.00096986,0.0020408,0.00077916
44.922,0.00037522,0.0009443,0.00033699
45.898,0.00036431,0.0013322,0.0007471
46.875,0.00024835,0.0025487,0.00091193
47.852,0.00058567,0.0028362,0.00059136
48.828,9.6985e-05,0.0029306,0.00030346
49.805,0.00043459,0.0025337,0.0010605
50.781,0.00019443,0.0025598,0.0010486
51.758,0.00055878,0.0033862,0.00028792
52.734,0.00059204,0.0040315,0.0010365
53.711,0.00068139,0.0036324,0.00064976
54.688,0.0002201,0.0046069,0.00057721
55.664,0.00052571,0.0035073,0.0015329
56.641,0.0011846,0.0042696,0.001522
57.617,0.0017938,0.0070143,0.002497
58.594,0.0020802,0.0037615,0.0041293
59.57,0.0081314,0.013955,0.019283
60.547,0.0033516,0.010476,0.0049832
61.523,0.001272,0.010162,0.0046815
62.5,0.00039812,0.0054451,0.002135
63.477,0.00067896,0.0098075,0.0025578
64.453,0.00091545,0.007605,0.00067034
65.43,0.00054144,0.0053083,0.0025013
66.406,0.001589,0.0085,0.0033305
67.383,0.00081176,0.0063699,0.00024051
68.359,0.00048725,0.002719,0.0022819
69.336,0.00033524,0.0016783,0.00085494
70.313,0.00061033,0.0039282,0.0013026
71.289,0.00077767,0.0029655,0.0032165
72.266,0.00019088,0.0029434,0.0014458
73.242,0.00024392,0.0039985,0.0011243
74.219,0.0010186,0.0022069,0.0033535
75.195,0.0014594,0.0032207,0.0024393
76.172,0.00037409,0.002163,0.0018407
77.148,0.00037945,0.0032445,0.0011951
78.125,0.0011862,0.0022764,0.0033958
79.102,0.0012988,0.0035809,0.0047797
80.078,0.0018148,0.0029745,0.013693
81.055,0.00051543,0.0023972,0.00044655
82.031,0.00039239,0.0014028,0.0030627
83.008,0.0010759,0.0010233,0.0062421
83.984,0.00097847,0.0010174,0.0014197
84.961,0.0009231,0.00077989,0.0037586
85.938,0.00073706,0.0010174,0.0026032
86.914,0.00043618,0.00066984,0.002103
87.891,0.0001676,0.0010508,0.0010021
88.867,0.00027298,0.0011943,0.0017457
89.844,0.00013664,0.0014076,0.0010152
90.82,0.0003203,0.00098903,0.0012044
91.797,0.00034287,0.00052938,0.0023001
92.773,0.00039334,0.0019633,0.0021573
93.75,0.00047027,0.0027908,0.0011577
94.727,0.0005133,0.0022431,0.00037517
95.703,0.00034218,0.0023051,0.0030899
96.68,0.00049448,0.0017194,0.00071693
97.656,0.00019463,0.0035639,0.0013814
98.633,0.00050703,0.0063793,0.0015793
99.609,0.0044897,0.0069077,0.0038915
100.59,0.0006515,0.001141,0.0031842
101.56,0.00099001,0.0055829,0.0021067
102.54,0.00014875,0.001509,0.0029001
103.52,0.0012168,0.0058701,0.00036851
104.49,0.001,0.0039399,0.00090301
105.47,0.0013266,0.0034557,0.0006213
106.45,0.00089816,0.0052754,0.0025824
107.42,0.00078962,0.0040697,0.0020383
108.4,0.00020191,0.00078315,0.0017259
109.38,0.00087868,0.0029797,0.00058609
110.35,0.00082895,0.002307,0.0026062
111.33,0.00030219,0.0017723,0.00046788
112.3,0.00072212,0.0024704,0.00097141
113.28,0.00034765,0.0021902,0.00086381
114.26,0.00030947,0.0020991,0.0018926
115.23,0.00043634,0.0017402,0.00052459
116.21,0.00037362,0.0030861,0.0018835
117.19,0.0004058,0.0016604,0.0025437
118.16,0.00030994,0.0028176,0.0010877
119.14,0.00058337,0.0010961,0.0019414
120.12,0.0016343,0.0026922,0.0015922
121.09,0.00047359,0.0014075,0.002252
122.07,8.26e-05,0.0006585,0.00098063
123.05,6.5165e-05,0.00082238,0.00037598
124.02,0.0002141,0.00063822,0.00082648
125,0.00015741,0.0004596,0.0011714
125.98,0.00023211,0.00075875,0.0011103
126.95,0.00018981,0.00034683,0.00166
127.93,0.00026535,0.0010353,0.0026848
128.91,0.00011107,0.0008306,0.0014499
129.88,0.00015896,0.00098493,0.00098254
130.86,0.00050671,0.00053582,0.001581
131.84,0.00027884,0.0005195,0.00054059
132.81,0.00053877,0.0020673,0.00054776
133.79,0.00038424,0.00088398,0.00034413
134.77,0.0007257,0.0015789,0.0021341
135.74,0.00033469,0.0027067,0.0021097
136.72,0.00033164,0.00088868,0.0011215
137.7,0.00048019,0.0019913,0.0012813
138.67,0.00073753,0.0032294,0.0017814
139.65,0.0005879,0.0029786,0.0013663
140.63,0.00077927,0.00072783,0.00089219
141.6,0.00096421,0.0029901,0.00054791
142.58,0.0002577,0.00057886,0.00099297
143.55,0.00064529,0.0031716,0.0014169
144.53,0.00048976,0.0017226,0.00060826
145.51,0.00049272,0.0036434,0.00090387
146.48,0.0012701,0.0038836,0.0015851
147.46,0.00071381,0.0024179,0.00092498
148.44,0.00081711,0.0014002,0.0031747
149.41,0.00063447,0.0007708,0.0005344
150.39,0.00066944,0.0016933,0.0012291
