freq,X_1600us_unloaded_loosemotor_6,Y_1600us_unloaded_loosemotor_6,Z_1600us_unloaded_loosemotor_6
0,8.9295e-16,8.0463e-16,9.2149e-18
0.97656,0.00045168,0.00055332,0.0012068
1.9531,0.00059788,0.0012712,0.00060768
2.9297,0.00051577,0.00073433,0.0012571
3.9063,0.00032098,0.00077907,0.00099893
4.8828,0.00047811,0.00028509,0.0014251
5.8594,0.00049184,0.00053139,0.0013968
6.8359,8.323e-05,0.00089264,0.0010453
7.8125,0.00070777,0.0002949,0.0012959
8.7891,0.00075295,0.0005573,0.0014529
9.7656,0.00048276,0.00026279,0.00080261
10.742,0.00073621,0.0012959,0.00062103
11.719,0.0010711,0.00066384,0.00035821
12.695,0.0009744,0.0017635,0.0002377
13.672,0.0010224,0.00080234,0.0013389
14.648,0.00087601,0.0010958,0.0013169
15.625,0.00078661,0.0013831,0.00080473
16.602,0.00060046,0.0012394,0.0010507
17.578,0.0010427,0.0019214,0.001963
18.555,0.0010379,0.00095926,0.003429
19.531,0.0016366,0.00065728,0.0021516
20.508,0.0028092,0.0014665,0.002359
21.484,0.0036418,0.001645,0.0032049
22.461,0.0049349,0.0037955,0.0052618
23.438,0.011531,0.0085774,0.013256
24.414,0.029361,0.022176,0.030744
25.391,0.021672,0.014105,0.022113
26.367,0.0068116,0.0052658,0.0074239
27.344,0.0045121,0.0031198,0.0042466
28.32,0.0032217,0.0033727,0.0035683
29.297,0.0029768,0.0017254,0.0023841
30.273,0.0018076,0.0020299,0.00099314
31.25,0.0014836,0.002187,0.0011845
32.227,0.0018726,0.00096519,0.00085166
33.203,0.0014375,0.0016266,0.00081152
34.18,0.00097866,0.0012471,0.00079675
35.156,0.00063018,0.00085222,0.00046727
36.133,0.00086708,0.00078524,0.00077883
37.109,0.00085174,0.0025826,0.0013216
38.086,0.0025326,0.0019826,0.0014282
39.063,0.001197,0.00028791,0.00059379
40.039,0.0013807,0.00041353,0.0011027
41.016,0.0013203,0.00051328,0.0010044
41.992,0.00093978,0.00033274,0.00077841
42.969,0.0010829,0.00027213,0.00065274
43.945,0.00056376,0.0012569,0.0011692
44.922,0.00083698,0.00015165,0.00034208
45.898,0.00059136,0.000407,0.00045751
46.875,0.00075678,0.00082427,0.0010857
47.852,0.00052346,0.00043815,0.0012829
48.828,0.00040825,0.00052645,0.00047817
49.805,0.0011331,0.00094021,0.0016339
50.781,0.00022393,0.0016098,0.0028694
51.758,0.00052546,0.00085913,0.0019464
52.734,0.00039406,0.0013077,0.0024592
53.711,0.0005151,0.00077672,0.00065323
54.688,0.00014521,0.0006386,0.00094396
55.664,0.00043619,0.001132,0.00059714
56.641,0.00044425,0.00037541,0.0010854
57.617,0.00018975,0.002288,0.00079855
58.594,0.00016602,0.00046506,0.0004277
59.57,9.6602e-05,0.0012453,0.0010167
60.547,0.00018564,0.00039941,0.0008846
61.523,8.5766e-05,0.00019992,0.00025189
62.5,0.00027612,0.00052893,0.00067417
63.477,0.00050266,0.0031676,0.001809
64.453,0.00022326,0.00050237,0.00072559
65.43,9.2365e-05,0.00053149,0.00082458
66.406,0.00043864,0.00072435,0.00048633
67.383,0.00027442,0.0008817,0.00043205
68.359,0.00031223,0.00026554,0.00097097
69.336,0.00036106,0.0011625,0.00013869
70.313,0.00020669,0.0021957,0.00079393
71.289,0.00034435,0.00030733,0.00020971
72.266,0.00059423,0.0010825,0.0010801
73.242,0.00043992,0.0011214,0.00083086
74.219,0.00089349,0.00088527,0.0010242
75.195,0.00072664,0.0017362,0.0011555
76.172,0.0040084,0.010705,0.001126
77.148,0.0012686,0.0023369,0.00064997
78.125,0.00076026,0.0013383,0.00044999
79.102,0.00091997,0.00087024,0.00062264
80.078,0.0005227,0.00097646,0.00043197
