freq,X_2300us_loaded_loosepylon_6,Y_2300us_loaded_loosepylon_6,Z_2300us_loaded_loosepylon_6
0,1.9063e-16,8.4399e-16,9.881e-17
0.97656,0.0092777,0.0060552,0.005712
1.9531,0.0034028,0.00058241,0.012416
2.9297,0.0035077,0.001092,0.0047406
3.9063,0.0040671,0.0038409,0.0078049
4.8828,0.0074501,0.0028666,0.014758
5.8594,0.0035322,0.0034317,0.0054708
6.8359,0.0041941,0.0034809,0.0020604
7.8125,0.006591,0.0019616,0.0051944
8.7891,0.0020922,0.0043614,0.0044544
9.7656,0.0060404,0.0061772,0.014588
10.742,0.0027593,0.0022281,0.0088589
11.719,0.0023235,0.0047121,0.0093342
12.695,0.0067659,0.0042046,0.021672
13.672,0.0038933,0.0016265,0.019549
14.648,0.0072181,0.0029913,0.010456
15.625,0.0047355,0.0011775,0.011683
16.602,0.0035,0.0039178,0.0053665
17.578,0.0010176,0.0023316,0.0060021
18.555,0.0066031,0.0055941,0.0034778
19.531,0.0013582,0.0035748,0.0012552
20.508,0.0059684,0.0016324,0.0011129
21.484,0.0018932,0.0020126,0.0072873
22.461,0.0046,0.00088118,0.0045295
23.438,0.002881,0.0025551,0.0050699
24.414,0.0029709,0.0038702,0.0036568
25.391,0.0014719,0.0033852,0.0087345
26.367,0.0028458,0.00037293,0.0039545
27.344,0.001442,0.0039361,0.0033585
28.32,0.0024468,0.0010539,0.0022193
29.297,0.0028696,0.00068919,0.001078
30.273,0.001839,0.0022681,0.0089537
31.25,0.00089947,0.00079519,0.0038056
32.227,0.0011463,0.001207,0.0040135
33.203,0.0020902,0.0022517,0.0046787
34.18,0.00051196,0.0012398,0.0068941
35.156,0.0033287,0.0020338,0.0088707
36.133,0.0035214,0.0034946,0.0020853
37.109,0.0017471,0.0028429,0.0013992
38.086,0.0022649,0.0020072,0.0057682
39.063,0.0013462,0.0035632,0.0048415
40.039,0.0022671,0.0045977,0.0052374
41.016,0.0044075,0.0030388,0.0063276
41.992,0.0028785,0.0021246,0.0015849
42.969,0.0019921,0.0019581,0.0038269
43.945,0.0025126,0.0017325,0.0010797
44.922,0.0018112,0.0020432,0.0050603
45.898,0.0010624,0.0015684,0.0055327
46.875,0.0038265,0.0007225,0.0018831
47.852,0.0025706,0.0011204,0.0017477
48.828,0.0029976,0.0035139,0.0054454
49.805,0.0024975,0.00093625,0.0030261
50.781,0.0014184,0.0021612,0.00261
51.758,0.00064407,0.0016535,0.0010894
52.734,0.0010829,0.0016976,0.0030468
53.711,0.003573,0.00091593,0.0048285
54.688,0.00054762,0.0029831,0.0017107
55.664,0.0018144,0.00086164,0.0035116
56.641,0.0018926,0.0023934,0.0017121
57.617,0.00099205,0.0016681,0.002106
58.594,0.001243,0.00081138,0.005523
59.57,0.00076233,0.00099472,0.0032387
60.547,0.00095741,0.0010801,0.0020893
61.523,0.00075825,0.0016107,0.0041575
62.5,0.0014444,0.00097128,0.0018003
63.477,0.0019719,0.0002233,0.0031896
64.453,0.00078815,0.0023675,0.0040985
65.43,0.0006299,0.00049765,0.001097
66.406,0.0010685,0.0011246,0.0024059
67.383,0.0020501,0.00092894,0.0049082
68.359,0.0012228,0.0014908,0.00089827
69.336,0.0014699,0.0017873,0.0011941
70.313,0.0013676,0.00070079,0.0017131
71.289,0.00047926,0.0010544,0.0040346
72.266,0.0015363,0.0017923,0.0022066
73.242,0.00088226,0.0024107,0.0026609
74.219,0.0018284,0.00013296,0.0047724
75.195,0.0016099,0.0013982,0.004201
76.172,0.0010341,0.0018544,0.0031481
77.148,0.0018039,0.0009469,0.0012815
78.125,0.0020662,0.001387,0.003833
79.102,0.0015284,0.002086,0.0044553
80.078,0.0016779,0.0016803,0.0057095
81.055,0.00041825,0.00044304,0.006802
82.031,0.0008365,0.0034437,0.004547
83.008,0.0012147,0.00092236,0.0047217
83.984,0.00065614,0.0025096,0.0032151
84.961,0.00096259,0.0010696,0.0010362
85.938,0.0016223,0.0011003,0.0014861
86.914,0.0024262,0.0018579,0.0008687
87.891,0.0016191,0.0046567,0.0029228
88.867,0.00057273,0.0023521,0.0029177
89.844,0.0018446,0.0014047,0.0022666
90.82,0.0028959,0.0015681,0.0033566
91.797,0.0013926,0.0035907,0.0033769
92.773,0.0031057,0.001626,0.0086182
93.75,0.0039453,0.0057081,0.00043462
94.727,0.0028571,0.0033905,0.0035806
95.703,0.0055394,0.0022141,0.0013192
96.68,0.005038,0.0030895,0.0037556
97.656,0.013885,0.0055709,0.0068329
98.633,0.019191,0.012943,0.027694
99.609,0.035694,0.020836,0.021084
100.59,0.011545,0.0077239,0.0066737
101.56,0.0033465,0.0017125,0.0066769
102.54,0.0045346,0.0032293,0.00087566
103.52,0.0016533,0.000916,0.0043434
104.49,0.0026288,0.0028646,0.0051576
105.47,0.0022323,0.0016098,0.0037844
106.45,0.0019781,0.00093973,0.0072249
107.42,0.0027544,0.0019986,0.003179
108.4,0.0008353,0.0021859,0.0034953
109.38,0.0010573,0.00078046,0.0039098
110.35,0.0019984,0.00039409,0.0019316
111.33,0.00042445,0.00087791,0.0014325
112.3,0.0017979,0.0015275,0.0045489
113.28,0.00075364,0.00089084,0.0029668
114.26,0.0012449,0.00085154,0.0008405
115.23,0.0008564,0.00038432,0.0017955
116.21,0.0008719,0.0018863,0.0028327
117.19,0.0018956,0.0014659,0.0019475
118.16,0.0014716,0.00047923,0.0035527
119.14,0.00073702,0.00061423,0.0022434
120.12,0.0018202,0.0010856,0.0047421
121.09,0.001321,0.00061421,0.0010818
122.07,0.0026703,0.0014209,0.002379
123.05,0.001893,0.0012896,0.003209
124.02,0.0015196,0.001482,0.0044393
125,0.00093584,0.0010446,0.0011105
125.98,0.00050758,0.0012234,0.00331
126.95,0.0019272,0.0010104,0.0029342
127.93,0.0017509,0.0011392,0.0020765
128.91,0.00064194,0.00052597,0.0033716
129.88,0.00062556,0.0005607,0.0030434
130.86,0.00062575,0.00086201,0.0051
131.84,0.0018819,0.00066194,0.0035577
132.81,0.0017796,0.0021192,0.0013422
133.79,0.0011796,0.0021709,0.0024899
134.77,0.0019277,0.0027519,0.0048175
135.74,0.00041767,0.0017752,0.0023343
136.72,0.0010123,0.0012947,0.0048917
137.7,0.00070933,0.00158,0.0062258
138.67,0.00084741,0.00026654,0.0074134
139.65,0.0014754,0.0011591,0.0026286
140.63,0.0012737,0.0018767,0.0034491
141.6,0.0011302,0.0015436,0.0031926
142.58,0.00083058,0.0022405,0.007284
143.55,0.001151,0.00062052,0.0039765
144.53,0.0012632,0.0020117,0.0077081
145.51,0.00059571,0.00099109,0.0060675
146.48,0.00070526,0.0023879,0.00397
147.46,0.0011615,0.0013,0.0020098
148.44,0.00048922,0.0004854,0.0078917
149.41,0.0016203,0.0011709,0.0062728
150.39,0.0017953,0.00072449,0.0061759
151.37,0.00063186,0.0026909,0.0012314
152.34,0.0018471,0.0035966,0.0082533
153.32,0.0023819,0.0030847,0.011426
154.3,0.0014135,0.0016833,0.0076209
155.27,0.0030414,0.0032725,0.0051507
156.25,0.003323,0.0036806,0.0023504
157.23,0.0031707,0.0055618,0.0074784
158.2,0.00086671,0.0040749,0.004631
159.18,0.0017229,0.0022086,0.0064512
160.16,0.003361,0.0030485,0.011964
161.13,0.00099395,0.0065196,0.0048489
162.11,0.00076677,0.0038188,0.0078704
163.09,0.0021797,0.0019973,0.0035373
164.06,0.0019639,0.002516,0.0044294
165.04,0.0030565,0.0050951,0.0034529
166.02,0.0017803,0.0025725,0.003254
166.99,0.0016855,0.005682,0.0045769
167.97,0.0012777,0.0043122,0.0007231
168.95,0.0017265,0.0060984,0.0057744
169.92,0.0025963,0.0012695,0.0039649
170.9,0.0021822,0.0039808,0.0044293
171.88,0.0047533,0.00065781,0.0062534
172.85,0.0008431,0.0020822,0.0048828
173.83,0.0036397,0.0041969,0.0066267
174.8,0.0047356,0.0023818,0.0037683
175.78,0.0015837,0.0033923,0.0063663
176.76,0.0026482,0.0068525,0.0054626
177.73,0.0058915,0.0055594,0.0042277
178.71,0.0041586,0.0023256,0.0025468
179.69,0.0039655,0.0033095,0.0033192
180.66,0.0050803,0.003833,0.0020905
181.64,0.0039273,0.0014504,0.0034055
182.62,0.0040179,0.0050008,0.0020825
183.59,0.0044716,0.0046054,0.0036204
184.57,0.0034214,0.0032019,0.0040851
185.55,0.0054214,0.0041028,0.0016374
186.52,0.0075142,0.0031967,0.0038124
187.5,0.008185,0.0035516,0.0066076
188.48,0.007442,0.0033612,0.0065704
189.45,0.0049656,0.0054443,0.0024313
190.43,0.0040741,0.0055737,0.0037313
191.41,0.010375,0.0081476,0.0015833
192.38,0.0039056,0.011163,0.0080842
193.36,0.01199,0.005687,0.003161
194.34,0.0016302,0.0046719,0.0041978
195.31,0.008939,0.015333,0.012463
196.29,0.0076057,0.011554,0.012547
197.27,0.03265,0.046719,0.028541
198.24,0.061064,0.093231,0.043071
199.22,0.032754,0.056025,0.0096461
200.2,0.020573,0.026874,0.0048164
201.17,0.0070254,0.010126,0.012571
202.15,0.0012381,0.00073343,0.0074416
203.13,0.0016652,0.0058225,0.00388
204.1,0.008915,0.0082576,0.0056696
205.08,0.0031135,0.0048843,0.0025083
206.05,0.0071584,0.011135,0.0062732
207.03,0.010372,0.011801,0.0037009
208.01,0.0080183,0.0055033,0.0064827
208.98,0.0049923,0.0059412,0.0025835
209.96,0.0019365,0.0037588,0.002039
210.94,0.0038359,0.0058571,0.0028032
211.91,0.0035208,0.006032,0.0038888
212.89,0.0071019,0.0060467,0.0043222
213.87,0.003278,0.0028212,0.0045737
